"FPK_NATURA";"SITECODE";"CD_INSEE";"NUTS";"LB_ADM";"CD_INSEE_REG_NEW";"LB_REG_NEW"
8420,00;"FR2100297";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8421,00;"FR2100302";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8422,00;"FR2100308";"21";"FR21";"CHAMPAGNE-ARDENNE";"44";"Grand-Est"
8423,00;"FR2200346";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8424,00;"FR2200357";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8425,00;"FR2200378";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8426,00;"FR2200380";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8427,00;"FR2200390";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8428,00;"FR2200566";"22";"FR22";"PICARDIE";"32";"Hauts-De-France"
8429,00;"FR2300149";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8430,00;"FR2302008";"23";"FR23";"HAUTE-NORMANDIE";"28";"Normandie"
8431,00;"FR2500094";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8432,00;"FR2500119";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8433,00;"FR2612002";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8433,00;"FR2612002";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8434,00;"FR2612010";"26";"FR26";"BOURGOGNE";"27";"Bourgogne-Franche-Comte"
8435,00;"FR3100487";"31";"FR30";"NORD-PAS-DE-CALAIS";"32";"Hauts-De-France"
8436,00;"FR3100495";"31";"FR30";"NORD-PAS-DE-CALAIS";"32";"Hauts-De-France"
8437,00;"FR4100167";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8438,00;"FR4100170";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8439,00;"FR4100179";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8440,00;"FR4100189";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8441,00;"FR4100232";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8442,00;"FR4100234";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8443,00;"FR4100240";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8444,00;"FR4100241";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8445,00;"FR4100243";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8446,00;"FR4110062";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8447,00;"FR4112000";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8448,00;"FR4112013";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8449,00;"FR4112014";"41";"FR41";"LORRAINE";"44";"Grand-Est"
8450,00;"FR4201813";"42";"FR42";"ALSACE";"44";"Grand-Est"
8451,00;"FR4301291";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8452,00;"FR4301298";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8453,00;"FR4301308";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8454,00;"FR4310112";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8455,00;"FR4312005";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8456,00;"FR4312009";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8457,00;"FR4312017";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8458,00;"FR4312032";"43";"FR43";"FRANCHE-COMTE";"27";"Bourgogne-Franche-Comte"
8459,00;"FR5200624";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8460,00;"FR5200627";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8461,00;"FR5200646";"25";"FR25";"BASSE-NORMANDIE";"28";"Normandie"
8461,00;"FR5200646";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8462,00;"FR5200647";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8463,00;"FR5200650";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8464,00;"FR5200652";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8465,00;"FR5200654";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8466,00;"FR5200655";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8467,00;"FR5200658";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8468,00;"FR5200659";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8469,00;"FR5212003";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8470,00;"FR5300003";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8471,00;"FR5300004";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8472,00;"FR5300005";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8473,00;"FR5300006";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8474,00;"FR5300007";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8475,00;"FR5300008";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8476,00;"FR5300009";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8477,00;"FR5300010";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8478,00;"FR5300011";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8479,00;"FR5300012";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8480,00;"FR5300013";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8481,00;"FR5300014";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8482,00;"FR5300015";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8483,00;"FR5300016";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8484,00;"FR5300017";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8485,00;"FR5300018";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8486,00;"FR5300019";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8487,00;"FR5300020";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8488,00;"FR5300021";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8489,00;"FR5300024";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8490,00;"FR5300025";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8491,00;"FR5300026";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8492,00;"FR5300027";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8493,00;"FR5300028";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8494,00;"FR5300029";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8495,00;"FR5300031";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8496,00;"FR5300034";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8497,00;"FR5300035";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8498,00;"FR5300036";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8499,00;"FR5300037";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8500,00;"FR5300039";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8501,00;"FR5300040";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8502,00;"FR5300041";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8503,00;"FR5300043";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8504,00;"FR5300045";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8505,00;"FR5300048";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8506,00;"FR5300049";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8507,00;"FR5300050";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8508,00;"FR5300052";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8509,00;"FR5300058";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8510,00;"FR5300059";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8511,00;"FR5300061";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8512,00;"FR5300062";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8513,00;"FR5300066";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8514,00;"FR5300067";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8515,00;"FR5302001";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8516,00;"FR5302006";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8517,00;"FR5302014";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8518,00;"FR5302015";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8519,00;"FR5310052";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8520,00;"FR5310054";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8521,00;"FR5310056";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8522,00;"FR5310071";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8523,00;"FR5310093";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8524,00;"FR5310094";"53";"FR52";"BRETAGNE";"53";"Bretagne"
8525,00;"FR5400403";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8526,00;"FR5400406";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8527,00;"FR5400408";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8528,00;"FR5400410";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8529,00;"FR5400413";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8530,00;"FR5400417";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8531,00;"FR5400419";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8532,00;"FR5400422";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8533,00;"FR5400424";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8534,00;"FR5400425";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8535,00;"FR5400429";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8536,00;"FR5400430";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8537,00;"FR5400431";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8538,00;"FR5400432";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8539,00;"FR5400433";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8540,00;"FR5400434";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8541,00;"FR5400437";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8542,00;"FR5400438";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8543,00;"FR5400439";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8544,00;"FR5400441";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8545,00;"FR5400442";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8546,00;"FR5400443";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8547,00;"FR5400444";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8548,00;"FR5400445";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8549,00;"FR5400446";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8550,00;"FR5400447";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8551,00;"FR5400450";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8552,00;"FR5400453";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8553,00;"FR5400457";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8554,00;"FR5400458";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8555,00;"FR5400460";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8556,00;"FR5400465";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8557,00;"FR5400472";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8558,00;"FR5400473";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8559,00;"FR5400535";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8560,00;"FR5402001";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8561,00;"FR5402008";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8562,00;"FR5402009";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8563,00;"FR5402010";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8563,00;"FR5402010";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8564,00;"FR5402012";"52";"FR51";"PAYS-DE-LA-LOIRE";"52";"Pays-de-la-Loire"
8564,00;"FR5402012";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8565,00;"FR7200660";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8566,00;"FR7200661";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8567,00;"FR7200662";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8567,00;"FR7200662";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8568,00;"FR7200663";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8568,00;"FR7200663";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8569,00;"FR7200664";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8570,00;"FR7200666";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8571,00;"FR7200671";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8572,00;"FR7200672";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8573,00;"FR7200678";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8574,00;"FR7200679";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8575,00;"FR7200681";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8576,00;"FR7200682";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8577,00;"FR7200683";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8578,00;"FR7200684";"54";"FR53";"POITOU-CHARENTES";"75";"Nouvelle-Aquitaine"
8578,00;"FR7200684";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8579,00;"FR7200686";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8580,00;"FR7200688";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8581,00;"FR7200689";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8582,00;"FR7200693";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8583,00;"FR7200695";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8584,00;"FR7200697";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8585,00;"FR7200700";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8586,00;"FR7200702";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8587,00;"FR7200714";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8588,00;"FR7200715";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8589,00;"FR7200716";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8590,00;"FR7200720";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8591,00;"FR7200724";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8592,00;"FR7200733";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8592,00;"FR7200733";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8593,00;"FR7200742";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8594,00;"FR7200743";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8595,00;"FR7200744";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8596,00;"FR7200745";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8597,00;"FR7200746";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8598,00;"FR7200747";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8599,00;"FR7200749";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8600,00;"FR7200750";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8601,00;"FR7200751";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8602,00;"FR7200752";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8603,00;"FR7200753";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8604,00;"FR7200754";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8605,00;"FR7200756";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8606,00;"FR7200758";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8607,00;"FR7200759";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8608,00;"FR7200760";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8609,00;"FR7200771";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8610,00;"FR7200781";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8611,00;"FR7200786";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8612,00;"FR7200789";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8613,00;"FR7200790";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8614,00;"FR7200791";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8615,00;"FR7200793";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8616,00;"FR7200797";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8617,00;"FR7200804";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8618,00;"FR7200805";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8619,00;"FR7200806";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8619,00;"FR7200806";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8620,00;"FR7200809";"72";"FR61";"AQUITAINE";"75";"Nouvelle-Aquitaine"
8620,00;"FR7200809";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8621,00;"FR7300831";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8622,00;"FR7300857";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8623,00;"FR7300864";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8624,00;"FR7300877";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8625,00;"FR7300898";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8626,00;"FR7300904";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8627,00;"FR7300905";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8628,00;"FR7300906";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8629,00;"FR7300907";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8630,00;"FR7300908";"73";"FR62";"MIDI-PYRENEES";"76";"Occitanie"
8631,00;"FR7401103";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8632,00;"FR7401104";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8633,00;"FR7401105";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8634,00;"FR7401107";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8635,00;"FR7401109";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8636,00;"FR7401123";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8637,00;"FR7401128";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8638,00;"FR7401133";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8639,00;"FR7401146";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8640,00;"FR7401148";"74";"FR63";"LIMOUSIN";"75";"Nouvelle-Aquitaine"
8641,00;"FR8201639";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8642,00;"FR8201640";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8643,00;"FR8201680";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8644,00;"FR8201735";"82";"FR71";"RHONE-ALPES";"84";"Auvergne-Rhone-Alpes"
8645,00;"FR8301017";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8646,00;"FR8301038";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8647,00;"FR8301067";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8648,00;"FR8301070";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8649,00;"FR8301072";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8650,00;"FR8301079";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8651,00;"FR8301083";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8652,00;"FR8302005";"83";"FR72";"AUVERGNE";"84";"Auvergne-Rhone-Alpes"
8653,00;"FR9101411";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8654,00;"FR9101419";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8655,00;"FR9101431";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8656,00;"FR9101472";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8657,00;"FR9101481";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8658,00;"FR9101482";"91";"FR81";"LANGUEDOC-ROUSSILLON";"76";"Occitanie"
8659,00;"FR9301503";"93";"FR82";"PROVENCE-ALPES-COTE-D'AZUR";"93";"Provence-Alpes-Côte-d'Azur"
8660,00;"FR9400601";"94";"FR83";"CORSE";"94";"Corse"
8661,00;"FR9400619";"94";"FR83";"CORSE";"94";"Corse"
8662,00;"FR9402012";"94";"FR83";"CORSE";"94";"Corse"
8663,00;"FR9402020";"94";"FR83";"CORSE";"94";"Corse"
8664,00;"FR9412008";"94";"FR83";"CORSE";"94";"Corse"
