"PK_BIOGEO";"FPK_NATURA";"SITECODE";"CODE_BIOGEO";"NAME_FR";"NAME_UE";"COVER"
"6108";"7427";"FR7212001";"4";"Atlantique";"atlantic";"100"
"6109";"7428";"FR7212002";"4";"Atlantique";"atlantic";"100"
"6110";"7429";"FR7212003";"1";"Alpine";"alpine";"100"
"6111";"7430";"FR7212004";"1";"Alpine";"alpine";"34,43"
"6112";"7430";"FR7212004";"4";"Atlantique";"atlantic";"65,57"
"6113";"7431";"FR7212005";"1";"Alpine";"alpine";"99,18"
"6114";"7431";"FR7212005";"4";"Atlantique";"atlantic";"0,82"
"6115";"7432";"FR7212007";"1";"Alpine";"alpine";"100"
"6116";"7433";"FR7212008";"1";"Alpine";"alpine";"79,35"
"6117";"7433";"FR7212008";"4";"Atlantique";"atlantic";"20,65"
"6118";"7434";"FR7212009";"1";"Alpine";"alpine";"71,36"
"6119";"7434";"FR7212009";"4";"Atlantique";"atlantic";"28,64"
"6120";"7435";"FR7212010";"4";"Atlantique";"atlantic";"100"
"6121";"7436";"FR7212011";"4";"Atlantique";"atlantic";"100"
"6122";"7437";"FR7212012";"4";"Atlantique";"atlantic";"100"
"6123";"7438";"FR7212013";"4";"Atlantique";"atlantic";"100"
"6124";"7438";"FR7212013";"19";"Golfe de Gascogne et côtes ibé";;"99"
"6125";"7439";"FR7212014";"4";"Atlantique";"atlantic";"100"
"6126";"7440";"FR7212015";"1";"Alpine";"alpine";"47,6"
"6127";"7440";"FR7212015";"4";"Atlantique";"atlantic";"52,4"
"6128";"7441";"FR7212016";"4";"Atlantique";"atlantic";"100"
"6129";"7441";"FR7212016";"19";"Golfe de Gascogne et côtes ibé";;"100"
"6130";"7442";"FR7212018";"4";"Atlantique";"atlantic";"100"
"6131";"7442";"FR7212018";"19";"Golfe de Gascogne et côtes ibé";;"93"
"6134";"7445";"FR7401122";"8";"Continentale";"continental";"100"
"6138";"7449";"FR7412001";"8";"Continentale";"continental";"100"
"6139";"7450";"FR7412002";"8";"Continentale";"continental";"100"
"6140";"7451";"FR7412003";"8";"Continentale";"continental";"100"
"6143";"7453";"FR8201742";"8";"Continentale";"continental";"100"
"6144";"7454";"FR8201748";"8";"Continentale";"continental";"100"
"6145";"7455";"FR8201773";"1";"Alpine";"alpine";"100"
"6153";"7463";"FR9310019";"5";"Méditerranéenne";"mediterranean";"100"
"6154";"7464";"FR9310020";"5";"Méditerranéenne";"mediterranean";"100"
"6155";"7465";"FR9310035";"1";"Alpine";"alpine";"93"
"6156";"7465";"FR9310035";"5";"Méditerranéenne";"mediterranean";"7"
"6157";"7466";"FR9310064";"5";"Méditerranéenne";"mediterranean";"100"
"6158";"7467";"FR9310067";"5";"Méditerranéenne";"mediterranean";"100"
"6159";"7468";"FR9310075";"5";"Méditerranéenne";"mediterranean";"100"
"6160";"7469";"FR9312002";"5";"Méditerranéenne";"mediterranean";"100"
"6161";"7470";"FR9312007";"5";"Méditerranéenne";"mediterranean";"100"
"6162";"7471";"FR9312022";"5";"Méditerranéenne";"mediterranean";"100"
"6163";"7472";"FR9312026";"5";"Méditerranéenne";"mediterranean";"100"
"6164";"7473";"FR9400613";"5";"Méditerranéenne";"mediterranean";"100"
"6165";"7474";"FR9410021";"5";"Méditerranéenne";"mediterranean";"100"
"6166";"7475";"FR9410022";"5";"Méditerranéenne";"mediterranean";"100"
"6167";"7476";"FR9410023";"5";"Méditerranéenne";"mediterranean";"100"
"6168";"7477";"FR9410096";"5";"Méditerranéenne";"mediterranean";"100"
"6169";"7478";"FR9410097";"5";"Méditerranéenne";"mediterranean";"100"
"6171";"7480";"FR9112038";"5";"Méditerranéenne";"mediterranean";"100"
"6224";"7529";"FR2300124";"4";"Atlantique";"atlantic";"100"
"6225";"7530";"FR2300125";"4";"Atlantique";"atlantic";"100"
"6229";"7534";"FR2300132";"4";"Atlantique";"atlantic";"100"
"6230";"7535";"FR2300133";"4";"Atlantique";"atlantic";"100"
"6231";"7536";"FR2300136";"4";"Atlantique";"atlantic";"100"
"6234";"7539";"FR2300147";"4";"Atlantique";"atlantic";"100"
"6237";"7542";"FR2300152";"4";"Atlantique";"atlantic";"100"
"6238";"7543";"FR2302001";"4";"Atlantique";"atlantic";"100"
"6239";"7544";"FR2302002";"4";"Atlantique";"atlantic";"100"
"6240";"7545";"FR2302005";"4";"Atlantique";"atlantic";"100"
"6241";"7546";"FR2302006";"4";"Atlantique";"atlantic";"100"
"6242";"7547";"FR2302007";"4";"Atlantique";"atlantic";"100"
"6244";"7549";"FR2302009";"4";"Atlantique";"atlantic";"100"
"6245";"7550";"FR2302011";"4";"Atlantique";"atlantic";"100"
"6246";"7551";"FR2302012";"4";"Atlantique";"atlantic";"100"
"6249";"7554";"FR2500083";"4";"Atlantique";"atlantic";"100"
"6250";"7555";"FR2500084";"4";"Atlantique";"atlantic";"100"
"6251";"7555";"FR2500084";"17";"Manche et Mer du Nord";;"83"
"6252";"7556";"FR2500085";"4";"Atlantique";"atlantic";"100"
"6253";"7556";"FR2500085";"17";"Manche et Mer du Nord";;"96"
"6254";"7557";"FR2500086";"4";"Atlantique";"atlantic";"100"
"6255";"7557";"FR2500086";"17";"Manche et Mer du Nord";;"97"
"6258";"7559";"FR2500090";"4";"Atlantique";"atlantic";"100"
"6260";"7561";"FR2500092";"4";"Atlantique";"atlantic";"100"
"6262";"7563";"FR2500096";"4";"Atlantique";"atlantic";"100"
"6268";"7569";"FR2500108";"4";"Atlantique";"atlantic";"100"
"6269";"7570";"FR2500109";"4";"Atlantique";"atlantic";"100"
"6270";"7571";"FR2500110";"4";"Atlantique";"atlantic";"100"
"6271";"7572";"FR2500113";"4";"Atlantique";"atlantic";"100"
"6272";"7573";"FR2502002";"4";"Atlantique";"atlantic";"100"
"6273";"7574";"FR2502003";"4";"Atlantique";"atlantic";"100"
"6274";"7575";"FR2502004";"4";"Atlantique";"atlantic";"100"
"6275";"7576";"FR2502005";"4";"Atlantique";"atlantic";"100"
"6276";"7577";"FR2502006";"4";"Atlantique";"atlantic";"100"
"6277";"7578";"FR2502007";"4";"Atlantique";"atlantic";"100"
"6278";"7579";"FR2502008";"4";"Atlantique";"atlantic";"100"
"6279";"7580";"FR2502010";"4";"Atlantique";"atlantic";"100"
"6280";"7581";"FR2502011";"4";"Atlantique";"atlantic";"100"
"6281";"7582";"FR2502012";"4";"Atlantique";"atlantic";"100"
"6282";"7583";"FR2502013";"4";"Atlantique";"atlantic";"100"
"6284";"7585";"FR2502016";"4";"Atlantique";"atlantic";"100"
"6285";"7586";"FR2502017";"4";"Atlantique";"atlantic";"100"
"6286";"7587";"FR2502018";"4";"Atlantique";"atlantic";"100"
"6287";"7587";"FR2502018";"17";"Manche et Mer du Nord";;"100"
"6288";"7588";"FR2502021";"4";"Atlantique";"atlantic";"100"
"6289";"7588";"FR2502021";"17";"Manche et Mer du Nord";;"100"
"6293";"7591";"FR2600990";"8";"Continentale";"continental";"100"
"6294";"7592";"FR2600996";"8";"Continentale";"continental";"100"
"6295";"7593";"FR2601004";"8";"Continentale";"continental";"100"
"6297";"7595";"FR4100155";"8";"Continentale";"continental";"100"
"6301";"7599";"FR5312002";"4";"Atlantique";"atlantic";"100"
"6311";"7609";"FR7200703";"4";"Atlantique";"atlantic";"100"
"6312";"7610";"FR7200708";"4";"Atlantique";"atlantic";"100"
"6330";"7622";"FR7200775";"4";"Atlantique";"atlantic";"100"
"6331";"7623";"FR7200776";"4";"Atlantique";"atlantic";"100"
"6332";"7623";"FR7200776";"19";"Golfe de Gascogne et côtes ibé";;"84"
"6335";"7625";"FR7200782";"4";"Atlantique";"atlantic";"100"
"6336";"7626";"FR7200787";"4";"Atlantique";"atlantic";"100"
"6337";"7627";"FR7200788";"4";"Atlantique";"atlantic";"100"
"6341";"7630";"FR7200792";"1";"Alpine";"alpine";"84,9"
"6342";"7630";"FR7200792";"4";"Atlantique";"atlantic";"15,1"
"6343";"7631";"FR7200813";"4";"Atlantique";"atlantic";"100"
"6344";"7631";"FR7200813";"19";"Golfe de Gascogne et côtes ibé";;"100"
"6345";"7632";"FR7300825";"1";"Alpine";"alpine";"100"
"6348";"7635";"FR8201638";"8";"Continentale";"continental";"100"
"6349";"7636";"FR8201643";"8";"Continentale";"continental";"100"
"6352";"7639";"FR8201670";"5";"Méditerranéenne";"mediterranean";"0,5"
"6353";"7639";"FR8201670";"8";"Continentale";"continental";"99,5"
"6354";"7640";"FR8201679";"5";"Méditerranéenne";"mediterranean";"100"
"6356";"7642";"FR8201694";"5";"Méditerranéenne";"mediterranean";"100"
"6357";"7643";"FR8201695";"5";"Méditerranéenne";"mediterranean";"100"
"6358";"7644";"FR8201698";"1";"Alpine";"alpine";"100"
"6361";"7647";"FR8201711";"8";"Continentale";"continental";"100"
"6362";"7648";"FR8201732";"1";"Alpine";"alpine";"100"
"6364";"7650";"FR8201775";"1";"Alpine";"alpine";"100"
"6366";"7652";"FR8301012";"8";"Continentale";"continental";"100"
"6368";"7654";"FR8301058";"8";"Continentale";"continental";"100"
"6369";"7655";"FR8301061";"8";"Continentale";"continental";"100"
"6370";"7656";"FR8301065";"8";"Continentale";"continental";"100"
"6372";"7658";"FR8301068";"8";"Continentale";"continental";"100"
"6375";"7661";"FR8301096";"8";"Continentale";"continental";"100"
"6376";"7662";"FR8302014";"8";"Continentale";"continental";"100"
"6377";"7663";"FR8302015";"8";"Continentale";"continental";"100"
"6378";"7664";"FR8302019";"8";"Continentale";"continental";"100"
"6379";"7665";"FR8302034";"8";"Continentale";"continental";"100"
"6380";"7666";"FR8302038";"8";"Continentale";"continental";"100"
"6381";"7667";"FR9101392";"5";"Méditerranéenne";"mediterranean";"100"
"6383";"7669";"FR9101453";"5";"Méditerranéenne";"mediterranean";"100"
"6385";"7671";"FR9301546";"1";"Alpine";"alpine";"100"
"6390";"7676";"FR9400570";"5";"Méditerranéenne";"mediterranean";"100"
"6391";"7677";"FR9400609";"5";"Méditerranéenne";"mediterranean";"100"
"6392";"7678";"FR9402001";"5";"Méditerranéenne";"mediterranean";"100"
"6393";"7679";"FR9402010";"5";"Méditerranéenne";"mediterranean";"100"
"6394";"7680";"FR9402017";"5";"Méditerranéenne";"mediterranean";"100"
"6395";"7682";"FR1100814";"4";"Atlantique";"atlantic";"100"
"6396";"7683";"FR1110025";"4";"Atlantique";"atlantic";"100"
"6397";"7684";"FR1110102";"4";"Atlantique";"atlantic";"100"
"6398";"7685";"FR1110795";"4";"Atlantique";"atlantic";"100"
"6399";"7686";"FR1112001";"4";"Atlantique";"atlantic";"100"
"6400";"7687";"FR1112002";"4";"Atlantique";"atlantic";"69,09"
"6401";"7687";"FR1112002";"8";"Continentale";"continental";"30,9"
"6402";"7688";"FR1112003";"4";"Atlantique";"atlantic";"100"
"6403";"7689";"FR1112011";"4";"Atlantique";"atlantic";"100"
"6404";"7690";"FR1112012";"4";"Atlantique";"atlantic";"100"
"6405";"7691";"FR1112013";"4";"Atlantique";"atlantic";"100"
"6408";"7694";"FR2100253";"8";"Continentale";"continental";"100"
"6410";"7696";"FR2100257";"8";"Continentale";"continental";"100"
"6411";"7697";"FR2100262";"4";"Atlantique";"atlantic";"100"
"6412";"7698";"FR2100267";"8";"Continentale";"continental";"100"
"6413";"7699";"FR2100268";"4";"Atlantique";"atlantic";"100"
"6414";"7700";"FR2100286";"8";"Continentale";"continental";"100"
"6416";"7702";"FR2100291";"8";"Continentale";"continental";"100"
"6421";"7707";"FR2100311";"8";"Continentale";"continental";"100"
"6424";"7710";"FR2100320";"8";"Continentale";"continental";"100"
"6425";"7711";"FR2100322";"8";"Continentale";"continental";"100"
"6428";"7714";"FR2100331";"8";"Continentale";"continental";"100"
"6430";"7716";"FR2100333";"8";"Continentale";"continental";"100"
"6431";"7717";"FR2100335";"8";"Continentale";"continental";"100"
"6433";"7719";"FR2100340";"8";"Continentale";"continental";"100"
"6440";"7724";"FR2502001";"4";"Atlantique";"atlantic";"100"
"6441";"7725";"FR2502019";"4";"Atlantique";"atlantic";"100"
"6442";"7726";"FR2600956";"8";"Continentale";"continental";"100"
"6443";"7727";"FR2600957";"8";"Continentale";"continental";"100"
"6445";"7729";"FR2600973";"8";"Continentale";"continental";"100"
"6447";"7731";"FR2600975";"8";"Continentale";"continental";"100"
"6449";"7733";"FR2601005";"4";"Atlantique";"atlantic";"26,38"
"6450";"7733";"FR2601005";"8";"Continentale";"continental";"73,62"
"6456";"7737";"FR4100190";"8";"Continentale";"continental";"100"
"6459";"7740";"FR4201798";"8";"Continentale";"continental";"100"
"6461";"7742";"FR4201805";"8";"Continentale";"continental";"100"
"6462";"7743";"FR4202000";"8";"Continentale";"continental";"100"
"6464";"7745";"FR4301283";"8";"Continentale";"continental";"100"
"6466";"7747";"FR4301309";"8";"Continentale";"continental";"100"
"6469";"7750";"FR4301342";"8";"Continentale";"continental";"100"
"6473";"7754";"FR5310011";"4";"Atlantique";"atlantic";"100"
"6474";"7755";"FR5310050";"4";"Atlantique";"atlantic";"100"
"6476";"7757";"FR5310055";"4";"Atlantique";"atlantic";"100"
"6478";"7759";"FR5310057";"4";"Atlantique";"atlantic";"100"
"6479";"7760";"FR5310070";"4";"Atlantique";"atlantic";"100"
"6481";"7762";"FR5310072";"4";"Atlantique";"atlantic";"100"
"6482";"7763";"FR5310073";"4";"Atlantique";"atlantic";"100"
"6483";"7764";"FR5310074";"4";"Atlantique";"atlantic";"100"
"6484";"7765";"FR5310086";"4";"Atlantique";"atlantic";"100"
"6485";"7766";"FR5310092";"4";"Atlantique";"atlantic";"100"
"6488";"7769";"FR5310095";"4";"Atlantique";"atlantic";"100"
"6489";"7770";"FR5312003";"4";"Atlantique";"atlantic";"100"
"6490";"7771";"FR5312004";"4";"Atlantique";"atlantic";"100"
"6491";"7772";"FR5312005";"4";"Atlantique";"atlantic";"100"
"6492";"7773";"FR5312009";"4";"Atlantique";"atlantic";"100"
"6493";"7774";"FR5312010";"4";"Atlantique";"atlantic";"100"
"6494";"7775";"FR5312011";"4";"Atlantique";"atlantic";"100"
"6501";"7782";"FR7401129";"8";"Continentale";"continental";"100"
"6502";"7783";"FR7401145";"8";"Continentale";"continental";"100"
"6503";"7784";"FR7401147";"8";"Continentale";"continental";"100"
"6506";"7787";"FR8201720";"1";"Alpine";"alpine";"66,31"
"6507";"7787";"FR8201720";"8";"Continentale";"continental";"33,68"
"6509";"7789";"FR8301088";"8";"Continentale";"continental";"100"
"6513";"7793";"FR9101357";"8";"Continentale";"continental";"100"
"6516";"7796";"FR9101458";"5";"Méditerranéenne";"mediterranean";"100"
"6517";"7797";"FR9102005";"5";"Méditerranéenne";"mediterranean";"100"
"6518";"7798";"FR9102008";"5";"Méditerranéenne";"mediterranean";"3,66"
"6519";"7798";"FR9102008";"8";"Continentale";"continental";"96,34"
"6524";"7803";"FR9400588";"5";"Méditerranéenne";"mediterranean";"100"
"6526";"7805";"FR1102009";"4";"Atlantique";"atlantic";"100"
"6527";"7806";"FR2200399";"4";"Atlantique";"atlantic";"100"
"6528";"7807";"FR2302010";"4";"Atlantique";"atlantic";"100"
"6529";"7808";"FR2400564";"4";"Atlantique";"atlantic";"100"
"6530";"7809";"FR2600966";"8";"Continentale";"continental";"100"
"6531";"7810";"FR2600971";"8";"Continentale";"continental";"100"
"6533";"7812";"FR2601017";"8";"Continentale";"continental";"100"
"6534";"7813";"FR4100172";"8";"Continentale";"continental";"100"
"6535";"7814";"FR4301280";"8";"Continentale";"continental";"100"
"6536";"7815";"FR4301288";"8";"Continentale";"continental";"100"
"6537";"7816";"FR4301289";"8";"Continentale";"continental";"100"
"6538";"7817";"FR4301294";"8";"Continentale";"continental";"100"
"6540";"7819";"FR4301338";"8";"Continentale";"continental";"100"
"6541";"7820";"FR4301345";"8";"Continentale";"continental";"100"
"6549";"7827";"FR7200669";"4";"Atlantique";"atlantic";"100"
"6551";"7829";"FR7200673";"4";"Atlantique";"atlantic";"100"
"6553";"7831";"FR7200727";"4";"Atlantique";"atlantic";"100"
"6554";"7832";"FR7200736";"4";"Atlantique";"atlantic";"100"
"6555";"7833";"FR7200766";"4";"Atlantique";"atlantic";"100"
"6556";"7834";"FR7200795";"4";"Atlantique";"atlantic";"100"
"6559";"7836";"FR7300868";"8";"Continentale";"continental";"100"
"6560";"7837";"FR7300926";"1";"Alpine";"alpine";"100"
"6561";"7838";"FR7310088";"1";"Alpine";"alpine";"100"
"6562";"7839";"FR7312001";"1";"Alpine";"alpine";"100"
"6563";"7840";"FR7312002";"1";"Alpine";"alpine";"100"
"6564";"7841";"FR7312003";"1";"Alpine";"alpine";"100"
"6565";"7842";"FR7312004";"4";"Atlantique";"atlantic";"100"
"6566";"7843";"FR7312005";"1";"Alpine";"alpine";"100"
"6567";"7844";"FR7312006";"5";"Méditerranéenne";"mediterranean";"100"
"6568";"7845";"FR7312007";"5";"Méditerranéenne";"mediterranean";"100"
"6569";"7846";"FR7312008";"1";"Alpine";"alpine";"95"
"6570";"7846";"FR7312008";"5";"Méditerranéenne";"mediterranean";"5"
"6571";"7847";"FR7312009";"1";"Alpine";"alpine";"100"
"6572";"7848";"FR7312010";"4";"Atlantique";"atlantic";"100"
"6573";"7849";"FR7312011";"4";"Atlantique";"atlantic";"100"
"6574";"7850";"FR7312012";"1";"Alpine";"alpine";"100"
"6575";"7851";"FR7312013";"8";"Continentale";"continental";"100"
"6576";"7852";"FR7312014";"4";"Atlantique";"atlantic";"100"
"6586";"7862";"FR8201681";"1";"Alpine";"alpine";"55,14"
"6587";"7862";"FR8201681";"5";"Méditerranéenne";"mediterranean";"44,86"
"6588";"7863";"FR8201686";"5";"Méditerranéenne";"mediterranean";"100"
"6589";"7864";"FR8201701";"1";"Alpine";"alpine";"100"
"6590";"7865";"FR8201704";"1";"Alpine";"alpine";"100"
"6591";"7866";"FR8201705";"1";"Alpine";"alpine";"100"
"6592";"7867";"FR8201708";"1";"Alpine";"alpine";"100"
"6593";"7868";"FR8201733";"1";"Alpine";"alpine";"100"
"6595";"7870";"FR8201744";"1";"Alpine";"alpine";"100"
"6596";"7871";"FR8201747";"1";"Alpine";"alpine";"100"
"6597";"7872";"FR8201751";"1";"Alpine";"alpine";"100"
"6600";"7875";"FR8201777";"1";"Alpine";"alpine";"100"
"6601";"7876";"FR8201778";"1";"Alpine";"alpine";"100"
"6602";"7877";"FR8201779";"1";"Alpine";"alpine";"100"
"6604";"7879";"FR8301086";"8";"Continentale";"continental";"100"
"6605";"7880";"FR8302021";"8";"Continentale";"continental";"100"
"6609";"7884";"FR9110033";"5";"Méditerranéenne";"mediterranean";"67,24"
"6610";"7884";"FR9110033";"8";"Continentale";"continental";"32,76"
"6611";"7885";"FR9110034";"5";"Méditerranéenne";"mediterranean";"100"
"6612";"7886";"FR9110042";"5";"Méditerranéenne";"mediterranean";"100"
"6613";"7887";"FR9110080";"5";"Méditerranéenne";"mediterranean";"100"
"6614";"7888";"FR9110081";"5";"Méditerranéenne";"mediterranean";"100"
"6615";"7889";"FR9110108";"5";"Méditerranéenne";"mediterranean";"100"
"6616";"7890";"FR9110111";"5";"Méditerranéenne";"mediterranean";"100"
"6617";"7891";"FR9112001";"5";"Méditerranéenne";"mediterranean";"100"
"6618";"7892";"FR9112002";"5";"Méditerranéenne";"mediterranean";"100"
"6619";"7893";"FR9112003";"5";"Méditerranéenne";"mediterranean";"100"
"6620";"7894";"FR9112004";"5";"Méditerranéenne";"mediterranean";"100"
"6621";"7895";"FR9112005";"5";"Méditerranéenne";"mediterranean";"100"
"6622";"7896";"FR9112006";"5";"Méditerranéenne";"mediterranean";"100"
"6623";"7897";"FR9112007";"5";"Méditerranéenne";"mediterranean";"100"
"6624";"7898";"FR9112008";"5";"Méditerranéenne";"mediterranean";"100"
"6625";"7899";"FR9112009";"1";"Alpine";"alpine";"50,17"
"6626";"7899";"FR9112009";"5";"Méditerranéenne";"mediterranean";"49,83"
"6627";"7900";"FR9112010";"4";"Atlantique";"atlantic";"35,23"
"6628";"7900";"FR9112010";"5";"Méditerranéenne";"mediterranean";"64,77"
"6629";"7901";"FR9112011";"5";"Méditerranéenne";"mediterranean";"100"
"6630";"7902";"FR9112012";"5";"Méditerranéenne";"mediterranean";"100"
"6631";"7903";"FR9112013";"5";"Méditerranéenne";"mediterranean";"100"
"6632";"7904";"FR9112014";"5";"Méditerranéenne";"mediterranean";"100"
"6633";"7905";"FR9112015";"5";"Méditerranéenne";"mediterranean";"100"
"6634";"7906";"FR9112016";"5";"Méditerranéenne";"mediterranean";"100"
"6635";"7907";"FR9112017";"5";"Méditerranéenne";"mediterranean";"100"
"6636";"7908";"FR9112018";"5";"Méditerranéenne";"mediterranean";"100"
"6637";"7909";"FR9112019";"5";"Méditerranéenne";"mediterranean";"14,34"
"6638";"7909";"FR9112019";"8";"Continentale";"continental";"85,66"
"6639";"7910";"FR9112021";"5";"Méditerranéenne";"mediterranean";"100"
"6640";"7911";"FR9112022";"5";"Méditerranéenne";"mediterranean";"100"
"6641";"7912";"FR9112023";"5";"Méditerranéenne";"mediterranean";"100"
"6642";"7913";"FR9112024";"1";"Alpine";"alpine";"100"
"6643";"7914";"FR9112027";"5";"Méditerranéenne";"mediterranean";"100"
"6644";"7915";"FR9112028";"5";"Méditerranéenne";"mediterranean";"100"
"6645";"7916";"FR9112029";"1";"Alpine";"alpine";"100"
"6646";"7917";"FR9112030";"5";"Méditerranéenne";"mediterranean";"100"
"6647";"7918";"FR9112031";"5";"Méditerranéenne";"mediterranean";"100"
"6648";"7919";"FR9112032";"5";"Méditerranéenne";"mediterranean";"100"
"6649";"7920";"FR9112033";"5";"Méditerranéenne";"mediterranean";"100"
"6650";"7921";"FR9112037";"5";"Méditerranéenne";"mediterranean";"100"
"6651";"7922";"FR1100810";"4";"Atlantique";"atlantic";"100"
"6652";"7923";"FR2100247";"8";"Continentale";"continental";"100"
"6653";"7924";"FR2100290";"8";"Continentale";"continental";"100"
"6655";"7926";"FR2100318";"8";"Continentale";"continental";"100"
"6656";"7927";"FR2100326";"8";"Continentale";"continental";"100"
"6657";"7928";"FR2100332";"8";"Continentale";"continental";"100"
"6658";"7929";"FR2100339";"8";"Continentale";"continental";"100"
"6659";"7930";"FR2100620";"8";"Continentale";"continental";"100"
"6661";"7932";"FR2300128";"4";"Atlantique";"atlantic";"100"
"6662";"7933";"FR2600965";"4";"Atlantique";"atlantic";"58"
"6663";"7933";"FR2600965";"8";"Continentale";"continental";"42"
"6666";"7936";"FR2601011";"4";"Atlantique";"atlantic";"99"
"6667";"7936";"FR2601011";"8";"Continentale";"continental";"1"
"6668";"7937";"FR2601015";"8";"Continentale";"continental";"100"
"6669";"7938";"FR4100199";"8";"Continentale";"continental";"100"
"6670";"7939";"FR4100203";"8";"Continentale";"continental";"100"
"6671";"7940";"FR4100204";"8";"Continentale";"continental";"100"
"6672";"7941";"FR4201796";"8";"Continentale";"continental";"100"
"6673";"7942";"FR4212813";"8";"Continentale";"continental";"100"
"6676";"7945";"FR4301317";"8";"Continentale";"continental";"100"
"6677";"7946";"FR4301322";"8";"Continentale";"continental";"100"
"6678";"7947";"FR4301334";"8";"Continentale";"continental";"100"
"6679";"7948";"FR4301351";"8";"Continentale";"continental";"100"
"6688";"7957";"FR7200685";"4";"Atlantique";"atlantic";"100"
"6690";"7959";"FR7200737";"4";"Atlantique";"atlantic";"100"
"6691";"7960";"FR7200739";"4";"Atlantique";"atlantic";"100"
"6692";"7961";"FR7200770";"4";"Atlantique";"atlantic";"100"
"6697";"7965";"FR8201675";"5";"Méditerranéenne";"mediterranean";"12,23"
"6698";"7965";"FR8201675";"8";"Continentale";"continental";"87,77"
"6699";"7966";"FR8201753";"1";"Alpine";"alpine";"100"
"6700";"7967";"FR8201764";"8";"Continentale";"continental";"100"
"6701";"7968";"FR8301076";"8";"Continentale";"continental";"100"
"6702";"7969";"FR8301084";"8";"Continentale";"continental";"100"
"6703";"7970";"FR9101352";"8";"Continentale";"continental";"100"
"6704";"7971";"FR9101355";"8";"Continentale";"continental";"100"
"6705";"7972";"FR9101369";"5";"Méditerranéenne";"mediterranean";"100"
"6851";"8110";"FR2100249";"8";"Continentale";"continental";"100"
"6852";"8111";"FR2100256";"8";"Continentale";"continental";"100"
"6854";"8113";"FR2100283";"4";"Atlantique";"atlantic";"75,76"
"6855";"8113";"FR2100283";"8";"Continentale";"continental";"24,24"
"6856";"8114";"FR2100292";"8";"Continentale";"continental";"100"
"6857";"8115";"FR2100293";"8";"Continentale";"continental";"100"
"6858";"8116";"FR2100295";"8";"Continentale";"continental";"100"
"6859";"8117";"FR2100296";"8";"Continentale";"continental";"100"
"6861";"8119";"FR2100300";"8";"Continentale";"continental";"100"
"6862";"8120";"FR2100305";"8";"Continentale";"continental";"100"
"6864";"8122";"FR2100309";"8";"Continentale";"continental";"100"
"6865";"8123";"FR2100312";"8";"Continentale";"continental";"100"
"6866";"8124";"FR2100314";"4";"Atlantique";"atlantic";"100"
"6867";"8125";"FR2100315";"8";"Continentale";"continental";"100"
"6868";"8126";"FR2100317";"8";"Continentale";"continental";"100"
"6869";"8127";"FR2100319";"8";"Continentale";"continental";"100"
"6870";"8128";"FR2100329";"8";"Continentale";"continental";"100"
"6871";"8129";"FR2100330";"8";"Continentale";"continental";"100"
"6872";"8130";"FR2100334";"8";"Continentale";"continental";"100"
"6873";"8131";"FR2100343";"8";"Continentale";"continental";"100"
"6874";"8132";"FR2100345";"8";"Continentale";"continental";"100"
"6875";"8133";"FR2102002";"8";"Continentale";"continental";"100"
"6876";"8134";"FR2300121";"4";"Atlantique";"atlantic";"100"
"6877";"8135";"FR2300122";"4";"Atlantique";"atlantic";"100"
"6878";"8136";"FR2300123";"4";"Atlantique";"atlantic";"100"
"6879";"8137";"FR2300126";"4";"Atlantique";"atlantic";"100"
"6880";"8138";"FR2300131";"4";"Atlantique";"atlantic";"100"
"6881";"8139";"FR2300139";"4";"Atlantique";"atlantic";"100"
"6882";"8140";"FR2300145";"4";"Atlantique";"atlantic";"100"
"6883";"8141";"FR2300150";"4";"Atlantique";"atlantic";"100"
"6884";"8142";"FR2302004";"4";"Atlantique";"atlantic";"100"
"6885";"8143";"FR2400537";"4";"Atlantique";"atlantic";"100"
"6886";"8144";"FR2500076";"4";"Atlantique";"atlantic";"100"
"6887";"8145";"FR2500077";"4";"Atlantique";"atlantic";"100"
"6888";"8145";"FR2500077";"17";"Manche et Mer du Nord";;"97"
"6889";"8146";"FR2500080";"4";"Atlantique";"atlantic";"100"
"6890";"8146";"FR2500080";"17";"Manche et Mer du Nord";;"76"
"6891";"8147";"FR2500081";"4";"Atlantique";"atlantic";"100"
"6892";"8148";"FR2500082";"4";"Atlantique";"atlantic";"100"
"6893";"8149";"FR2500088";"4";"Atlantique";"atlantic";"100"
"6894";"8149";"FR2500088";"17";"Manche et Mer du Nord";;"14"
"6895";"8150";"FR2500091";"4";"Atlantique";"atlantic";"100"
"6896";"8151";"FR2500099";"4";"Atlantique";"atlantic";"100"
"6897";"8152";"FR2500100";"4";"Atlantique";"atlantic";"100"
"6898";"8153";"FR2500103";"4";"Atlantique";"atlantic";"100"
"6899";"8154";"FR2500106";"4";"Atlantique";"atlantic";"100"
"6900";"8155";"FR2500107";"4";"Atlantique";"atlantic";"100"
"6901";"8156";"FR2500117";"4";"Atlantique";"atlantic";"100"
"6902";"8157";"FR2500118";"4";"Atlantique";"atlantic";"100"
"6903";"8158";"FR2502014";"4";"Atlantique";"atlantic";"100"
"6904";"8159";"FR2502015";"4";"Atlantique";"atlantic";"100"
"6905";"8160";"FR2600974";"8";"Continentale";"continental";"100"
"6906";"8161";"FR2600987";"8";"Continentale";"continental";"100"
"6907";"8162";"FR2600998";"8";"Continentale";"continental";"100"
"6908";"8163";"FR2601012";"4";"Atlantique";"atlantic";"1,73"
