"PK_BIOGEO";"FPK_NATURA";"SITECODE";"CODE_BIOGEO";"NAME_FR";"NAME_UE";"COVER"
"6909";"8163";"FR2601012";"8";"Continentale";"continental";"98,27"
"6910";"8164";"FR2601016";"8";"Continentale";"continental";"100"
"6911";"8165";"FR2610004";"4";"Atlantique";"atlantic";"58"
"6912";"8165";"FR2610004";"8";"Continentale";"continental";"42"
"6913";"8166";"FR3102006";"4";"Atlantique";"atlantic";"100"
"6914";"8167";"FR4100161";"8";"Continentale";"continental";"100"
"6915";"8168";"FR4100166";"8";"Continentale";"continental";"100"
"6918";"8171";"FR4100171";"8";"Continentale";"continental";"100"
"6921";"8174";"FR4100219";"8";"Continentale";"continental";"100"
"6926";"8179";"FR4201797";"8";"Continentale";"continental";"100"
"6927";"8180";"FR4201799";"8";"Continentale";"continental";"100"
"6928";"8181";"FR4201801";"8";"Continentale";"continental";"100"
"6929";"8182";"FR4201802";"8";"Continentale";"continental";"100"
"6930";"8183";"FR4201803";"8";"Continentale";"continental";"100"
"6931";"8184";"FR4201807";"8";"Continentale";"continental";"100"
"6933";"8186";"FR4202004";"8";"Continentale";"continental";"100"
"6934";"8187";"FR4301306";"8";"Continentale";"continental";"100"
"6935";"8188";"FR5200621";"4";"Atlantique";"atlantic";"100"
"6936";"8189";"FR5200622";"4";"Atlantique";"atlantic";"100"
"6937";"8190";"FR5200623";"4";"Atlantique";"atlantic";"100"
"6939";"8192";"FR5200625";"4";"Atlantique";"atlantic";"100"
"6940";"8193";"FR5200626";"4";"Atlantique";"atlantic";"100"
"6942";"8195";"FR5200628";"4";"Atlantique";"atlantic";"100"
"6943";"8196";"FR5200629";"4";"Atlantique";"atlantic";"100"
"6944";"8197";"FR5200630";"4";"Atlantique";"atlantic";"100"
"6945";"8198";"FR5200639";"4";"Atlantique";"atlantic";"100"
"6946";"8199";"FR5200640";"4";"Atlantique";"atlantic";"100"
"6947";"8200";"FR5200645";"4";"Atlantique";"atlantic";"100"
"6950";"8203";"FR5200648";"4";"Atlantique";"atlantic";"100"
"6951";"8204";"FR5200649";"4";"Atlantique";"atlantic";"100"
"6953";"8206";"FR5200653";"4";"Atlantique";"atlantic";"100"
"6955";"8208";"FR5200656";"4";"Atlantique";"atlantic";"100"
"6956";"8209";"FR5200657";"4";"Atlantique";"atlantic";"100"
"6959";"8212";"FR5202003";"4";"Atlantique";"atlantic";"100"
"6960";"8213";"FR5202004";"4";"Atlantique";"atlantic";"100"
"6961";"8214";"FR5202005";"4";"Atlantique";"atlantic";"100"
"6962";"8215";"FR5202006";"4";"Atlantique";"atlantic";"100"
"6963";"8216";"FR5202007";"4";"Atlantique";"atlantic";"100"
"6964";"8217";"FR5202009";"4";"Atlantique";"atlantic";"100"
"6965";"8218";"FR5300002";"4";"Atlantique";"atlantic";"100"
"6983";"8235";"FR5300030";"4";"Atlantique";"atlantic";"100"
"6984";"8236";"FR5300032";"4";"Atlantique";"atlantic";"100"
"6988";"8240";"FR5300046";"4";"Atlantique";"atlantic";"100"
"6997";"8247";"FR5302016";"4";"Atlantique";"atlantic";"100"
"6998";"8247";"FR5302016";"18";"Mers Celtiques";;"19,19"
"6999";"8247";"FR5302016";"19";"Golfe de Gascogne et côtes ibé";;"80,81"
"7002";"8249";"FR5412012";"4";"Atlantique";"atlantic";"100"
"7016";"8257";"FR7300841";"1";"Alpine";"alpine";"14,65"
"7017";"8257";"FR7300841";"4";"Atlantique";"atlantic";"9,97"
"7018";"8257";"FR7300841";"5";"Méditerranéenne";"mediterranean";"75,36"
"7019";"8258";"FR7300847";"4";"Atlantique";"atlantic";"24,43"
"7020";"8258";"FR7300847";"5";"Méditerranéenne";"mediterranean";"75,57"
"7021";"8259";"FR7300854";"5";"Méditerranéenne";"mediterranean";"100"
"7022";"8260";"FR7300860";"5";"Méditerranéenne";"mediterranean";"100"
"7024";"8262";"FR7300889";"4";"Atlantique";"atlantic";"100"
"7026";"8264";"FR7300909";"4";"Atlantique";"atlantic";"100"
"7027";"8265";"FR7300910";"4";"Atlantique";"atlantic";"100"
"7028";"8266";"FR7300912";"4";"Atlantique";"atlantic";"100"
"7029";"8267";"FR7300913";"4";"Atlantique";"atlantic";"100"
"7030";"8268";"FR7300917";"4";"Atlantique";"atlantic";"100"
"7031";"8269";"FR7300920";"1";"Alpine";"alpine";"58,5"
"7032";"8269";"FR7300920";"4";"Atlantique";"atlantic";"41,5"
"7033";"8270";"FR7300944";"4";"Atlantique";"atlantic";"61,87"
"7034";"8270";"FR7300944";"8";"Continentale";"continental";"38,13"
"7035";"8271";"FR7301631";"4";"Atlantique";"atlantic";"63,3"
"7036";"8271";"FR7301631";"8";"Continentale";"continental";"36,7"
"7037";"8272";"FR7301822";"1";"Alpine";"alpine";"3,77"
"7038";"8272";"FR7301822";"4";"Atlantique";"atlantic";"92,86"
"7039";"8272";"FR7301822";"5";"Méditerranéenne";"mediterranean";"3,37"
"7040";"8273";"FR7302001";"8";"Continentale";"continental";"100"
"7041";"8274";"FR7302002";"4";"Atlantique";"atlantic";"100"
"7042";"8275";"FR7401131";"8";"Continentale";"continental";"100"
"7043";"8276";"FR8201632";"8";"Continentale";"continental";"100"
"7044";"8277";"FR8201635";"8";"Continentale";"continental";"100"
"7046";"8279";"FR8201641";"8";"Continentale";"continental";"100"
"7047";"8280";"FR8201653";"8";"Continentale";"continental";"100"
"7048";"8281";"FR8201654";"5";"Méditerranéenne";"mediterranean";"100"
"7049";"8282";"FR8201656";"5";"Méditerranéenne";"mediterranean";"100"
"7050";"8283";"FR8201657";"5";"Méditerranéenne";"mediterranean";"100"
"7051";"8284";"FR8201660";"5";"Méditerranéenne";"mediterranean";"33,3"
"7052";"8284";"FR8201660";"8";"Continentale";"continental";"66,7"
"7053";"8285";"FR8201661";"5";"Méditerranéenne";"mediterranean";"100"
"7054";"8286";"FR8201668";"5";"Méditerranéenne";"mediterranean";"100"
"7055";"8287";"FR8201669";"5";"Méditerranéenne";"mediterranean";"100"
"7056";"8288";"FR8201676";"5";"Méditerranéenne";"mediterranean";"100"
"7057";"8289";"FR8201677";"5";"Méditerranéenne";"mediterranean";"100"
"7058";"8290";"FR8201685";"5";"Méditerranéenne";"mediterranean";"100"
"7059";"8291";"FR8201689";"5";"Méditerranéenne";"mediterranean";"100"
"7060";"8292";"FR8201718";"8";"Continentale";"continental";"100"
"7061";"8293";"FR8201727";"8";"Continentale";"continental";"100"
"7062";"8294";"FR8201756";"8";"Continentale";"continental";"100"
"7063";"8295";"FR8201758";"8";"Continentale";"continental";"100"
"7064";"8296";"FR8201763";"8";"Continentale";"continental";"100"
"7065";"8297";"FR8201765";"8";"Continentale";"continental";"100"
"7066";"8298";"FR8201771";"8";"Continentale";"continental";"100"
"7067";"8299";"FR8201783";"1";"Alpine";"alpine";"100"
"7068";"8300";"FR8201785";"8";"Continentale";"continental";"100"
"7069";"8301";"FR8202003";"1";"Alpine";"alpine";"100"
"7070";"8302";"FR8202007";"8";"Continentale";"continental";"47,6"
"7071";"8302";"FR8202007";"5";"Méditerranéenne";"mediterranean";"52,4"
"7072";"8303";"FR8202010";"8";"Continentale";"continental";"100"
"7073";"8304";"FR8212009";"1";"Alpine";"alpine";"100"
"7074";"8305";"FR8301015";"8";"Continentale";"continental";"100"
"7075";"8306";"FR8301016";"8";"Continentale";"continental";"100"
"7076";"8307";"FR8301021";"8";"Continentale";"continental";"100"
"7077";"8308";"FR8301030";"8";"Continentale";"continental";"100"
"7078";"8309";"FR8301032";"8";"Continentale";"continental";"100"
"7079";"8310";"FR8301042";"8";"Continentale";"continental";"100"
"7080";"8311";"FR8301055";"8";"Continentale";"continental";"100"
"7081";"8312";"FR8301057";"8";"Continentale";"continental";"100"
"7082";"8313";"FR8301073";"8";"Continentale";"continental";"100"
"7083";"8314";"FR8301074";"8";"Continentale";"continental";"100"
"7084";"8315";"FR8301075";"8";"Continentale";"continental";"100"
"7085";"8316";"FR8301077";"8";"Continentale";"continental";"100"
"7086";"8317";"FR8301082";"8";"Continentale";"continental";"100"
"7087";"8318";"FR8301091";"8";"Continentale";"continental";"100"
"7088";"8319";"FR8302009";"8";"Continentale";"continental";"100"
"7089";"8320";"FR8302010";"8";"Continentale";"continental";"100"
"7090";"8321";"FR8302012";"8";"Continentale";"continental";"100"
"7091";"8322";"FR8302022";"8";"Continentale";"continental";"100"
"7092";"8323";"FR8302036";"8";"Continentale";"continental";"100"
"7093";"8324";"FR9101387";"5";"Méditerranéenne";"mediterranean";"100"
"7094";"8325";"FR9101388";"5";"Méditerranéenne";"mediterranean";"100"
"7095";"8326";"FR9101393";"5";"Méditerranéenne";"mediterranean";"100"
"7096";"8327";"FR9101395";"5";"Méditerranéenne";"mediterranean";"100"
"7097";"8328";"FR9101398";"5";"Méditerranéenne";"mediterranean";"100"
"7098";"8329";"FR9101406";"5";"Méditerranéenne";"mediterranean";"100"
"7099";"8330";"FR9101408";"5";"Méditerranéenne";"mediterranean";"100"
"7100";"8331";"FR9101410";"5";"Méditerranéenne";"mediterranean";"100"
"7101";"8332";"FR9101412";"5";"Méditerranéenne";"mediterranean";"100"
"7102";"8333";"FR9101435";"5";"Méditerranéenne";"mediterranean";"100"
"7103";"8334";"FR9101436";"5";"Méditerranéenne";"mediterranean";"100"
"7104";"8335";"FR9101439";"5";"Méditerranéenne";"mediterranean";"100"
"7105";"8336";"FR9101440";"5";"Méditerranéenne";"mediterranean";"100"
"7106";"8337";"FR9101441";"5";"Méditerranéenne";"mediterranean";"100"
"7107";"8338";"FR9101442";"5";"Méditerranéenne";"mediterranean";"100"
"7108";"8339";"FR9101444";"5";"Méditerranéenne";"mediterranean";"100"
"7109";"8340";"FR9101446";"4";"Atlantique";"atlantic";"5,76"
"7110";"8340";"FR9101446";"5";"Méditerranéenne";"mediterranean";"49,8"
"7111";"8340";"FR9101446";"8";"Continentale";"continental";"44,44"
"7112";"8341";"FR9101452";"5";"Méditerranéenne";"mediterranean";"100"
"7113";"8342";"FR9102016";"5";"Méditerranéenne";"mediterranean";"100"
"7114";"8343";"FR9301499";"1";"Alpine";"alpine";"100"
"7115";"8344";"FR9301502";"1";"Alpine";"alpine";"100"
"7117";"8346";"FR9301509";"1";"Alpine";"alpine";"100"
"7118";"8347";"FR9301514";"5";"Méditerranéenne";"mediterranean";"100"
"7119";"8348";"FR9301518";"5";"Méditerranéenne";"mediterranean";"100"
"7120";"8349";"FR9301519";"1";"Alpine";"alpine";"3,45"
"7121";"8349";"FR9301519";"5";"Méditerranéenne";"mediterranean";"96,55"
"7122";"8350";"FR9301523";"1";"Alpine";"alpine";"100"
"7123";"8351";"FR9301525";"1";"Alpine";"alpine";"100"
"7124";"8352";"FR9301526";"1";"Alpine";"alpine";"100"
"7125";"8353";"FR9301530";"1";"Alpine";"alpine";"92,37"
"7126";"8353";"FR9301530";"5";"Méditerranéenne";"mediterranean";"7,63"
"7127";"8354";"FR9301533";"1";"Alpine";"alpine";"0,7"
"7128";"8354";"FR9301533";"5";"Méditerranéenne";"mediterranean";"99,3"
"7129";"8355";"FR9301535";"1";"Alpine";"alpine";"33"
"7130";"8355";"FR9301535";"5";"Méditerranéenne";"mediterranean";"67"
"7131";"8356";"FR9301537";"5";"Méditerranéenne";"mediterranean";"100"
"7132";"8357";"FR9301540";"5";"Méditerranéenne";"mediterranean";"100"
"7133";"8358";"FR9301542";"5";"Méditerranéenne";"mediterranean";"100"
"7134";"8359";"FR9301545";"5";"Méditerranéenne";"mediterranean";"100"
"7135";"8360";"FR9301549";"1";"Alpine";"alpine";"75"
"7136";"8360";"FR9301549";"5";"Méditerranéenne";"mediterranean";"25"
"7137";"8361";"FR9301554";"1";"Alpine";"alpine";"7,85"
"7138";"8361";"FR9301554";"5";"Méditerranéenne";"mediterranean";"92,15"
"7139";"8362";"FR9301556";"1";"Alpine";"alpine";"7,95"
"7140";"8362";"FR9301556";"5";"Méditerranéenne";"mediterranean";"92,05"
"7141";"8363";"FR9301559";"1";"Alpine";"alpine";"93"
"7142";"8363";"FR9301559";"5";"Méditerranéenne";"mediterranean";"7"
"7143";"8364";"FR9301567";"5";"Méditerranéenne";"mediterranean";"100"
"7144";"8365";"FR9301568";"5";"Méditerranéenne";"mediterranean";"100"
"7145";"8366";"FR9301569";"5";"Méditerranéenne";"mediterranean";"100"
"7146";"8367";"FR9301570";"5";"Méditerranéenne";"mediterranean";"100"
"7147";"8368";"FR9301571";"5";"Méditerranéenne";"mediterranean";"100"
"7148";"8369";"FR9301572";"5";"Méditerranéenne";"mediterranean";"100"
"7149";"8370";"FR9301573";"5";"Méditerranéenne";"mediterranean";"100"
"7150";"8371";"FR9301574";"5";"Méditerranéenne";"mediterranean";"100"
"7151";"8372";"FR9301576";"5";"Méditerranéenne";"mediterranean";"100"
"7152";"8373";"FR9301577";"5";"Méditerranéenne";"mediterranean";"100"
"7153";"8374";"FR9301578";"5";"Méditerranéenne";"mediterranean";"100"
"7154";"8375";"FR9301580";"5";"Méditerranéenne";"mediterranean";"100"
"7155";"8376";"FR9301582";"5";"Méditerranéenne";"mediterranean";"100"
"7156";"8377";"FR9301583";"5";"Méditerranéenne";"mediterranean";"100"
"7157";"8378";"FR9301585";"5";"Méditerranéenne";"mediterranean";"100"
"7158";"8379";"FR9301587";"5";"Méditerranéenne";"mediterranean";"100"
"7159";"8380";"FR9301589";"5";"Méditerranéenne";"mediterranean";"100"
"7160";"8381";"FR9301590";"5";"Méditerranéenne";"mediterranean";"100"
"7161";"8382";"FR9301592";"5";"Méditerranéenne";"mediterranean";"100"
"7162";"8383";"FR9301594";"5";"Méditerranéenne";"mediterranean";"100"
"7163";"8384";"FR9301595";"5";"Méditerranéenne";"mediterranean";"100"
"7164";"8385";"FR9301596";"5";"Méditerranéenne";"mediterranean";"100"
"7165";"8386";"FR9301597";"5";"Méditerranéenne";"mediterranean";"100"
"7166";"8387";"FR9301601";"5";"Méditerranéenne";"mediterranean";"100"
"7167";"8388";"FR9301602";"5";"Méditerranéenne";"mediterranean";"100"
"7168";"8389";"FR9301603";"5";"Méditerranéenne";"mediterranean";"100"
"7169";"8390";"FR9301605";"5";"Méditerranéenne";"mediterranean";"100"
"7170";"8391";"FR9301606";"5";"Méditerranéenne";"mediterranean";"100"
"7171";"8392";"FR9301608";"5";"Méditerranéenne";"mediterranean";"100"
"7172";"8393";"FR9301609";"5";"Méditerranéenne";"mediterranean";"100"
"7173";"8394";"FR9301610";"5";"Méditerranéenne";"mediterranean";"100"
"7174";"8395";"FR9301613";"5";"Méditerranéenne";"mediterranean";"100"
"7175";"8396";"FR9301615";"5";"Méditerranéenne";"mediterranean";"100"
"7176";"8397";"FR9301616";"5";"Méditerranéenne";"mediterranean";"100"
"7177";"8398";"FR9301618";"5";"Méditerranéenne";"mediterranean";"100"
"7178";"8399";"FR9301620";"5";"Méditerranéenne";"mediterranean";"100"
"7179";"8400";"FR9301621";"5";"Méditerranéenne";"mediterranean";"100"
"7180";"8401";"FR9301622";"5";"Méditerranéenne";"mediterranean";"100"
"7181";"8402";"FR9301624";"5";"Méditerranéenne";"mediterranean";"100"
"7182";"8403";"FR9301625";"5";"Méditerranéenne";"mediterranean";"100"
"7183";"8404";"FR9301626";"5";"Méditerranéenne";"mediterranean";"100"
"7184";"8405";"FR9301627";"5";"Méditerranéenne";"mediterranean";"100"
"7185";"8406";"FR9301628";"5";"Méditerranéenne";"mediterranean";"100"
"7186";"8407";"FR9302002";"1";"Alpine";"alpine";"80"
"7187";"8407";"FR9302002";"5";"Méditerranéenne";"mediterranean";"20"
"7188";"8408";"FR9302003";"5";"Méditerranéenne";"mediterranean";"100"
"7189";"8409";"FR9302007";"5";"Méditerranéenne";"mediterranean";"100"
"7190";"8410";"FR9302008";"5";"Méditerranéenne";"mediterranean";"100"
"7191";"8411";"FR9400598";"5";"Méditerranéenne";"mediterranean";"100"
"7193";"8412";"FR1100798";"4";"Atlantique";"atlantic";"79"
"7194";"8412";"FR1100798";"8";"Continentale";"continental";"21"
"7195";"8413";"FR1100800";"4";"Atlantique";"atlantic";"100"
"7196";"8414";"FR1100802";"4";"Atlantique";"atlantic";"100"
"7197";"8415";"FR1100812";"4";"Atlantique";"atlantic";"100"
"7198";"8416";"FR1100819";"4";"Atlantique";"atlantic";"100"
"7199";"8417";"FR2100250";"8";"Continentale";"continental";"100"
"7200";"8418";"FR2100259";"8";"Continentale";"continental";"100"
"7201";"8419";"FR2100271";"4";"Atlantique";"atlantic";"100"
"7202";"8420";"FR2100297";"8";"Continentale";"continental";"100"
"7203";"8421";"FR2100302";"8";"Continentale";"continental";"100"
"7204";"8422";"FR2100308";"8";"Continentale";"continental";"100"
"7205";"8423";"FR2200346";"4";"Atlantique";"atlantic";"100"
"7206";"8424";"FR2200357";"4";"Atlantique";"atlantic";"100"
"7207";"8425";"FR2200378";"4";"Atlantique";"atlantic";"100"
"7208";"8426";"FR2200380";"4";"Atlantique";"atlantic";"100"
"7209";"8427";"FR2200390";"4";"Atlantique";"atlantic";"100"
"7210";"8428";"FR2200566";"4";"Atlantique";"atlantic";"100"
"7211";"8429";"FR2300149";"4";"Atlantique";"atlantic";"100"
"7212";"8430";"FR2302008";"4";"Atlantique";"atlantic";"100"
"7213";"8431";"FR2500094";"4";"Atlantique";"atlantic";"100"
"7214";"8432";"FR2500119";"4";"Atlantique";"atlantic";"100"
"7215";"8433";"FR2612002";"8";"Continentale";"continental";"100"
"7216";"8434";"FR2612010";"8";"Continentale";"continental";"100"
"7217";"8435";"FR3100487";"4";"Atlantique";"atlantic";"100"
"7218";"8436";"FR3100495";"4";"Atlantique";"atlantic";"100"
"7219";"8437";"FR4100167";"8";"Continentale";"continental";"100"
"7220";"8438";"FR4100170";"8";"Continentale";"continental";"100"
"7221";"8439";"FR4100179";"8";"Continentale";"continental";"100"
"7222";"8440";"FR4100189";"8";"Continentale";"continental";"100"
"7223";"8441";"FR4100232";"8";"Continentale";"continental";"100"
"7224";"8442";"FR4100234";"8";"Continentale";"continental";"100"
"7225";"8443";"FR4100240";"8";"Continentale";"continental";"100"
"7226";"8444";"FR4100241";"8";"Continentale";"continental";"100"
"7227";"8445";"FR4100243";"8";"Continentale";"continental";"100"
"7228";"8446";"FR4110062";"8";"Continentale";"continental";"100"
"7229";"8447";"FR4112000";"8";"Continentale";"continental";"100"
"7230";"8448";"FR4112013";"8";"Continentale";"continental";"100"
"7231";"8449";"FR4112014";"8";"Continentale";"continental";"100"
"7232";"8450";"FR4201813";"8";"Continentale";"continental";"100"
"7233";"8451";"FR4301291";"8";"Continentale";"continental";"100"
"7234";"8452";"FR4301298";"8";"Continentale";"continental";"100"
"7235";"8453";"FR4301308";"8";"Continentale";"continental";"100"
"7236";"8454";"FR4310112";"8";"Continentale";"continental";"100"
"7237";"8455";"FR4312005";"8";"Continentale";"continental";"100"
"7238";"8456";"FR4312009";"8";"Continentale";"continental";"100"
"7239";"8457";"FR4312017";"8";"Continentale";"continental";"100"
"7240";"8458";"FR4312032";"8";"Continentale";"continental";"100"
"7241";"8459";"FR5200624";"4";"Atlantique";"atlantic";"100"
"7242";"8460";"FR5200627";"4";"Atlantique";"atlantic";"100"
"7243";"8461";"FR5200646";"4";"Atlantique";"atlantic";"100"
"7244";"8462";"FR5200647";"4";"Atlantique";"atlantic";"100"
"7245";"8463";"FR5200650";"4";"Atlantique";"atlantic";"100"
"7246";"8464";"FR5200652";"4";"Atlantique";"atlantic";"100"
"7247";"8465";"FR5200654";"4";"Atlantique";"atlantic";"100"
"7248";"8466";"FR5200655";"4";"Atlantique";"atlantic";"100"
"7249";"8467";"FR5200658";"4";"Atlantique";"atlantic";"100"
"7250";"8468";"FR5200659";"4";"Atlantique";"atlantic";"100"
"7251";"8469";"FR5212003";"4";"Atlantique";"atlantic";"100"
"7252";"8470";"FR5300003";"4";"Atlantique";"atlantic";"100"
"7253";"8471";"FR5300004";"4";"Atlantique";"atlantic";"100"
"7254";"8472";"FR5300005";"4";"Atlantique";"atlantic";"100"
"7255";"8473";"FR5300006";"4";"Atlantique";"atlantic";"100"
"7256";"8474";"FR5300007";"4";"Atlantique";"atlantic";"100"
"7257";"8475";"FR5300008";"4";"Atlantique";"atlantic";"100"
"7258";"8476";"FR5300009";"4";"Atlantique";"atlantic";"100"
"7259";"8477";"FR5300010";"4";"Atlantique";"atlantic";"100"
"7260";"8478";"FR5300011";"4";"Atlantique";"atlantic";"100"
"7261";"8479";"FR5300012";"4";"Atlantique";"atlantic";"100"
"7262";"8480";"FR5300013";"4";"Atlantique";"atlantic";"100"
"7263";"8481";"FR5300014";"4";"Atlantique";"atlantic";"100"
"7264";"8482";"FR5300015";"4";"Atlantique";"atlantic";"100"
"7265";"8483";"FR5300016";"4";"Atlantique";"atlantic";"100"
"7266";"8484";"FR5300017";"4";"Atlantique";"atlantic";"100"
"7267";"8484";"FR5300017";"18";"Mers Celtiques";;"94"
"7268";"8485";"FR5300018";"4";"Atlantique";"atlantic";"100"
"7269";"8486";"FR5300019";"4";"Atlantique";"atlantic";"100"
"7270";"8487";"FR5300020";"4";"Atlantique";"atlantic";"100"
"7271";"8488";"FR5300021";"4";"Atlantique";"atlantic";"100"
"7272";"8489";"FR5300024";"4";"Atlantique";"atlantic";"100"
"7273";"8490";"FR5300025";"4";"Atlantique";"atlantic";"100"
"7274";"8491";"FR5300026";"4";"Atlantique";"atlantic";"100"
"7275";"8492";"FR5300027";"4";"Atlantique";"atlantic";"100"
"7276";"8493";"FR5300028";"4";"Atlantique";"atlantic";"100"
"7277";"8494";"FR5300029";"4";"Atlantique";"atlantic";"100"
"7278";"8495";"FR5300031";"4";"Atlantique";"atlantic";"100"
"7279";"8496";"FR5300034";"4";"Atlantique";"atlantic";"100"
"7280";"8497";"FR5300035";"4";"Atlantique";"atlantic";"100"
"7281";"8498";"FR5300036";"4";"Atlantique";"atlantic";"100"
"7282";"8499";"FR5300037";"4";"Atlantique";"atlantic";"100"
"7283";"8500";"FR5300039";"4";"Atlantique";"atlantic";"100"
"7284";"8501";"FR5300040";"4";"Atlantique";"atlantic";"100"
"7285";"8502";"FR5300041";"4";"Atlantique";"atlantic";"100"
"7286";"8503";"FR5300043";"4";"Atlantique";"atlantic";"100"
"7287";"8504";"FR5300045";"4";"Atlantique";"atlantic";"100"
"7288";"8505";"FR5300048";"4";"Atlantique";"atlantic";"100"
"7289";"8506";"FR5300049";"4";"Atlantique";"atlantic";"100"
"7290";"8507";"FR5300050";"4";"Atlantique";"atlantic";"100"
"7291";"8508";"FR5300052";"4";"Atlantique";"atlantic";"100"
"7292";"8509";"FR5300058";"4";"Atlantique";"atlantic";"100"
"7293";"8510";"FR5300059";"4";"Atlantique";"atlantic";"100"
"7294";"8511";"FR5300061";"4";"Atlantique";"atlantic";"100"
"7295";"8512";"FR5300062";"4";"Atlantique";"atlantic";"100"
"7296";"8513";"FR5300066";"4";"Atlantique";"atlantic";"100"
"7297";"8514";"FR5300067";"4";"Atlantique";"atlantic";"100"
"7298";"8515";"FR5302001";"4";"Atlantique";"atlantic";"100"
"7299";"8516";"FR5302006";"4";"Atlantique";"atlantic";"100"
"7300";"8517";"FR5302014";"4";"Atlantique";"atlantic";"100"
"7301";"8518";"FR5302015";"18";"Mers Celtiques";;"35,86"
"7302";"8518";"FR5302015";"19";"Golfe de Gascogne et côtes ibé";;"64,14"
"7303";"8518";"FR5302015";"4";"Atlantique";"atlantic";"100"
"7304";"8519";"FR5310052";"4";"Atlantique";"atlantic";"100"
"7305";"8520";"FR5310054";"4";"Atlantique";"atlantic";"100"
"7306";"8521";"FR5310056";"4";"Atlantique";"atlantic";"100"
"7307";"8522";"FR5310071";"4";"Atlantique";"atlantic";"100"
"7308";"8523";"FR5310093";"4";"Atlantique";"atlantic";"100"
"7309";"8524";"FR5310094";"4";"Atlantique";"atlantic";"100"
"7310";"8525";"FR5400403";"8";"Continentale";"continental";"100"
"7311";"8526";"FR5400406";"4";"Atlantique";"atlantic";"100"
"7312";"8527";"FR5400408";"8";"Continentale";"continental";"100"
"7313";"8528";"FR5400410";"4";"Atlantique";"atlantic";"100"
"7314";"8529";"FR5400413";"4";"Atlantique";"atlantic";"100"
"7315";"8530";"FR5400417";"4";"Atlantique";"atlantic";"100"
"7316";"8531";"FR5400419";"4";"Atlantique";"atlantic";"100"
"7317";"8532";"FR5400422";"4";"Atlantique";"atlantic";"100"
"7318";"8533";"FR5400424";"4";"Atlantique";"atlantic";"100"
"7319";"8534";"FR5400425";"4";"Atlantique";"atlantic";"100"
"7320";"8535";"FR5400429";"4";"Atlantique";"atlantic";"100"
"7321";"8536";"FR5400430";"4";"Atlantique";"atlantic";"100"
"7322";"8537";"FR5400431";"4";"Atlantique";"atlantic";"100"
"7323";"8538";"FR5400432";"4";"Atlantique";"atlantic";"100"
"7324";"8539";"FR5400433";"4";"Atlantique";"atlantic";"100"
"7325";"8540";"FR5400434";"4";"Atlantique";"atlantic";"100"
"7326";"8541";"FR5400437";"4";"Atlantique";"atlantic";"100"
"7327";"8542";"FR5400438";"4";"Atlantique";"atlantic";"100"
"7328";"8543";"FR5400439";"4";"Atlantique";"atlantic";"100"
"7329";"8544";"FR5400441";"4";"Atlantique";"atlantic";"100"
"7330";"8545";"FR5400442";"4";"Atlantique";"atlantic";"100"
"7331";"8546";"FR5400443";"4";"Atlantique";"atlantic";"100"
"7332";"8547";"FR5400444";"4";"Atlantique";"atlantic";"100"
"7333";"8548";"FR5400445";"4";"Atlantique";"atlantic";"100"
"7334";"8549";"FR5400446";"4";"Atlantique";"atlantic";"100"
"7335";"8550";"FR5400447";"4";"Atlantique";"atlantic";"100"
"7336";"8551";"FR5400450";"4";"Atlantique";"atlantic";"100"
"7337";"8552";"FR5400453";"4";"Atlantique";"atlantic";"100"
"7338";"8553";"FR5400457";"4";"Atlantique";"atlantic";"100"
"7339";"8554";"FR5400458";"4";"Atlantique";"atlantic";"100"
"7340";"8555";"FR5400460";"4";"Atlantique";"atlantic";"32,26"
"7341";"8555";"FR5400460";"8";"Continentale";"continental";"67,73"
"7342";"8556";"FR5400465";"4";"Atlantique";"atlantic";"100"
"7343";"8557";"FR5400472";"4";"Atlantique";"atlantic";"100"
"7344";"8558";"FR5400473";"4";"Atlantique";"atlantic";"100"
"7345";"8559";"FR5400535";"4";"Atlantique";"atlantic";"100"
"7346";"8560";"FR5402001";"4";"Atlantique";"atlantic";"100"
"7347";"8561";"FR5402008";"4";"Atlantique";"atlantic";"100"
"7348";"8562";"FR5402009";"4";"Atlantique";"atlantic";"100"
"7349";"8563";"FR5402010";"4";"Atlantique";"atlantic";"100"
"7350";"8564";"FR5402012";"4";"Atlantique";"atlantic";"100"
"7351";"8564";"FR5402012";"19";"Golfe de Gascogne et côtes ibé";;"100"
"7352";"8565";"FR7200660";"4";"Atlantique";"atlantic";"100"
"7353";"8566";"FR7200661";"4";"Atlantique";"atlantic";"100"
"7354";"8567";"FR7200662";"4";"Atlantique";"atlantic";"100"
"7355";"8568";"FR7200663";"4";"Atlantique";"atlantic";"100"
"7356";"8569";"FR7200664";"4";"Atlantique";"atlantic";"100"
"7357";"8570";"FR7200666";"4";"Atlantique";"atlantic";"100"
"7358";"8571";"FR7200671";"4";"Atlantique";"atlantic";"100"
"7359";"8572";"FR7200672";"4";"Atlantique";"atlantic";"100"
"7360";"8573";"FR7200678";"4";"Atlantique";"atlantic";"100"
"7361";"8574";"FR7200679";"4";"Atlantique";"atlantic";"100"
"7362";"8575";"FR7200681";"4";"Atlantique";"atlantic";"100"
"7363";"8576";"FR7200682";"4";"Atlantique";"atlantic";"100"
"7364";"8577";"FR7200683";"4";"Atlantique";"atlantic";"100"
"7365";"8578";"FR7200684";"4";"Atlantique";"atlantic";"100"
"7366";"8579";"FR7200686";"4";"Atlantique";"atlantic";"100"
