"PK_REGCODE";"FPK_NATURA";"SITECODE";"CD_INSEE";"LB_ADM";"LB_INTERSECT"
"1345";"2181";"FR2200387";"02135";"Buironfosse";"P"
"1346";"2181";"FR2200387";"02284";"Erloy";"P"
"1347";"2181";"FR2200387";"02728";"Sorbais";"P"
"1366";"2173";"FR2200392";"02052";"Bassoles-Aulers";"P"
"1367";"2173";"FR2200392";"02153";"Cessières-Suzy";"P"
"1368";"2173";"FR2200392";"02159";"Champs";"P"
"1369";"2173";"FR2200392";"02318";"Folembray";"P"
"1371";"2173";"FR2200392";"02599";"Pierremande";"P"
"1372";"2173";"FR2200392";"02619";"Prémontré";"P"
"1373";"2173";"FR2200392";"02680";"Saint-Gobain";"P"
"1374";"2173";"FR2200392";"02685";"Saint-Nicolas-aux-Bois";"P"
"1375";"2173";"FR2200392";"02719";"Sinceny";"P"
"1442";"3147";"FR2210026";"02659";"Rouvroy";"P"
"1443";"3147";"FR2210026";"02691";"Saint-Quentin";"P"
"1444";"3148";"FR2210068";"80228";"Crotoy";"P"
"1445";"3148";"FR2210068";"80333";"Fort-Mahon-Plage";"P"
"1446";"3148";"FR2210068";"80649";"Quend";
"1447";"3148";"FR2210068";"80713";"Saint-Quentin-en-Tourmont";"P"
"1448";"3149";"FR2210104";"02001";"Abbécourt";"P"
"1449";"3149";"FR2210104";"02014";"Amigny-Rouy";"P"
"1450";"3149";"FR2210104";"02016";"Andelain";"P"
"1451";"3149";"FR2210104";"02041";"Autreville";"P"
"1452";"3149";"FR2210104";"02059";"Beautor";"P"
"1453";"3149";"FR2210104";"02086";"Bichancourt";"P"
"1454";"3149";"FR2210104";"02173";"Chauny";"P"
"1455";"3149";"FR2210104";"02212";"Condren";"P"
"1456";"3149";"FR2210104";"02262";"Deuillet";"P"
"1457";"3149";"FR2210104";"02304";"Fère";"P"
"1458";"3149";"FR2210104";"02456";"Manicamp";"P"
"1459";"3149";"FR2210104";"02461";"Marest-Dampcourt";"P"
"1460";"3149";"FR2210104";"02566";"Ognes";"P"
"1461";"3149";"FR2210104";"02631";"Quierzy";"P"
"1462";"3149";"FR2210104";"02686";"Saint-Paul-aux-Bois";"P"
"1463";"3149";"FR2210104";"02716";"Servais";"P"
"1464";"3149";"FR2210104";"02719";"Sinceny";"P"
"1465";"3149";"FR2210104";"02738";"Tergnier";"P"
"1466";"3149";"FR2210104";"02820";"Viry-Noureuil";"P"
"1467";"3149";"FR2210104";"60021";"Appilly";"P"
"1468";"3149";"FR2210104";"60037";"Babœuf";"P"
"1469";"3149";"FR2210104";"60043";"Bailly";"P"
"1470";"3149";"FR2210104";"60059";"Béhéricourt";"P"
"1471";"3149";"FR2210104";"60105";"Brétigny";"P"
"1472";"3149";"FR2210104";"60119";"Cambronne-lès-Ribécourt";"P"
"1473";"3149";"FR2210104";"60150";"Chiry-Ourscamp";"P"
"1474";"3149";"FR2210104";"60423";"Montmacq";"P"
"1475";"3149";"FR2210104";"60431";"Morlincourt";"P"
"1476";"3149";"FR2210104";"60471";"Noyon";"P"
"1477";"3149";"FR2210104";"60488";"Passel";"P"
"1478";"3149";"FR2210104";"60492";"Pimprez";"P"
"1479";"3149";"FR2210104";"60506";"Pont-l'Évêque";"P"
"1480";"3149";"FR2210104";"60507";"Pontoise-lès-Noyon";"P"
"1481";"3149";"FR2210104";"60537";"Ribécourt-Dreslincourt";"P"
"1482";"3149";"FR2210104";"60582";"Saint-Léger-aux-Bois";"P"
"1483";"3149";"FR2210104";"60603";"Salency";"P"
"1484";"3149";"FR2210104";"60610";"Sempigny";"P"
"1485";"3149";"FR2210104";"60636";"Thourotte";"P"
"1486";"3149";"FR2210104";"60655";"Varesnes";"P"
"1487";"3150";"FR2212001";"60043";"Bailly";"P"
"1488";"3150";"FR2212001";"60064";"Berneuil-sur-Aisne";"P"
"1489";"3150";"FR2212001";"60067";"Béthisy-Saint-Martin";"P"
"1490";"3150";"FR2212001";"60068";"Béthisy-Saint-Pierre";"P"
"1491";"3150";"FR2212001";"60118";"Caisnes";"P"
"1492";"3150";"FR2212001";"60129";"Carlepont";"P"
"1493";"3150";"FR2212001";"60150";"Chiry-Ourscamp";"P"
"1494";"3150";"FR2212001";"60151";"Choisy-au-Bac";"P"
"1495";"3150";"FR2212001";"60159";"Compiègne";"P"
"1496";"3150";"FR2212001";"60184";"Croutoy";
"1497";"3150";"FR2212001";"60188";"Cuise-la-Motte";"P"
"1498";"3150";"FR2212001";"60272";"Gilocourt";"P"
"1499";"3150";"FR2212001";"60338";"Lacroix-Saint-Ouen";"P"
"1500";"3150";"FR2212001";"60423";"Montmacq";"P"
"1501";"3150";"FR2212001";"60430";"Morienval";"P"
"1502";"3150";"FR2212001";"60438";"Moulin-sous-Touvent";"P"
"1503";"3150";"FR2212001";"60445";"Nampcel";"P"
"1504";"3150";"FR2212001";"60481";"Orrouy";"P"
"1505";"3150";"FR2212001";"60491";"Pierrefonds";"P"
"1506";"3150";"FR2212001";"60507";"Pontoise-lès-Noyon";"P"
"1507";"3150";"FR2212001";"60534";"Rethondes";"P"
"1508";"3150";"FR2212001";"60540";"Rivecourt";
"1509";"3150";"FR2212001";"60569";"Saint-Crépin-aux-Bois";"P"
"1510";"3150";"FR2212001";"60572";"Saint-Étienne-Roilaye";"P"
"1511";"3150";"FR2212001";"60579";"Saint-Jean-aux-Bois";"P"
"1512";"3150";"FR2212001";"60582";"Saint-Léger-aux-Bois";"P"
"1513";"3150";"FR2212001";"60597";"Saint-Sauveur";"P"
"1514";"3150";"FR2212001";"60641";"Tracy-le-Mont";"P"
"1515";"3150";"FR2212001";"60642";"Tracy-le-Val";"P"
"1516";"3150";"FR2212001";"60647";"Trosly-Breuil";"P"
"1517";"3150";"FR2212001";"60667";"Verberie";"P"
"1518";"3150";"FR2212001";"60674";"Vieux-Moulin";"P"
"1519";"3151";"FR2212002";"02262";"Deuillet";"P"
"1521";"3151";"FR2212002";"02318";"Folembray";"P"
"1522";"3151";"FR2212002";"02329";"Fourdrain";"P"
"1523";"3151";"FR2212002";"02335";"Fressancourt";"P"
"1524";"3151";"FR2212002";"02599";"Pierremande";"P"
"1525";"3151";"FR2212002";"02619";"Prémontré";"P"
"1526";"3151";"FR2212002";"02680";"Saint-Gobain";"P"
"1527";"3151";"FR2212002";"02685";"Saint-Nicolas-aux-Bois";"P"
"1528";"3151";"FR2212002";"02707";"Septvaux";"P"
"1529";"3151";"FR2212002";"02716";"Servais";"P"
"1530";"3151";"FR2212002";"02719";"Sinceny";"P"
"1532";"3151";"FR2212002";"02786";"Verneuil-sous-Coucy";"P"
"1533";"3151";"FR2212002";"02788";"Versigny";"P"
"1534";"3151";"FR2212002";"02834";"Wissignicourt";"P"
"1547";"3153";"FR2212004";"02197";"Clairfontaine";
"1548";"3153";"FR2212004";"02381";"Hirson";"P"
"1549";"3153";"FR2212004";"02495";"Mondrepuis";"P"
"1550";"3153";"FR2212004";"02684";"Saint-Michel";"P"
"1551";"3153";"FR2212004";"02831";"Watigny";"P"
"1552";"3153";"FR2212004";"02833";"Wimy";
"1553";"3154";"FR2212005";"60027";"Auger-Saint-Vincent";"P"
"1554";"3154";"FR2212005";"60028";"Aumont-en-Halatte";"P"
"1555";"3154";"FR2212005";"60033";"Avilly-Saint-Léonard";"P"
"1556";"3154";"FR2212005";"60079";"Boissy-Fresnoy";"P"
"1557";"3154";"FR2212005";"60086";"Boran-sur-Oise";"P"
"1558";"3154";"FR2212005";"60087";"Borest";"P"
"1559";"3154";"FR2212005";"60141";"Chantilly";"P"
"1560";"3154";"FR2212005";"60142";"Chapelle-en-Serval";"P"
"1561";"3154";"FR2212005";"60172";"Coye-la-Forêt";"P"
"1562";"3154";"FR2212005";"60213";"Ermenonville";"P"
"1563";"3154";"FR2212005";"60241";"Fontaine-Chaalis";"P"
"1564";"3154";"FR2212005";"60346";"Lamorlaye";"P"
"1565";"3154";"FR2212005";"60358";"Lévignen";"P"
"1566";"3154";"FR2212005";"60421";"Mont-l'Évêque";"P"
"1567";"3154";"FR2212005";"60422";"Montlognon";"P"
"1568";"3154";"FR2212005";"60432";"Mortefontaine";"P"
"1569";"3154";"FR2212005";"60446";"Nanteuil-le-Haudouin";"P"
"1570";"3154";"FR2212005";"60479";"Ormoy-Villers";"P"
"1571";"3154";"FR2212005";"60482";"Orry-la-Ville";"P"
"1572";"3154";"FR2212005";"60489";"Péroy-les-Gombries";"P"
"1573";"3154";"FR2212005";"60494";"Plailly";"P"
"1574";"3154";"FR2212005";"60505";"Pontarmé";"P"
"1575";"3154";"FR2212005";"60508";"Pontpoint";"P"
"1576";"3154";"FR2212005";"60509";"Pont-Sainte-Maxence";"P"
"1577";"3154";"FR2212005";"60546";"Rosières";"P"
"1578";"3154";"FR2212005";"60552";"Rouville";"P"
"1579";"3154";"FR2212005";"60612";"Senlis";"P"
"1580";"3154";"FR2212005";"60631";"Thiers-sur-Thève";"P"
"1581";"3154";"FR2212005";"60666";"Ver-sur-Launette";"P"
"1582";"3154";"FR2212005";"60671";"Versigny";"P"
"1583";"3154";"FR2212005";"60680";"Villeneuve-sur-Verberie";"P"
"1584";"3154";"FR2212005";"60682";"Villers-Saint-Frambourg-Ognon";"P"
"1585";"3154";"FR2212005";"95026";"Asnières-sur-Oise";"P"
"1586";"3154";"FR2212005";"95149";"Chaumontel";"P"
"1587";"3154";"FR2212005";"95352";"Luzarches";"P"
"1588";"3155";"FR2212006";"02189";"Chivres-en-Laonnois";"P"
"1589";"3155";"FR2212006";"02346";"Gizy";"P"
"1590";"3155";"FR2212006";"02353";"Grandlup-et-Fay";"P"
"1591";"3155";"FR2212006";"02430";"Liesse-Notre-Dame";"P"
"1592";"3155";"FR2212006";"02448";"Mâchecourt";"P"
"1593";"3155";"FR2212006";"02457";"Marchais";"P"
"1594";"3155";"FR2212006";"02486";"Missy-lès-Pierrepont";"P"
"1595";"3155";"FR2212006";"02498";"Montaigu";"P"
"1596";"3155";"FR2212006";"02600";"Pierrepont";"P"
"1597";"3155";"FR2212006";"02697";"Samoussy";"P"
"1598";"3155";"FR2212006";"02720";"Sissonne";"P"
"1599";"3155";"FR2212006";"02790";"Vesles-et-Caumont";"P"
"1600";"3156";"FR2212007";"80001";"Abbeville";"P"
"1601";"3156";"FR2212007";"80021";"Amiens";"P"
"1602";"3156";"FR2212007";"80082";"Belloy-sur-Somme";"P"
"1603";"3156";"FR2212007";"80102";"Biaches";"P"
"1604";"3156";"FR2212007";"80107";"Blangy-Tronville";"P"
"1605";"3156";"FR2212007";"80131";"Boves";"P"
"1606";"3156";"FR2212007";"80135";"Bray-lès-Mareuil";"P"
"1607";"3156";"FR2212007";"80136";"Bray-sur-Somme";"P"
"1608";"3156";"FR2212007";"80137";"Breilly";"P"
"1609";"3156";"FR2212007";"80141";"Brie";"P"
"1610";"3156";"FR2212007";"80164";"Camon";"P"
"1611";"3156";"FR2212007";"80172";"Cappy";"P"
"1612";"3156";"FR2212007";"80184";"Cerisy";"P"
"1613";"3156";"FR2212007";"80187";"Chaussée-Tirancourt";"P"
"1614";"3156";"FR2212007";"80192";"Chipilly";"P"
"1615";"3156";"FR2212007";"80197";"Cizancourt";"P"
"1616";"3156";"FR2212007";"80199";"Cléry-sur-Somme";"P"
"1617";"3156";"FR2212007";"80205";"Condé-Folie";"P"
"1618";"3156";"FR2212007";"80212";"Corbie";"P"
"1619";"3156";"FR2212007";"80213";"Cottenchy";"P"
"1620";"3156";"FR2212007";"80231";"Curlu";"P"
"1621";"3156";"FR2212007";"80234";"Daours";"P"
"1622";"3156";"FR2212007";"80240";"Doingt";"P"
"1623";"3156";"FR2212007";"80262";"Eaucourt-sur-Somme";
"1624";"3156";"FR2212007";"80264";"Éclusier-Vaux";"P"
"1625";"3156";"FR2212007";"80267";"Ennemain";"P"
"1626";"3156";"FR2212007";"80268";"Épagne-Épagnette";"P"
"1627";"3156";"FR2212007";"80272";"Épénancourt";"P"
"1628";"3156";"FR2212007";"80294";"Éterpigny";"P"
"1629";"3156";"FR2212007";"80295";"Étinehem-Méricourt";"P"
"1630";"3156";"FR2212007";"80300";"Falvy";"P"
"1631";"3156";"FR2212007";"80307";"Feuillères";"P"
"1632";"3156";"FR2212007";"80328";"Fontaine-sur-Somme";"P"
"1633";"3156";"FR2212007";"80337";"Fouencamps";"P"
"1634";"3156";"FR2212007";"80367";"Frise";"P"
"1635";"3156";"FR2212007";"80379";"Glisy";"P"
"1636";"3156";"FR2212007";"80411";"Hamel";"P"
"1637";"3156";"FR2212007";"80412";"Hamelet";"P"
"1638";"3156";"FR2212007";"80428";"Hem-Monacu";"P"
"1639";"3156";"FR2212007";"80486";"Long";"P"
"1640";"3156";"FR2212007";"80488";"Longpré-les-Corps-Saints";"P"
"1641";"3156";"FR2212007";"80489";"Longueau";"P"
"1642";"3156";"FR2212007";"80512";"Mareuil-Caubert";"P"
"1644";"3156";"FR2212007";"80536";"Mesnil-Bruntel";"P"
"1645";"3156";"FR2212007";"80569";"Morcourt";"P"
"1646";"3156";"FR2212007";"80593";"Neuville-lès-Bray";"P"
"1647";"3156";"FR2212007";"80616";"Pargny";"P"
"1648";"3156";"FR2212007";"80620";"Péronne";"P"
"1649";"3156";"FR2212007";"80622";"Picquigny";"P"
"1650";"3156";"FR2212007";"80644";"Proyart";"P"
"1651";"3156";"FR2212007";"80674";"Rivery";"P"
"1652";"3156";"FR2212007";"80693";"Sailly-Laurette";"P"
"1653";"3156";"FR2212007";"80694";"Sailly-le-Sec";"P"
"1654";"3156";"FR2212007";"80701";"Saint-Christ-Briost";"P"
"1655";"3156";"FR2212007";"80743";"Suzanne";"P"
"1656";"3156";"FR2212007";"80774";"Vaire-sous-Corbie";"P"
"1657";"3156";"FR2212007";"80784";"Vaux-sur-Somme";"P"
"1658";"3156";"FR2212007";"80785";"Vecquemont";"P"
"1659";"3156";"FR2212007";"80801";"Villers-Carbonnel";"P"
"1660";"3156";"FR2212007";"80835";"Yzeux";"P"
"2073";"3157";"FR2310044";"14001";"Ablon";"P"
"2074";"3157";"FR2310044";"14202";"Cricquebœuf";"P"
"2075";"3157";"FR2310044";"14220";"Deauville";
"2076";"3157";"FR2310044";"14333";"Honfleur";"P"
"2077";"3157";"FR2310044";"14492";"Pennedepie";"P"
"2078";"3157";"FR2310044";"14536";"Rivière-Saint-Sauveur";"P"
"2079";"3157";"FR2310044";"14715";"Trouville-sur-Mer";"P"
"2080";"3157";"FR2310044";"14755";"Villerville";"P"
"2081";"3157";"FR2310044";"27064";"Berville-sur-Mer";"P"
"2082";"3157";"FR2310044";"27101";"Bouquelon";"P"
"2083";"3157";"FR2310044";"27169";"Conteville";"P"
"2084";"3157";"FR2310044";"27233";"Fatouville-Grestain";"P"
"2085";"3157";"FR2310044";"27243";"Fiquefleur-Équainville";"P"
"2086";"3157";"FR2310044";"27260";"Foulbec";"P"
"2087";"3157";"FR2310044";"27388";"Marais-Vernier";"P"
"2088";"3157";"FR2310044";"27485";"Quillebeuf-sur-Seine";"P"
"2089";"3157";"FR2310044";"27518";"Saint-Aubin-sur-Quillebeuf";"P"
"2090";"3157";"FR2310044";"27563";"Saint-Mards-de-Blacarville";"P"
"2091";"3157";"FR2310044";"27577";"Sainte-Opportune-la-Mare";"P"
"2093";"3157";"FR2310044";"27601";"Saint-Samson-de-la-Roque";"P"
"2094";"3157";"FR2310044";"27604";"Saint-Sulpice-de-Grimbouville";"P"
"2096";"3157";"FR2310044";"27656";"Toutainville";"P"
"2097";"3157";"FR2310044";"76020";"Anneville-Ambourville";"P"
"2098";"3157";"FR2310044";"76056";"Bardouville";"P"
"2099";"3157";"FR2310044";"76169";"Cerlangue";"P"
"2100";"3157";"FR2310044";"76305";"Gonfreville-l'Orcher";"P"
"2101";"3157";"FR2310044";"76350";"Hautot-sur-Seine";"P"
"2102";"3157";"FR2310044";"76351";"Havre";"P"
"2103";"3157";"FR2310044";"76354";"Hénouville";"P"
"2104";"3157";"FR2310044";"76362";"Heurteauville";"P"
"2105";"3157";"FR2310044";"76378";"Jumièges";"P"
"2107";"3157";"FR2310044";"76436";"Mesnil-sous-Jumièges";"P"
"2108";"3157";"FR2310044";"76473";"Notre-Dame-de-Bliquetuit";"P"
"2109";"3157";"FR2310044";"76489";"Oudalle";"P"
"2110";"3157";"FR2310044";"76499";"Petiville";"P"
"2111";"3157";"FR2310044";"76513";"Quevillon";"P"
"2112";"3157";"FR2310044";"76533";"Rogerville";"P"
"2113";"3157";"FR2310044";"76550";"Sahurs";"P"
"2114";"3157";"FR2310044";"76614";"Saint-Martin-de-Boscherville";"P"
"2115";"3157";"FR2310044";"76622";"Saint-Maurice-d'Ételan";"P"
"2117";"3157";"FR2310044";"76634";"Saint-Pierre-de-Manneville";"P"
"2118";"3157";"FR2310044";"76657";"Saint-Vigor-d'Ymonville";"P"
"2120";"3157";"FR2310044";"76660";"Sandouville";"P"
"2121";"3157";"FR2310044";"76684";"Tancarville";"P"
"2122";"3157";"FR2310044";"76717";"Val-de-la-Haye";"P"
"2123";"3157";"FR2310044";"76727";"Vatteville-la-Rue";"P"
"2124";"3157";"FR2310044";"76759";"Yville-sur-Seine";"P"
"2146";"3159";"FR2312003";"27015";"Andé";"P"
"2148";"3159";"FR2312003";"27097";"Bouafles";"P"
"2149";"3159";"FR2312003";"27180";"Courcelles-sur-Seine";"P"
"2150";"3159";"FR2312003";"27188";"Criquebeuf-sur-Seine";"P"
"2151";"3159";"FR2312003";"27275";"Gaillon";"P"
"2152";"3159";"FR2312003";"27365";"Léry";"P"
"2153";"3159";"FR2312003";"27394";"Martot";"P"
"2154";"3159";"FR2312003";"27422";"Muids";"P"
"2155";"3159";"FR2312003";"27440";"Notre-Dame-de-l'Isle";"P"
"2156";"3159";"FR2312003";"27473";"Port-Mort";"P"
"2157";"3159";"FR2312003";"27474";"Poses";"P"
"2158";"3159";"FR2312003";"27528";"Vaudreuil";"P"
"2159";"3159";"FR2312003";"27599";"Saint-Pierre-la-Garenne";"P"
"2162";"3159";"FR2312003";"27701";"Val-de-Reuil";"P"
"3681";"3175";"FR2510037";"35049";"Cancale";"P"
"3682";"3175";"FR2510037";"50218";"Granville";"P"
"3684";"3176";"FR2510046";"14063";"Bernesq";"P"
"3685";"3176";"FR2510046";"14107";"Bricqueville";"P"
"3686";"3176";"FR2510046";"14124";"Cambe";"P"
"3687";"3176";"FR2510046";"14132";"Canchy";"P"
"3688";"3176";"FR2510046";"14168";"Colombières";"P"
"3690";"3176";"FR2510046";"14281";"Formigny La Bataille";"P"
"3691";"3176";"FR2510046";"14298";"Géfosse-Fontenay";"P"
"3692";"3176";"FR2510046";"14312";"Grandcamp-Maisy";"P"
"3693";"3176";"FR2510046";"14342";"Isigny-sur-Mer";"P"
"3694";"3176";"FR2510046";"14367";"Lison";"P"
"3695";"3176";"FR2510046";"14378";"Longueville";"P"
"3696";"3176";"FR2510046";"14439";"Monfréville";"P"
"3698";"3176";"FR2510046";"14480";"Osmanville";"P"
"3699";"3176";"FR2510046";"14547";"Rubercy";"P"
"3700";"3176";"FR2510046";"14586";"Saint-Germain-du-Pert";"P"
"3701";"3176";"FR2510046";"14711";"Trévières";"P"
"3703";"3176";"FR2510046";"50004";"Airel";"P"
"3706";"3176";"FR2510046";"50016";"Appeville";"P"
"3707";"3176";"FR2510046";"50021";"Audouville-la-Hubert";"P"
"3708";"3176";"FR2510046";"50022";"Aumeville-Lestre";"P"
"3709";"3176";"FR2510046";"50023";"Auvers";"P"
"3710";"3176";"FR2510046";"50024";"Auxais";"P"
"3711";"3176";"FR2510046";"50036";"Baupte";"P"
"3712";"3176";"FR2510046";"50052";"Beuzeville-la-Bastille";"P"
"3713";"3176";"FR2510046";"50059";"Blosville";"P"
"3714";"3176";"FR2510046";"50064";"Bonneville";"P"
"3715";"3176";"FR2510046";"50070";"Boutteville";"P"
"3720";"3176";"FR2510046";"50105";"Catteville";"P"
"3721";"3176";"FR2510046";"50106";"Cavigny";"P"
"3726";"3176";"FR2510046";"50150";"Crasville";"P"
"3728";"3176";"FR2510046";"50156";"Crosville-sur-Douve";"P"
"3729";"3176";"FR2510046";"50166";"Doville";"P"
"3730";"3176";"FR2510046";"50169";"Écausseville";"P"
"3731";"3176";"FR2510046";"50177";"Étienville";"P"
"3732";"3176";"FR2510046";"50181";"Feugères";"P"
"3733";"3176";"FR2510046";"50186";"Flottemanville";"P"
"3734";"3176";"FR2510046";"50190";"Fontenay-sur-Mer";"P"
"3736";"3176";"FR2510046";"50194";"Fresville";"P"
"3737";"3176";"FR2510046";"50208";"Gonfreville";"P"
"3738";"3176";"FR2510046";"50210";"Gorges";"P"
"3741";"3176";"FR2510046";"50227";"Ham";"P"
"3742";"3176";"FR2510046";"50241";"Hémevez";"P"
"3746";"3176";"FR2510046";"50268";"Lestre";"P"
"3747";"3176";"FR2510046";"50269";"Liesville-sur-Douve";"P"
"3749";"3176";"FR2510046";"50289";"Marchésieux";"P"
"3750";"3176";"FR2510046";"50298";"Méautis";"P"
"3752";"3176";"FR2510046";"50310";"Mesnil-Eury";"P"
"3756";"3176";"FR2510046";"50356";"Moon-sur-Elle";"P"
"3757";"3176";"FR2510046";"50368";"Nay";"P"
"3758";"3176";"FR2510046";"50373";"Neuville-au-Plain";"P"
"3759";"3176";"FR2510046";"50387";"Orglandes";"P"
"3760";"3176";"FR2510046";"50394";"Périers";"P"
"3762";"3176";"FR2510046";"50405";"Plessis-Lastelle";"P"
"3764";"3176";"FR2510046";"50421";"Quinéville";"P"
"3765";"3176";"FR2510046";"50422";"Raids";"P"
"3766";"3176";"FR2510046";"50426";"Rauville-la-Place";"P"
"3768";"3176";"FR2510046";"50431";"Remilly Les Marais";"P"
"3769";"3176";"FR2510046";"50445";"Saint-André-de-Bohon";"P"
"3771";"3176";"FR2510046";"50468";"Saint-Fromond";"P"
"3773";"3176";"FR2510046";"50479";"Saint-Germain-de-Varreville";"P"
"3774";"3176";"FR2510046";"50482";"Saint-Germain-sur-Sèves";"P"
"3776";"3176";"FR2510046";"50488";"Saint-Jean-de-Daye";"P"
"3778";"3176";"FR2510046";"50507";"Saint-Marcouf";"P"
"3779";"3176";"FR2510046";"50509";"Sainte-Marie-du-Mont";"P"
"3780";"3176";"FR2510046";"50510";"Saint-Martin-d'Aubigny";"P"
"3781";"3176";"FR2510046";"50517";"Saint-Martin-de-Varreville";"P"
"3783";"3176";"FR2510046";"50528";"Saint-Nicolas-de-Pierrepont";"P"
"3785";"3176";"FR2510046";"50548";"Saint-Sauveur-de-Pierrepont";"P"
"3786";"3176";"FR2510046";"50551";"Saint-Sauveur-le-Vicomte";"P"
"3787";"3176";"FR2510046";"50552";"Saint-Sébastien-de-Raids";"P"
"3789";"3176";"FR2510046";"50571";"Sébeville";"P"
"3790";"3176";"FR2510046";"50606";"Tribehou";"P"
"3791";"3176";"FR2510046";"50609";"Turqueville";"P"
"3792";"3176";"FR2510046";"50610";"Urville";"P"
"3793";"3176";"FR2510046";"50617";"Varenguebec";"P"
"3797";"3177";"FR2510047";"50507";"Saint-Marcouf";"P"
"3798";"3178";"FR2510048";"35004";"Val-Couesnon";"P"
"3799";"3178";"FR2510048";"35049";"Cancale";"P"
"3800";"3178";"FR2510048";"35070";"Châteauneuf-d'Ille-et-Vilaine";"P"
"3801";"3178";"FR2510048";"35078";"Cherrueix";"P"
"3803";"3178";"FR2510048";"35116";"Fresnais";"P"
"3804";"3178";"FR2510048";"35132";"Hirel";"P"
"3805";"3178";"FR2510048";"35153";"Lillemer";"P"
"3806";"3178";"FR2510048";"35179";"Miniac-Morvan";"P"
"3807";"3178";"FR2510048";"35186";"Mont-Dol";"P"
"3808";"3178";"FR2510048";"35222";"Pleine-Fougères";"P"
"3809";"3178";"FR2510048";"35224";"Plerguer";"P"
"3810";"3178";"FR2510048";"35246";"Roz-Landrieux";"P"
"3811";"3178";"FR2510048";"35247";"Roz-sur-Couesnon";"P"
"3812";"3178";"FR2510048";"35255";"Saint-Benoît-des-Ondes";"P"
"3813";"3178";"FR2510048";"35259";"Saint-Broladre";"P"
"3814";"3178";"FR2510048";"35270";"Saint-Georges-de-Gréhaigne";"P"
"3815";"3178";"FR2510048";"35279";"Saint-Guinoux";"P"
"3816";"3178";"FR2510048";"35291";"Saint-Marcan";"P"
"3817";"3178";"FR2510048";"35299";"Saint-Méloir-des-Ondes";"P"
"3819";"3178";"FR2510048";"35329";"Sougéal";"P"
"3820";"3178";"FR2510048";"35361";"Vivier-sur-Mer";
"3821";"3178";"FR2510048";"50019";"Aucey-la-Plaine";"P"
"3822";"3178";"FR2510048";"50025";"Avranches";"P"
"3823";"3178";"FR2510048";"50027";"Bacilly";"P"
"3824";"3178";"FR2510048";"50042";"Beauvoir";"P"
"3825";"3178";"FR2510048";"50066";"Jullouville";"P"
"3826";"3178";"FR2510048";"50102";"Carolles";"P"
"3827";"3178";"FR2510048";"50108";"Céaux";"P"
"3828";"3178";"FR2510048";"50117";"Champeaux";"P"
"3829";"3178";"FR2510048";"50146";"Courtils";"P"
"3830";"3178";"FR2510048";"50167";"Dragey-Ronthon";"P"
"3831";"3178";"FR2510048";"50199";"Genêts";"P"
"3832";"3178";"FR2510048";"50218";"Granville";
"3833";"3178";"FR2510048";"50253";"Huisnes-sur-Mer";"P"
"3834";"3178";"FR2510048";"50288";"Marcey-les-Grèves";"P"
"3835";"3178";"FR2510048";"50353";"Mont-Saint-Michel";"P"
"3836";"3178";"FR2510048";"50408";"Pontaubault";"P"
"3837";"3178";"FR2510048";"50410";"Pontorson";"P"
"3838";"3178";"FR2510048";"50443";"Sacey";"P"
"3839";"3178";"FR2510048";"50496";"Saint-Jean-le-Thomas";"P"
"3840";"3178";"FR2510048";"50532";"Saint-Pair-sur-Mer";"P"
"3841";"3178";"FR2510048";"50543";"Saint-Quentin-sur-le-Homme";"P"
"3842";"3178";"FR2510048";"50612";"Vains";"P"
"3843";"3178";"FR2510048";"50616";"Val-Saint-Père";"P"
"3844";"3179";"FR2510059";"14009";"Amfreville";"P"
"3845";"3179";"FR2510059";"14409";"Merville-Franceville-Plage";"P"
"3846";"3179";"FR2510059";"14488";"Ouistreham";"P"
"3847";"3179";"FR2510059";"14665";"Sallenelles";"P"
"3848";"3180";"FR2510099";"14204";"Cricqueville-en-Bessin";"P"
"3849";"3180";"FR2510099";"14239";"Englesqueville-la-Percée";"P"
"3851";"3180";"FR2510099";"14652";"Saint-Pierre-du-Mont";"P"
"3852";"3180";"FR2510099";"14745";"Vierville-sur-Mer";"P"
"3853";"3181";"FR2512001";"14024";"Auberville";
"3854";"3181";"FR2512001";"14059";"Benerville-sur-Mer";
"3855";"3181";"FR2512001";"14079";"Blonville-sur-Mer";
"3856";"3181";"FR2512001";"14117";"Cabourg";
"3857";"3181";"FR2512001";"14220";"Deauville";
"3858";"3181";"FR2512001";"14305";"Gonneville-sur-Mer";
"3859";"3181";"FR2512001";"14338";"Houlgate";
"3860";"3181";"FR2512001";"14409";"Merville-Franceville-Plage";
"3861";"3181";"FR2512001";"14701";"Tourgéville";
"3862";"3181";"FR2512001";"14715";"Trouville-sur-Mer";
"3863";"3181";"FR2512001";"14724";"Varaville";
"3864";"3181";"FR2512001";"14754";"Villers-sur-Mer";
"3866";"3182";"FR2512002";"50041";"Hague";"P"
"3871";"3182";"FR2512002";"50238";"Héauville";"P"
"3877";"3182";"FR2512002";"50576";"Siouville-Hague";"P"
"3881";"3183";"FR2512003";"50003";"Agon-Coutainville";"P"
"3882";"3183";"FR2512003";"50015";"Annoville";"P"
"3883";"3183";"FR2512003";"50243";"Heugueville-sur-Sienne";"P"
"3885";"3183";"FR2512003";"50349";"Montmartin-sur-Mer";"P"
"3887";"3183";"FR2512003";"50429";"Regnéville-sur-Mer";"P"
