"PK_REGCODE";"FPK_NATURA";"SITECODE";"CD_INSEE";"LB_ADM";"LB_INTERSECT"
"55047";"6445";"FR8301094";"15034";"Chaliers";"P"
"55048";"6446";"FR8301095";"63048";"Bourg-Lastic";"P"
"55049";"6446";"FR8301095";"63053";"Briffons";"P"
"55050";"6446";"FR8301095";"63225";"Messeix";"P"
"55051";"6446";"FR8301095";"63399";"Saint-Sulpice";"P"
"55052";"6446";"FR8301095";"63416";"Savennes";"P"
"55053";"6446";"FR8301095";"63450";"Verneugheol";"P"
"55054";"6446";"FR8301095";"63397";"Saint-Sauves-d'Auvergne";"P"
"55055";"6446";"FR8301095";"15206";"Saint-Pierre";"P"
"55056";"6446";"FR8301095";"63159";"Fernoël";"P"
"55057";"6446";"FR8301095";"15020";"Beaulieu";"P"
"55058";"6446";"FR8301095";"15092";"Lanobre";"P"
"55059";"6446";"FR8301095";"15111";"Madic";"P"
"55060";"6446";"FR8301095";"15037";"Champagnac";"P"
"55061";"6446";"FR8301095";"63191";"Lastic";"P"
"55062";"6446";"FR8301095";"63165";"Giat";"P"
"55063";"6446";"FR8301095";"63351";"Saint-Germain-près-Herment";"P"
"55064";"6446";"FR8301095";"63370";"Saint-Julien-Puy-Lavèze";"P"
"55065";"6446";"FR8301095";"63047";"Bourboule";"P"
"55066";"6446";"FR8301095";"63236";"Mont-Dore";"P"
"55067";"6446";"FR8301095";"63246";"Murat-le-Quaire";"P"
"55068";"6446";"FR8301095";"63024";"Avèze";"P"
"55069";"6446";"FR8301095";"63421";"Singles";"P"
"55090";"6449";"FR8302011";"63416";"Savennes";"P"
"55099";"6451";"FR8302013";"63055";"Bromont-Lamothe";"P"
"55100";"6451";"FR8302013";"63085";"Chapdes-Beaufort";"P"
"55101";"6451";"FR8302013";"63170";"Goutelle";"P"
"55102";"6451";"FR8302013";"63238";"Montfermy";"P"
"55103";"6451";"FR8302013";"63285";"Pontgibaud";"P"
"55104";"6451";"FR8302013";"63381";"Saint-Ours";"P"
"55105";"6451";"FR8302013";"63385";"Saint-Pierre-le-Chastel";"P"
"55106";"6452";"FR8302033";"15076";"Glénat";"P"
"55107";"6452";"FR8302033";"15196";"Saint-Mamet-la-Salvetat";"P"
"55108";"6452";"FR8302033";"15214";"Saint-Saury";"P"
"55109";"6452";"FR8302033";"15228";"Siran";"P"
"55110";"6452";"FR8302033";"15163";"Roannes-Saint-Mary";"P"
"55111";"6452";"FR8302033";"15166";"Roumégoux";"P"
"55112";"6452";"FR8302033";"15189";"Saint-Gérons";"P"
"55113";"6452";"FR8302033";"15224";"Ségalassière";"P"
"55114";"6452";"FR8302033";"15268";"Rouget-Pers";"P"
"55115";"6452";"FR8302033";"46311";"Sousceyrac-en-Quercy";"P"
"55146";"6455";"FR8302039";"63324";"Saint-Bonnet-le-Chastel";"P"
"55147";"6455";"FR8302039";"63337";"Saint-Éloy-la-Glacière";"P"
"55148";"6455";"FR8302039";"63353";"Saint-Germain-l'Herm";"P"
"55149";"6455";"FR8302039";"63256";"Novacelles";"P"
"55150";"6455";"FR8302039";"63398";"Saint-Sauveur-la-Sagne";"P"
"55151";"6455";"FR8302039";"63323";"Saint-Bonnet-le-Bourg";"P"
"55152";"6455";"FR8302039";"63002";"Aix-la-Fayette";"P"
"55153";"6455";"FR8302039";"63010";"Arlanc";"P"
"55154";"6455";"FR8302039";"63076";"Chambon-sur-Dolore";"P"
"55155";"6455";"FR8302039";"63081";"Champétières";"P"
"55156";"6455";"FR8302039";"63137";"Doranges";"P"
"55157";"6455";"FR8302039";"63162";"Fournols";"P"
"55158";"6455";"FR8302039";"63218";"Mayres";"P"
"55159";"6456";"FR8302040";"42318";"Usson-en-Forez";"P"
"55160";"6456";"FR8302040";"43080";"Craponne-sur-Arzon";"P"
"55161";"6456";"FR8302040";"43108";"Jullianges";"P"
"55162";"6456";"FR8302040";"43196";"Saint-Jean-d'Aubrigoux";"P"
"55163";"6456";"FR8302040";"63147";"Églisolles";"P"
"55164";"6456";"FR8302040";"63173";"Grandrif";"P"
"55165";"6456";"FR8302040";"63221";"Medeyrolles";"P"
"55166";"6456";"FR8302040";"63309";"Saillant";"P"
"55167";"6456";"FR8302040";"63104";"Chaulme";"P"
"55168";"6456";"FR8302040";"63412";"Sauvessanges";"P"
"55169";"6456";"FR8302040";"63465";"Viverols";"P"
"55170";"6456";"FR8302040";"63319";"Saint-Anthème";"P"
"55171";"6456";"FR8302040";"63394";"Saint-Romain";"P"
"55172";"6456";"FR8302040";"63331";"Saint-Clément-de-Valorgue";"P"
"55173";"6457";"FR9101366";"30045";"Bordezac";"P"
"55174";"6457";"FR9101366";"30120";"Gagnières";"P"
"55175";"6458";"FR9101368";"30094";"Corbès";"P"
"55176";"6458";"FR9101368";"30108";"Estréchure";"P"
"55177";"6458";"FR9101368";"30195";"Peyrolles";"T"
"55178";"6458";"FR9101368";"30198";"Plantiers";"P"
"55179";"6458";"FR9101368";"30231";"Saint-André-de-Valborgne";"P"
"55180";"6458";"FR9101368";"30246";"Sainte-Croix-de-Caderle";"P"
"55181";"6458";"FR9101368";"30269";"Saint-Jean-du-Gard";"P"
"55182";"6458";"FR9101368";"30310";"Saumane";"T"
"55183";"6458";"FR9101368";"30322";"Soudorgues";"P"
"55184";"6458";"FR9101368";"48020";"Bassurels";"P"
"55185";"6458";"FR9101368";"48097";"Moissac-Vallée-Française";"P"
"55186";"6458";"FR9101368";"48115";"Pompidou";"P"
"55187";"6458";"FR9101368";"30329";"Thoiras";"P"
"55188";"6459";"FR9101379";"48074";"Hures-la-Parade";"P"
"55190";"6459";"FR9101379";"48176";"Saint-Pierre-des-Tripiers";"P"
"55191";"6459";"FR9101379";"48193";"Vebron";"P"
"55197";"6462";"FR9102003";"30031";"Bastide-d'Engras";"P"
"55198";"6462";"FR9102003";"30076";"Cavillargues";"P"
"55207";"6465";"FR9400573";"2B051";"Cambia";"P"
"55208";"6465";"FR9400573";"2B292";"Sant'Andréa-di-Bozio";"P"
"55209";"6465";"FR9400573";"2B116";"Focicchia";"P"
"55220";"6468";"FR9400577";"2B023";"Asco";"P"
"55221";"6468";"FR9400577";"2B049";"Calenzana";"P"
"55222";"6468";"FR9400577";"2B121";"Galéria";"P"
"55223";"6468";"FR9400577";"2B153";"Manso";"P"
"55224";"6469";"FR9400583";"2A247";"Porto-Vecchio";"P"
"55225";"6469";"FR9400583";"2A300";"San-Gavino-di-Carbini";"P"
"55226";"6469";"FR9400583";"2A061";"Carbini";"P"
"55228";"6471";"FR9400586";"2A247";"Porto-Vecchio";"P"
"55229";"6472";"FR9400593";"2A272";"Sartène";"P"
"55230";"6472";"FR9400593";"2A163";"Monacia-d'Aullène";"P"
"55233";"6474";"FR9400597";"2B124";"Ghisoni";"P"
"55234";"6475";"FR9400599";"2B298";"Saint-Florent";"P"
"55235";"6476";"FR9400606";"2A362";"Zonza";"P"
"55236";"6477";"FR9400607";"2A362";"Zonza";"P"
"55237";"6478";"FR9400610";"2A189";"Olmeto";"P"
"55238";"6478";"FR9400610";"2A276";"Serra-di-Ferro";"P"
"55239";"6478";"FR9400610";"2A284";"Sollacaro";"P"
"55245";"6481";"FR9400618";"2B162";"Moltifao";"P"
"55248";"6483";"FR9402011";"2B034";"Belgodère";"P"
"55265";"6490";"FR2100284";"51044";"Beaumont-sur-Vesle";"P"
"55266";"6490";"FR2100284";"51449";"Prunay";"P"
"55267";"6490";"FR2100284";"51454";"Reims";"P"
"55268";"6490";"FR2100284";"51493";"Saint-Léonard";"P"
"55269";"6490";"FR2100284";"51562";"Taissy";"P"
"55270";"6490";"FR2100284";"51571";"Val-de-Vesle";"P"
"55271";"6490";"FR2100284";"51613";"Verzenay";"P"
"55272";"6490";"FR2100284";"51172";"Cormontreuil";"P"
"55273";"6491";"FR2100285";"10052";"Boulages";"P"
"55274";"6491";"FR2100285";"51516";"Saint-Saturnin";"P"
"55275";"6491";"FR2100285";"51652";"Vouarces";"P"
"55276";"6491";"FR2100285";"51182";"Courcemain";"P"
"55348";"6502";"FR2100338";"52120";"Chauffourt";"P"
"55349";"6502";"FR2100338";"52163";"Dampierre";"P"
"55355";"6504";"FR2200347";"80030";"Arry";"P"
"55356";"6504";"FR2200347";"80087";"Bernay-en-Ponthieu";"P"
"55357";"6504";"FR2200347";"80303";"Favières";"P"
"55358";"6504";"FR2200347";"80332";"Forest-Montiers";"P"
"55359";"6504";"FR2200347";"80600";"Noyelles-sur-Mer";"P"
"55360";"6504";"FR2200347";"80633";"Ponthoile";"P"
"55361";"6504";"FR2200347";"80649";"Quend";"P"
"55362";"6504";"FR2200347";"80787";"Vercourt";"P"
"55363";"6504";"FR2200347";"80806";"Villers-sur-Authie";"P"
"55364";"6504";"FR2200347";"80815";"Vron";"P"
"55365";"6504";"FR2200347";"80580";"Nampont";"P"
"55366";"6504";"FR2200347";"80688";"Rue";"P"
"55367";"6505";"FR2200359";"80405";"Hailles";"P"
"55368";"6505";"FR2200359";"80570";"Moreuil";"P"
"55369";"6505";"FR2200359";"80595";"Neuville-Sire-Bernard";"P"
"55370";"6505";"FR2200359";"80752";"Thézy-Glimont";"P"
"55371";"6505";"FR2200359";"80131";"Boves";"P"
"55372";"6505";"FR2200359";"80337";"Fouencamps";"P"
"55373";"6506";"FR2200362";"60131";"Catheux";"P"
"55374";"6506";"FR2200362";"60193";"Daméraucourt";"P"
"55375";"6506";"FR2200362";"60199";"Doméliers";"P"
"55376";"6506";"FR2200362";"60240";"Fontaine-Bonneleau";"P"
"55377";"6506";"FR2200362";"60397";"Mesnil-Conteville";"P"
"55378";"6506";"FR2200362";"60622";"Sommereux";"P"
"55379";"6506";"FR2200362";"80301";"Famechon";"P"
"55380";"6506";"FR2200362";"80352";"Frémontiers";"P"
"55381";"6506";"FR2200362";"80402";"Guizancourt";"P"
"55382";"6506";"FR2200362";"80528";"Méréaucourt";"P"
"55383";"6506";"FR2200362";"60153";"Choqueuse-les-Bénards";"P"
"55384";"6506";"FR2200362";"60205";"Élencourt";"P"
"55385";"6506";"FR2200362";"80083";"Bergicourt";"P"
"55386";"6506";"FR2200362";"80630";"Poix-de-Picardie";"P"
"55387";"6506";"FR2200362";"80786";"Velennes";"P"
"55388";"6506";"FR2200362";"60136";"Cempuis";"P"
"55389";"6506";"FR2200362";"60161";"Conteville";"P"
"55390";"6506";"FR2200362";"60297";"Hamel";"P"
"55391";"6506";"FR2200362";"80106";"Blangy-sous-Poix";"P"
"55392";"6506";"FR2200362";"80276";"Équennes-Éramecourt";"P"
"55393";"6507";"FR2200388";"02038";"Autels";"P"
"55394";"6507";"FR2200388";"02642";"Résigny";"P"
"55395";"6508";"FR2200396";"02153";"Cessières-Suzy";"P"
"55397";"6508";"FR2200396";"02407";"Laniscourt";"P"
"55398";"6508";"FR2200396";"02478";"Merlieux-et-Fouquerolles";"P"
"55399";"6508";"FR2200396";"02489";"Molinchart";"P"
"55400";"6508";"FR2200396";"02499";"Montbavin";"P"
"55610";"6518";"FR2400518";"18145";"Menetou-Salon";"P"
"55611";"6518";"FR2400518";"18004";"Allogny";"P"
"55612";"6518";"FR2400518";"18051";"Chapelotte";"P"
"55613";"6518";"FR2400518";"18088";"Ennordres";"P"
"55614";"6518";"FR2400518";"18111";"Humbligny";"P"
"55615";"6518";"FR2400518";"18115";"Ivoy-le-Pré";"P"
"55616";"6518";"FR2400518";"18117";"Jars";"P"
"55617";"6518";"FR2400518";"18162";"Neuilly-en-Sancerre";"P"
"55618";"6518";"FR2400518";"18168";"Noyer";"P"
"55619";"6518";"FR2400518";"18170";"Oizon";"P"
"55620";"6518";"FR2400518";"18206";"Saint-Éloy-de-Gy";"P"
"55621";"6518";"FR2400518";"18223";"Saint-Martin-d'Auxigny";"P"
"55622";"6518";"FR2400518";"18229";"Saint-Palais";"P"
"55623";"6518";"FR2400518";"18249";"Sens-Beaujeu";"P"
"55624";"6518";"FR2400518";"18109";"Henrichemont";"P"
"55625";"6518";"FR2400518";"18149";"Méry-ès-Bois";"P"
"55626";"6518";"FR2400518";"18176";"Parassy";"P"
"55627";"6518";"FR2400518";"18284";"Villegenon";"P"
"55628";"6518";"FR2400518";"18156";"Morogues";"P"
"55629";"6519";"FR2400519";"18252";"Sidiailles";"P"
"55630";"6519";"FR2400519";"18187";"Préveranges";"P"
"55631";"6520";"FR2400520";"18002";"Ainay-le-Vieil";"P"
"55632";"6520";"FR2400520";"18008";"Arçay";"P"
"55633";"6520";"FR2400520";"18038";"Bruère-Allichamps";"P"
"55634";"6520";"FR2400520";"18041";"Celette";"P"
"55635";"6520";"FR2400520";"18050";"Chapelle-Saint-Ursin";"P"
"55636";"6520";"FR2400520";"18065";"Chezal-Benoît";"P"
"55637";"6520";"FR2400520";"18071";"Contres";"P"
"55638";"6520";"FR2400520";"18073";"Corquoy";"P"
"55639";"6520";"FR2400520";"18078";"Crézançay-sur-Cher";"P"
"55640";"6520";"FR2400520";"18086";"Drevant";"P"
"55641";"6520";"FR2400520";"18087";"Dun-sur-Auron";"P"
"55642";"6520";"FR2400520";"18091";"Farges-Allichamps";"P"
"55643";"6520";"FR2400520";"18107";"Groutte";"P"
"55644";"6520";"FR2400520";"18133";"Lunery";"P"
"55645";"6520";"FR2400520";"18157";"Morthomiers";"P"
"55646";"6520";"FR2400520";"18169";"Nozières";"P"
"55647";"6520";"FR2400520";"18172";"Orval";"P"
"55648";"6520";"FR2400520";"18178";"Perche";"P"
"55649";"6520";"FR2400520";"18197";"Saint-Amand-Montrond";"P"
"55650";"6520";"FR2400520";"18201";"Saint-Caprais";"P"
"55651";"6520";"FR2400520";"18204";"Saint-Denis-de-Palin";"P"
"55652";"6520";"FR2400520";"18207";"Saint-Florent-sur-Cher";"P"
"55653";"6520";"FR2400520";"18209";"Saint-Georges-de-Poisieux";"P"
"55654";"6520";"FR2400520";"18212";"Saint-Germain-des-Bois";"P"
"55655";"6520";"FR2400520";"18221";"Saint-Loup-des-Chaumes";"P"
"55657";"6520";"FR2400520";"18273";"Venesmes";"P"
"55658";"6520";"FR2400520";"18285";"Villeneuve-sur-Cher";"P"
"55659";"6520";"FR2400520";"36003";"Ambrault";"P"
"55660";"6520";"FR2400520";"36019";"Bommiers";"P"
"55661";"6520";"FR2400520";"36121";"Meunet-Planches";"P"
"55662";"6520";"FR2400520";"36169";"Pruniers";"P"
"55663";"6520";"FR2400520";"36181";"Saint-Aubin";"P"
"55664";"6520";"FR2400520";"18034";"Bouzais";"P"
"55665";"6520";"FR2400520";"18058";"Châteauneuf-sur-Cher";"P"
"55666";"6520";"FR2400520";"18076";"Coust";"P"
"55667";"6520";"FR2400520";"18122";"Lapan";"P"
"55668";"6520";"FR2400520";"18255";"Subdray";"P"
"55669";"6520";"FR2400520";"18069";"Colombiers";"P"
"55670";"6521";"FR2400521";"18010";"Ardenais";"P"
"55671";"6521";"FR2400521";"18043";"Celle-Condé";"P"
"55672";"6521";"FR2400521";"18112";"Ids-Saint-Roch";"P"
"55673";"6521";"FR2400521";"18127";"Lignières";"P"
"55674";"6521";"FR2400521";"18130";"Loye-sur-Arnon";"P"
"55675";"6521";"FR2400521";"18136";"Marçais";"P"
"55676";"6521";"FR2400521";"18153";"Morlac";"P"
"55677";"6521";"FR2400521";"18216";"Saint-Hilaire-en-Lignières";"P"
"55678";"6521";"FR2400521";"18230";"Saint-Pierre-les-Bois";"P"
"55679";"6521";"FR2400521";"18266";"Touchay";"P"
"55680";"6521";"FR2400521";"18283";"Villecelin";"P"
"55681";"6521";"FR2400521";"18137";"Mareuil-sur-Arnon";"P"
"55682";"6521";"FR2400521";"18009";"Arcomps";"P"
"55683";"6521";"FR2400521";"18199";"Saint-Baudel";"P"
"55705";"6523";"FR2400523";"45013";"Augerville-la-Rivière";"P"
"55706";"6523";"FR2400523";"45014";"Aulnay-la-Rivière";"P"
"55707";"6523";"FR2400523";"45015";"Autruy-sur-Juine";"P"
"55708";"6523";"FR2400523";"45054";"Briarres-sur-Essonne";"P"
"55709";"6523";"FR2400523";"45065";"Césarville-Dossainville";"P"
"55710";"6523";"FR2400523";"45119";"Dadonville";"P"
"55711";"6523";"FR2400523";"45125";"Dimancheville";"P"
"55712";"6523";"FR2400523";"45137";"Escrennes";"P"
"55713";"6523";"FR2400523";"45139";"Estouy";"P"
"55714";"6523";"FR2400523";"45159";"Grangermont";"P"
"55715";"6523";"FR2400523";"45225";"Neuville-sur-Essonne";"P"
"55716";"6523";"FR2400523";"45233";"Ondreville-sur-Essonne";"P"
"55717";"6523";"FR2400523";"45253";"Pithiviers-le-Vieil";"P"
"55718";"6523";"FR2400523";"45258";"Puiseaux";"P"
"55719";"6523";"FR2400523";"45348";"Yèvre-la-Ville";"P"
"55720";"6523";"FR2400523";"45237";"Orville";"P"
"55721";"6523";"FR2400523";"45038";"Bondaroy";"P"
"55722";"6523";"FR2400523";"45157";"Givraines";"P"
"55723";"6523";"FR2400523";"45310";"Sermaises";"P"
"55724";"6523";"FR2400523";"45033";"Boësses";"P"
"55725";"6523";"FR2400523";"45191";"Malesherbois";"P"
"55726";"6524";"FR2400524";"45049";"Bouzy-la-Forêt";"P"
"55727";"6524";"FR2400524";"45051";"Bray-Saint-Aignan";"P"
"55728";"6524";"FR2400524";"45062";"Cercottes";"P"
"55729";"6524";"FR2400524";"45069";"Chambon-la-Forêt";"P"
"55730";"6524";"FR2400524";"45084";"Châtenoy";"P"
"55731";"6524";"FR2400524";"45093";"Chevilly";"P"
"55732";"6524";"FR2400524";"45095";"Chilleurs-aux-Bois";"P"
"55733";"6524";"FR2400524";"45107";"Coudroy";"P"
"55734";"6524";"FR2400524";"45111";"Courcy-aux-Loges";"P"
"55735";"6524";"FR2400524";"45122";"Dampierre-en-Burly";"P"
"55736";"6524";"FR2400524";"45168";"Ingrannes";"P"
"55737";"6524";"FR2400524";"45213";"Montereau";"P"
"55738";"6524";"FR2400524";"45218";"Moulinet-sur-Solin";"P"
"55739";"6524";"FR2400524";"45243";"Ouzouer-sous-Bellegarde";"P"
"55740";"6524";"FR2400524";"45244";"Ouzouer-sur-Loire";"P"
"55741";"6524";"FR2400524";"45261";"Rebréchien";"P"
"55742";"6524";"FR2400524";"45290";"Saint-Martin-d'Abbat";"P"
"55743";"6524";"FR2400524";"45314";"Sully-la-Chapelle";"P"
"55744";"6524";"FR2400524";"45327";"Traînou";"P"
"55745";"6524";"FR2400524";"45334";"Vieilles-Maisons-sur-Joudry";"P"
"55746";"6524";"FR2400524";"45347";"Vrigny";"P"
"55747";"6524";"FR2400524";"45142";"Fay-aux-Loges";"P"
"55748";"6524";"FR2400524";"45284";"Saint-Jean-de-Braye";"P"
"55749";"6524";"FR2400524";"45308";"Semoy";"P"
"55750";"6524";"FR2400524";"45042";"Bordes";"P"
"55751";"6524";"FR2400524";"45072";"Chanteau";"P"
"55752";"6524";"FR2400524";"45101";"Combreux";"P"
"55753";"6524";"FR2400524";"45187";"Lorris";"P"
"55754";"6524";"FR2400524";"45228";"Nibelle";"P"
"55755";"6524";"FR2400524";"45305";"Seichebrières";"P"
"55756";"6524";"FR2400524";"45346";"Vitry-aux-Loges";"P"
"55757";"6524";"FR2400524";"45197";"Marigny-les-Usages";"P"
"55758";"6525";"FR2400528";"45024";"Baule";"P"
"55759";"6525";"FR2400528";"45028";"Beaugency";"P"
"55760";"6525";"FR2400528";"45029";"Beaulieu-sur-Loire";"P"
"55761";"6525";"FR2400528";"45040";"Bonny-sur-Loire";"P"
"55762";"6525";"FR2400528";"45053";"Briare";"P"
"55763";"6525";"FR2400528";"45067";"Chaingy";"P"
"55764";"6525";"FR2400528";"45075";"Chapelle-Saint-Mesmin";"P"
"55765";"6525";"FR2400528";"45082";"Châteauneuf-sur-Loire";"P"
"55766";"6525";"FR2400528";"45089";"Chécy";"P"
"55767";"6525";"FR2400528";"45100";"Combleux";"P"
"55768";"6525";"FR2400528";"45122";"Dampierre-en-Burly";"P"
"55769";"6525";"FR2400528";"45130";"Dry";"P"
"55770";"6525";"FR2400528";"45155";"Gien";"P"
"55771";"6525";"FR2400528";"45164";"Guilly";"P"
"55772";"6525";"FR2400528";"45173";"Jargeau";"P"
"55773";"6525";"FR2400528";"45179";"Lailly-en-Val";"P"
"55774";"6525";"FR2400528";"45184";"Lion-en-Sullias";"P"
"55775";"6525";"FR2400528";"45194";"Mardié";"P"
"55776";"6525";"FR2400528";"45196";"Mareau-aux-Prés";"P"
"55777";"6525";"FR2400528";"45203";"Meung-sur-Loire";"P"
"55778";"6525";"FR2400528";"45227";"Nevoy";"P"
"55779";"6525";"FR2400528";"45234";"Orléans";"P"
"55780";"6525";"FR2400528";"45238";"Ousson-sur-Loire";"P"
"55781";"6525";"FR2400528";"45244";"Ouzouer-sur-Loire";"P"
"55782";"6525";"FR2400528";"45254";"Poilly-lez-Gien";"P"
"55783";"6525";"FR2400528";"45268";"Saint-Aignan-le-Jaillard";"P"
"55784";"6525";"FR2400528";"45269";"Saint-Ay";"P"
"55785";"6525";"FR2400528";"45270";"Saint-Benoît-sur-Loire";"P"
"55786";"6525";"FR2400528";"45271";"Saint-Brisson-sur-Loire";"P"
"55787";"6525";"FR2400528";"45273";"Saint-Denis-de-l'Hôtel";"P"
"55788";"6525";"FR2400528";"45276";"Saint-Firmin-sur-Loire";"P"
"55789";"6525";"FR2400528";"45280";"Saint-Gondon";"P"
"55790";"6525";"FR2400528";"45282";"Saint-Hilaire-Saint-Mesmin";"P"
"55791";"6525";"FR2400528";"45284";"Saint-Jean-de-Braye";"P"
"55792";"6525";"FR2400528";"45285";"Saint-Jean-de-la-Ruelle";"P"
"55793";"6525";"FR2400528";"45286";"Saint-Jean-le-Blanc";"P"
"55794";"6525";"FR2400528";"45290";"Saint-Martin-d'Abbat";"P"
"55795";"6525";"FR2400528";"45291";"Saint-Martin-sur-Ocre";"P"
"55796";"6525";"FR2400528";"45297";"Saint-Père-sur-Loire";"P"
"55797";"6525";"FR2400528";"45298";"Saint-Pryvé-Saint-Mesmin";"P"
"55798";"6525";"FR2400528";"45300";"Sandillon";"P"
"55799";"6525";"FR2400528";"45311";"Sigloy";"P"
"55800";"6525";"FR2400528";"45315";"Sully-sur-Loire";"P"
"55801";"6525";"FR2400528";"45317";"Tavers";"P"
"55802";"6525";"FR2400528";"45043";"Bou";"P"
"55803";"6525";"FR2400528";"45087";"Châtillon-sur-Loire";"P"
"55804";"6525";"FR2400528";"45123";"Darvoy";"P"
"55805";"6525";"FR2400528";"45153";"Germigny-des-Prés";"P"
"55806";"6525";"FR2400528";"45241";"Ouvrouer-les-Champs";"P"
"55807";"6525";"FR2400528";"45274";"Saint-Denis-en-Val";"P"
"55808";"6526";"FR2400534";"36010";"Azay-le-Ferron";"P"
"55809";"6526";"FR2400534";"36018";"Blanc";"P"
"55810";"6526";"FR2400534";"36031";"Buzançais";"P"
"55811";"6526";"FR2400534";"36051";"Chitray";"P"
"55812";"6526";"FR2400534";"36053";"Ciron";"P"
"55813";"6526";"FR2400534";"36066";"Douadic";"P"
"55814";"6526";"FR2400534";"36096";"Lingé";"T"
"55815";"6526";"FR2400534";"36105";"Lureuil";"P"
"55816";"6526";"FR2400534";"36118";"Méobecq";"P"
"55817";"6526";"FR2400534";"36123";"Mézières-en-Brenne";"P"
"55818";"6526";"FR2400534";"36124";"Migné";"T"
"55819";"6526";"FR2400534";"36139";"Neuillay-les-Bois";"P"
"55820";"6526";"FR2400534";"36153";"Paulnay";"P"
"55821";"6526";"FR2400534";"36173";"Rosnay";"T"
"55822";"6526";"FR2400534";"36176";"Ruffec";"P"
"55823";"6526";"FR2400534";"36193";"Sainte-Gemme";"P"
"55824";"6526";"FR2400534";"36204";"Saint-Michel-en-Brenne";"T"
"55825";"6526";"FR2400534";"36212";"Saulnay";"P"
"55826";"6526";"FR2400534";"36232";"Vendœuvres";"P"
"55827";"6526";"FR2400534";"37028";"Bossay-sur-Claise";"P"
"55828";"6526";"FR2400534";"36165";"Pouligny-Saint-Pierre";"P"
"55829";"6526";"FR2400534";"36194";"Saint-Genou";"P"
"55830";"6526";"FR2400534";"36144";"Nuret-le-Ferron";"P"
"55831";"6526";"FR2400534";"36113";"Martizay";"P"
"55832";"6527";"FR2400536";"36006";"Argenton-sur-Creuse";"P"
"55833";"6527";"FR2400536";"36018";"Blanc";"P"
"55834";"6527";"FR2400536";"36032";"Ceaulmont";"P"
"55835";"6527";"FR2400536";"36033";"Celon";"P"
"55836";"6527";"FR2400536";"36042";"Chasseneuil";"P"
"55837";"6527";"FR2400536";"36053";"Ciron";"P"
"55838";"6527";"FR2400536";"36062";"Cuzion";"P"
"55839";"6527";"FR2400536";"36081";"Gargilesse-Dampierre";"P"
"55840";"6527";"FR2400536";"36104";"Lurais";"P"
"55841";"6527";"FR2400536";"36117";"Menoux";"P"
"55842";"6527";"FR2400536";"36137";"Néons-sur-Creuse";"P"
"55843";"6527";"FR2400536";"36148";"Oulches";"P"
"55844";"6527";"FR2400536";"36154";"Pêchereau";"P"
"55845";"6527";"FR2400536";"36158";"Badecon-le-Pin";"P"
"55846";"6527";"FR2400536";"36161";"Pont-Chrétien-Chabenet";"P"
"55847";"6527";"FR2400536";"36165";"Pouligny-Saint-Pierre";"P"
"55848";"6527";"FR2400536";"36167";"Preuilly-la-Ville";"P"
"55849";"6527";"FR2400536";"36172";"Rivarennes";"P"
"55850";"6527";"FR2400536";"36178";"Saint-Aigny";"P"
"55851";"6527";"FR2400536";"36192";"Saint-Gaultier";"P"
"55852";"6527";"FR2400536";"36200";"Saint-Marcel";"P"
"55853";"6527";"FR2400536";"36219";"Tendu";"P"
"55854";"6527";"FR2400536";"36220";"Thenay";"P"
"55855";"6527";"FR2400536";"36224";"Tournon-Saint-Martin";"P"
"55856";"6527";"FR2400536";"36012";"Baraize";"P"
"55857";"6527";"FR2400536";"36051";"Chitray";"P"
"55858";"6527";"FR2400536";"36076";"Fontgombault";"P"
"55859";"6527";"FR2400536";"36144";"Nuret-le-Ferron";"P"
"55860";"6527";"FR2400536";"36160";"Pommiers";"P"
"55861";"6527";"FR2400536";"36176";"Ruffec";"P"
"55862";"6527";"FR2400536";"36207";"Saint-Plantaire";"P"
"55863";"6527";"FR2400536";"36070";"Éguzon-Chantôme";"P"
"55864";"6527";"FR2400536";"36213";"Sauzelles";"P"
"55887";"6529";"FR2400540";"37022";"Beaumont-en-Véron";"P"
"55888";"6529";"FR2400540";"37072";"Chinon";"P"
"55889";"6529";"FR2400540";"37118";"Huismes";"P"
"55890";"6530";"FR2400541";"37012";"Avon-les-Roches";"P"
"55891";"6530";"FR2400541";"37067";"Cheillé";"P"
"55892";"6530";"FR2400541";"37090";"Crissay-sur-Manse";"P"
"55893";"6530";"FR2400541";"37165";"Neuil";"P"
"55894";"6530";"FR2400541";"37210";"Saint-Benoît-la-Forêt";"P"
"55895";"6530";"FR2400541";"37200";"Rivarennes";"P"
"55896";"6530";"FR2400541";"37271";"Villaines-les-Rochers";"P"
"55897";"6530";"FR2400541";"37089";"Cravant-les-Côteaux";"P"
"55898";"6531";"FR2400548";"37003";"Amboise";"P"
"55899";"6531";"FR2400548";"37011";"Avoine";"P"
"55900";"6531";"FR2400548";"37025";"Berthenay";"P"
"55901";"6531";"FR2400548";"37038";"Bréhémont";"P"
"55902";"6531";"FR2400548";"37042";"Candes-Saint-Martin";"P"
"55903";"6531";"FR2400548";"37043";"Cangey";"P"
"55904";"6531";"FR2400548";"37056";"Chapelle-aux-Naux";"P"
"55905";"6531";"FR2400548";"37058";"Chapelle-sur-Loire";"P"
"55906";"6531";"FR2400548";"37060";"Chargé";"P"
"55907";"6531";"FR2400548";"37074";"Chouzé-sur-Loire";"P"
"55908";"6531";"FR2400548";"37077";"Cinq-Mars-la-Pile";"P"
"55909";"6531";"FR2400548";"37118";"Huismes";"P"
