"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"13";"1916";"FR4100209";"01";"Propriété privée (personne physique)";
"20";"1912";"FR4100205";"01";"Propriété privée (personne physique)";
"26";"1917";"FR4100210";"01";"Propriété privée (personne physique)";
"37";"2913";"FR7200785";"01";"Propriété privée (personne physique)";
"47";"2819";"FR7300836";"01";"Propriété privée (personne physique)";
"48";"1873";"FR4100157";"01";"Propriété privée (personne physique)";
"55";"2784";"FR7300848";"01";"Propriété privée (personne physique)";
"57";"2785";"FR7300849";"01";"Propriété privée (personne physique)";
"58";"3204";"FR3112005";"01";"Propriété privée (personne physique)";
"64";"2812";"FR7300821";"01";"Propriété privée (personne physique)";
"66";"1845";"FR4100177";"01";"Propriété privée (personne physique)";
"75";"3200";"FR3112001";"01";"Propriété privée (personne physique)";
"76";"1844";"FR4100175";"01";"Propriété privée (personne physique)";
"88";"2883";"FR7200738";"01";"Propriété privée (personne physique)";
"99";"1776";"FR4201810";"01";"Propriété privée (personne physique)";
"101";"2872";"FR7200722";"01";"Propriété privée (personne physique)";
"107";"2868";"FR7200718";"01";"Propriété privée (personne physique)";
"138";"1900";"FR4100247";"01";"Propriété privée (personne physique)";
"139";"1899";"FR4100246";"01";"Propriété privée (personne physique)";
"151";"2786";"FR7300850";"01";"Propriété privée (personne physique)";
"156";"2838";"FR7300927";"01";"Propriété privée (personne physique)";
"159";"2839";"FR7300928";"01";"Propriété privée (personne physique)";
"161";"2827";"FR7300914";"01";"Propriété privée (personne physique)";"100"
"187";"3060";"FR7300935";"01";"Propriété privée (personne physique)";
"190";"3065";"FR7300945";"01";"Propriété privée (personne physique)";
"192";"3066";"FR7300946";"01";"Propriété privée (personne physique)";
"194";"3063";"FR7300942";"01";"Propriété privée (personne physique)";
"195";"2782";"FR7300932";"01";"Propriété privée (personne physique)";
"209";"3059";"FR7300934";"01";"Propriété privée (personne physique)";
"214";"2796";"FR7300862";"01";"Propriété privée (personne physique)";
"219";"2795";"FR7300861";"01";"Propriété privée (personne physique)";
"232";"2787";"FR7300851";"01";"Propriété privée (personne physique)";
"238";"2848";"FR7300880";"01";"Propriété privée (personne physique)";
"240";"2801";"FR7300855";"01";"Propriété privée (personne physique)";
"243";"2781";"FR7300858";"01";"Propriété privée (personne physique)";
"244";"2793";"FR7300859";"01";"Propriété privée (personne physique)";
"248";"2865";"FR7300887";"01";"Propriété privée (personne physique)";
"252";"2856";"FR7300893";"01";"Propriété privée (personne physique)";
"257";"2859";"FR7300900";"01";"Propriété privée (personne physique)";
"259";"2860";"FR7300902";"01";"Propriété privée (personne physique)";
"263";"3193";"FR2612008";"01";"Propriété privée (personne physique)";
"265";"2849";"FR7300881";"01";"Propriété privée (personne physique)";
"269";"2850";"FR7300883";"01";"Propriété privée (personne physique)";
"273";"2851";"FR7300884";"01";"Propriété privée (personne physique)";
"278";"2852";"FR7300885";"01";"Propriété privée (personne physique)";"60"
"447";"1794";"FR4202003";"01";"Propriété privée (personne physique)";
"456";"3230";"FR4211812";"01";"Propriété privée (personne physique)";
"479";"3231";"FR4211814";"01";"Propriété privée (personne physique)";
"598";"2137";"FR2100344";"01";"Propriété privée (personne physique)";
"621";"3154";"FR2212005";"01";"Propriété privée (personne physique)";
"626";"3156";"FR2212007";"01";"Propriété privée (personne physique)";
"628";"3155";"FR2212006";"01";"Propriété privée (personne physique)";
"646";"3153";"FR2212004";"01";"Propriété privée (personne physique)";
"656";"2181";"FR2200387";"01";"Propriété privée (personne physique)";
"667";"3150";"FR2212001";"01";"Propriété privée (personne physique)";
"729";"2555";"FR8301018";"01";"Propriété privée (personne physique)";
"735";"3399";"FR8212025";"01";"Propriété privée (personne physique)";
"857";"3120";"FR8201650";"01";"Propriété privée (personne physique)";
"918";"3175";"FR2510037";"01";"Propriété privée (personne physique)";
"919";"3182";"FR2512002";"01";"Propriété privée (personne physique)";
"927";"3178";"FR2510048";"01";"Propriété privée (personne physique)";
"928";"3176";"FR2510046";"01";"Propriété privée (personne physique)";
"931";"3184";"FR2512004";"01";"Propriété privée (personne physique)";
"949";"3079";"FR7300948";"01";"Propriété privée (personne physique)";
"956";"3183";"FR2512003";"01";"Propriété privée (personne physique)";
"957";"3068";"FR7300949";"01";"Propriété privée (personne physique)";
"962";"3159";"FR2312003";"01";"Propriété privée (personne physique)";
"967";"3070";"FR7300952";"01";"Propriété privée (personne physique)";
"970";"3157";"FR2310044";"01";"Propriété privée (personne physique)";
"975";"3087";"FR8201664";"01";"Propriété privée (personne physique)";
"995";"3415";"FR9110076";"01";"Propriété privée (personne physique)";
"1040";"2496";"FR9101487";"01";"Propriété privée (personne physique)";
"1057";"2501";"FR9101476";"01";"Propriété privée (personne physique)";
"1068";"2513";"FR9101461";"01";"Propriété privée (personne physique)";
"1070";"2489";"FR9101475";"01";"Propriété privée (personne physique)";
"1110";"3446";"FR9112026";"01";"Propriété privée (personne physique)";
"1127";"3440";"FR9112020";"01";"Propriété privée (personne physique)";
"1236";"2479";"FR9101383";"01";"Propriété privée (personne physique)";
"1372";"1849";"FR4100194";"05";"Propriété d'une association, groupement ou société";
"1384";"1909";"FR4100202";"05";"Propriété d'une association, groupement ou société";
"1387";"1912";"FR4100205";"05";"Propriété d'une association, groupement ou société";
"1388";"1776";"FR4201810";"05";"Propriété d'une association, groupement ou société";
"1420";"1899";"FR4100246";"05";"Propriété d'une association, groupement ou société";
"1489";"3204";"FR3112005";"05";"Propriété d'une association, groupement ou société";
"1528";"2784";"FR7300848";"05";"Propriété d'une association, groupement ou société";
"1531";"2796";"FR7300862";"05";"Propriété d'une association, groupement ou société";
"1532";"2795";"FR7300861";"05";"Propriété d'une association, groupement ou société";
"1535";"2801";"FR7300855";"05";"Propriété d'une association, groupement ou société";
"1539";"2787";"FR7300851";"05";"Propriété d'une association, groupement ou société";
"1541";"2785";"FR7300849";"05";"Propriété d'une association, groupement ou société";
"1544";"2819";"FR7300836";"05";"Propriété d'une association, groupement ou société";
"1550";"2812";"FR7300821";"05";"Propriété d'une association, groupement ou société";
"1554";"2786";"FR7300850";"05";"Propriété d'une association, groupement ou société";
"1555";"2839";"FR7300928";"05";"Propriété d'une association, groupement ou société";
"1557";"3070";"FR7300952";"05";"Propriété d'une association, groupement ou société";
"1558";"3079";"FR7300948";"05";"Propriété d'une association, groupement ou société";
"1559";"3066";"FR7300946";"05";"Propriété d'une association, groupement ou société";
"1560";"3063";"FR7300942";"05";"Propriété d'une association, groupement ou société";
"1562";"3060";"FR7300935";"05";"Propriété d'une association, groupement ou société";
"1563";"3059";"FR7300934";"05";"Propriété d'une association, groupement ou société";
"1564";"2782";"FR7300932";"05";"Propriété d'une association, groupement ou société";
"1569";"2848";"FR7300880";"05";"Propriété d'une association, groupement ou société";
"1578";"2851";"FR7300884";"05";"Propriété d'une association, groupement ou société";
"1579";"2850";"FR7300883";"05";"Propriété d'une association, groupement ou société";
"1580";"2849";"FR7300881";"05";"Propriété d'une association, groupement ou société";
"1615";"2913";"FR7200785";"05";"Propriété d'une association, groupement ou société";
"1624";"2868";"FR7200718";"05";"Propriété d'une association, groupement ou société";
"1635";"2883";"FR7200738";"05";"Propriété d'une association, groupement ou société";
"1646";"2838";"FR7300927";"05";"Propriété d'une association, groupement ou société";
"1668";"3399";"FR8212025";"05";"Propriété d'une association, groupement ou société";
"1692";"3087";"FR8201664";"05";"Propriété d'une association, groupement ou société";
"1795";"3231";"FR4211814";"10";"Etablissement public";
"1806";"3058";"FR7300951";"10";"Etablissement public";
"1812";"3203";"FR3112004";"10";"Etablissement public";
"1816";"3159";"FR2312003";"10";"Etablissement public";
"1819";"3120";"FR8201650";"10";"Etablissement public";
"1821";"1899";"FR4100246";"10";"Etablissement public";
"1893";"2785";"FR7300849";"20";"Collectivité territoriale";
"1906";"3154";"FR2212005";"20";"Collectivité territoriale";
"1911";"3087";"FR8201664";"20";"Collectivité territoriale";
"1919";"3159";"FR2312003";"20";"Collectivité territoriale";
"1921";"2786";"FR7300850";"20";"Collectivité territoriale";
"1928";"3063";"FR7300942";"20";"Collectivité territoriale";
"1937";"2852";"FR7300885";"20";"Collectivité territoriale";"20"
"1951";"2835";"FR7300924";"20";"Collectivité territoriale";"94"
"1958";"3066";"FR7300946";"20";"Collectivité territoriale";
"1963";"2782";"FR7300932";"20";"Collectivité territoriale";
"1965";"3059";"FR7300934";"20";"Collectivité territoriale";
"1991";"2851";"FR7300884";"20";"Collectivité territoriale";
"1992";"3079";"FR7300948";"20";"Collectivité territoriale";
"1994";"3068";"FR7300949";"20";"Collectivité territoriale";
"1997";"3070";"FR7300952";"20";"Collectivité territoriale";
"1999";"3193";"FR2612008";"20";"Collectivité territoriale";
"2001";"2850";"FR7300883";"20";"Collectivité territoriale";
"2003";"2849";"FR7300881";"20";"Collectivité territoriale";
"2026";"2913";"FR7200785";"20";"Collectivité territoriale";
"2051";"1909";"FR4100202";"20";"Collectivité territoriale";
"2065";"3399";"FR8212025";"20";"Collectivité territoriale";
"2070";"1905";"FR4100197";"20";"Collectivité territoriale";
"2109";"3204";"FR3112005";"20";"Collectivité territoriale";
"2111";"2784";"FR7300848";"20";"Collectivité territoriale";
"2119";"1873";"FR4100157";"20";"Collectivité territoriale";
"2120";"2819";"FR7300836";"20";"Collectivité territoriale";
"2167";"2489";"FR9101475";"20";"Collectivité territoriale";
"2241";"2819";"FR7300836";"30";"Domaine communal";
"2244";"2793";"FR7300859";"30";"Domaine communal";
"2250";"1914";"FR4100207";"30";"Domaine communal";
"2253";"3203";"FR3112004";"30";"Domaine communal";
"2261";"2848";"FR7300880";"30";"Domaine communal";
"2275";"3200";"FR3112001";"30";"Domaine communal";
"2301";"3156";"FR2212007";"30";"Domaine communal";
"2302";"3155";"FR2212006";"30";"Domaine communal";
"2304";"3153";"FR2212004";"30";"Domaine communal";
"2313";"2181";"FR2200387";"30";"Domaine communal";
"2356";"3182";"FR2512002";"30";"Domaine communal";
"2357";"3178";"FR2510048";"30";"Domaine communal";
"2358";"3176";"FR2510046";"30";"Domaine communal";
"2369";"3175";"FR2510037";"30";"Domaine communal";
"2373";"2838";"FR7300927";"30";"Domaine communal";
"2375";"2839";"FR7300928";"30";"Domaine communal";
"2385";"3060";"FR7300935";"30";"Domaine communal";
"2392";"3120";"FR8201650";"30";"Domaine communal";
"2450";"3229";"FR4211811";"30";"Domaine communal";
"2455";"3230";"FR4211812";"30";"Domaine communal";
"2465";"2903";"FR7200710";"30";"Domaine communal";
"2528";"3231";"FR4211814";"30";"Domaine communal";
"2532";"1776";"FR4201810";"30";"Domaine communal";
"2611";"1918";"FR4100211";"31";"Domaine privé communal";
"2616";"3060";"FR7300935";"31";"Domaine privé communal";
"2660";"1776";"FR4201810";"40";"Domaine départemental";
"2685";"3201";"FR3112002";"40";"Domaine départemental";
"2696";"3202";"FR3112003";"40";"Domaine départemental";
"2699";"3183";"FR2512003";"40";"Domaine départemental";
"2734";"3070";"FR7300952";"50";"Domaine régional";
"2764";"2782";"FR7300932";"50";"Domaine régional";
"2776";"3063";"FR7300942";"50";"Domaine régional";
"2779";"3066";"FR7300946";"50";"Domaine régional";
"2783";"3079";"FR7300948";"50";"Domaine régional";
"2793";"3399";"FR8212025";"50";"Domaine régional";
"2797";"2784";"FR7300848";"50";"Domaine régional";
"2803";"2819";"FR7300836";"50";"Domaine régional";
"2808";"3204";"FR3112005";"50";"Domaine régional";
"2820";"2786";"FR7300850";"50";"Domaine régional";
"2823";"2785";"FR7300849";"50";"Domaine régional";
"2852";"2913";"FR7200785";"50";"Domaine régional";
"2865";"2849";"FR7300881";"50";"Domaine régional";
"2868";"2850";"FR7300883";"50";"Domaine régional";
"2873";"2852";"FR7300885";"50";"Domaine régional";
"2889";"3087";"FR8201664";"50";"Domaine régional";
"2892";"2851";"FR7300884";"50";"Domaine régional";
"2949";"2489";"FR9101475";"50";"Domaine régional";
"2964";"3120";"FR8201650";"60";"Domaine de l'état";
"2982";"3157";"FR2310044";"60";"Domaine de l'état";
"3020";"2850";"FR7300883";"60";"Domaine de l'état";
"3024";"2851";"FR7300884";"60";"Domaine de l'état";
"3025";"3272";"FR5212013";"60";"Domaine de l'état";
"3027";"2852";"FR7300885";"60";"Domaine de l'état";"20"
"3029";"3273";"FR5212014";"60";"Domaine de l'état";
"3030";"3274";"FR5212015";"60";"Domaine de l'état";
"3032";"2835";"FR7300924";"60";"Domaine de l'état";"6"
"3036";"2838";"FR7300927";"60";"Domaine de l'état";
"3040";"3385";"FR8212011";"60";"Domaine de l'état";
"3046";"2015";"FR5202012";"60";"Domaine de l'état";
"3053";"3347";"FR7212017";"60";"Domaine de l'état";
"3059";"2016";"FR5202013";"60";"Domaine de l'état";
"3061";"2014";"FR5202011";"60";"Domaine de l'état";
"3067";"2883";"FR7200738";"60";"Domaine de l'état";
"3076";"3229";"FR4211811";"60";"Domaine de l'état";
"3078";"3175";"FR2510037";"60";"Domaine de l'état";
"3089";"3177";"FR2510047";"60";"Domaine de l'état";
"3110";"3150";"FR2212001";"61";"Domaine privé de l'état";
"3116";"3154";"FR2212005";"61";"Domaine privé de l'état";
"3121";"3153";"FR2212004";"61";"Domaine privé de l'état";
"3122";"3200";"FR3112001";"61";"Domaine privé de l'état";
"3124";"3204";"FR3112005";"61";"Domaine privé de l'état";
"3125";"3220";"FR4112010";"61";"Domaine privé de l'état";
"3133";"3184";"FR2512004";"61";"Domaine privé de l'état";
"3145";"2801";"FR7300855";"61";"Domaine privé de l'état";"9"
"3146";"3217";"FR4112007";"61";"Domaine privé de l'état";
"3150";"2819";"FR7300836";"61";"Domaine privé de l'état";
"3157";"1892";"FR4100193";"61";"Domaine privé de l'état";
"3160";"1849";"FR4100194";"61";"Domaine privé de l'état";
"3163";"1905";"FR4100197";"61";"Domaine privé de l'état";
"3166";"1906";"FR4100198";"61";"Domaine privé de l'état";
"3167";"2173";"FR2200392";"61";"Domaine privé de l'état";
"3172";"1908";"FR4100201";"61";"Domaine privé de l'état";
"3175";"1909";"FR4100202";"61";"Domaine privé de l'état";
"3184";"2812";"FR7300821";"61";"Domaine privé de l'état";
"3187";"1873";"FR4100157";"61";"Domaine privé de l'état";
"3207";"2802";"FR7300822";"61";"Domaine privé de l'état";
"3218";"3229";"FR4211811";"61";"Domaine privé de l'état";
"3226";"2904";"FR7200711";"61";"Domaine privé de l'état";
"3227";"3120";"FR8201650";"61";"Domaine privé de l'état";"100"
"3232";"3065";"FR7300945";"61";"Domaine privé de l'état";
"3237";"2905";"FR7200712";"61";"Domaine privé de l'état";
"3257";"2903";"FR7200710";"61";"Domaine privé de l'état";
"3262";"3385";"FR8212011";"61";"Domaine privé de l'état";
"3275";"3231";"FR4211814";"61";"Domaine privé de l'état";
"3284";"3058";"FR7300951";"61";"Domaine privé de l'état";
"3288";"2873";"FR7200723";"61";"Domaine privé de l'état";
"3305";"3175";"FR2510037";"61";"Domaine privé de l'état";
"3387";"3399";"FR8212025";"62";"Domaine public de l'état";
"3445";"3203";"FR3112004";"62";"Domaine public de l'état";
"3469";"2905";"FR7200712";"62";"Domaine public de l'état";
"3471";"3272";"FR5212013";"62";"Domaine public de l'état";"1"
"3474";"2859";"FR7300900";"62";"Domaine public de l'état";"5"
"3479";"3178";"FR2510048";"62";"Domaine public de l'état";
"3482";"3182";"FR2512002";"62";"Domaine public de l'état";
"3484";"3183";"FR2512003";"62";"Domaine public de l'état";
"3491";"3063";"FR7300942";"62";"Domaine public de l'état";
"3504";"3204";"FR3112005";"62";"Domaine public de l'état";
"3510";"1845";"FR4100177";"62";"Domaine public de l'état";
"3575";"3415";"FR9110076";"62";"Domaine public de l'état";
"3588";"3446";"FR9112026";"62";"Domaine public de l'état";
"3602";"2489";"FR9101475";"62";"Domaine public de l'état";
"3607";"3445";"FR9112025";"62";"Domaine public de l'état";
"3629";"2501";"FR9101476";"62";"Domaine public de l'état";
"3664";"3176";"FR2510046";"63";"Domaine public fluvial";
"3678";"3205";"FR3112006";"64";"Domaine public maritime";
"3680";"2014";"FR5202011";"64";"Domaine public maritime";
"3682";"2015";"FR5202012";"64";"Domaine public maritime";
"3683";"3199";"FR3110085";"64";"Domaine public maritime";
"3684";"3272";"FR5212013";"64";"Domaine public maritime";
"3685";"1867";"FR3102004";"64";"Domaine public maritime";
"3697";"2016";"FR5202013";"64";"Domaine public maritime";
"3723";"3273";"FR5212014";"64";"Domaine public maritime";
"3724";"3182";"FR2512002";"64";"Domaine public maritime";
"3727";"3274";"FR5212015";"64";"Domaine public maritime";
"3734";"3157";"FR2310044";"64";"Domaine public maritime";
"3735";"3183";"FR2512003";"64";"Domaine public maritime";
"3742";"3175";"FR2510037";"64";"Domaine public maritime";
"3743";"3181";"FR2512001";"64";"Domaine public maritime";
"3744";"3176";"FR2510046";"64";"Domaine public maritime";
"3746";"3177";"FR2510047";"64";"Domaine public maritime";"99,99"
"3747";"3178";"FR2510048";"64";"Domaine public maritime";
"3753";"3445";"FR9112025";"64";"Domaine public maritime";
"3754";"3506";"FR9412009";"64";"Domaine public maritime";
"3756";"3507";"FR9412010";"64";"Domaine public maritime";
"3763";"2667";"FR9402013";"64";"Domaine public maritime";
"3773";"2670";"FR9402016";"64";"Domaine public maritime";
"3774";"2668";"FR9402014";"64";"Domaine public maritime";
"3775";"2669";"FR9402015";"64";"Domaine public maritime";
"3776";"3099";"FR9402018";"64";"Domaine public maritime";
"3782";"3205";"FR3112006";"70";"Eaux territoriales";"88"
"3789";"3175";"FR2510037";"70";"Eaux territoriales";"99,9"
"3799";"3177";"FR2510047";"70";"Eaux territoriales";
"3800";"1867";"FR3102004";"70";"Eaux territoriales";"38"
"3804";"3199";"FR3110085";"70";"Eaux territoriales";"6"
"3807";"3099";"FR9402018";"70";"Eaux territoriales";
"3809";"3506";"FR9412009";"70";"Eaux territoriales";
"3814";"2670";"FR9402016";"70";"Eaux territoriales";
"3817";"2667";"FR9402013";"70";"Eaux territoriales";
"3818";"3507";"FR9412010";"70";"Eaux territoriales";
"3819";"2669";"FR9402015";"70";"Eaux territoriales";
"3827";"2668";"FR9402014";"70";"Eaux territoriales";
"4531";"3807";"FR7401142";"01";"Propriété privée (personne physique)";"100"
"4532";"3807";"FR7401142";"10";"Etablissement public";
"4555";"3817";"FR9101464";"61";"Domaine privé de l'état";"0"
"4597";"3831";"FR5202002";"01";"Propriété privée (personne physique)";
"4598";"3831";"FR5202002";"30";"Domaine communal";
"4653";"3855";"FR7300891";"01";"Propriété privée (personne physique)";
"4759";"3895";"FR7300923";"01";"Propriété privée (personne physique)";
"4760";"3895";"FR7300923";"05";"Propriété d'une association, groupement ou société";
"4761";"3895";"FR7300923";"30";"Domaine communal";
"4808";"3917";"FR4301318";"01";"Propriété privée (personne physique)";
"4809";"3917";"FR4301318";"30";"Domaine communal";"80"
"4810";"3918";"FR8301052";"01";"Propriété privée (personne physique)";"52"
"4811";"3918";"FR8301052";"30";"Domaine communal";"5"
"4812";"3918";"FR8301052";"40";"Domaine départemental";"65"
"4813";"3918";"FR8301052";"60";"Domaine de l'état";"11"
"4831";"3926";"FR7300953";"01";"Propriété privée (personne physique)";
"4851";"3937";"FR5312012";"40";"Domaine départemental";
"4949";"3984";"FR9302001";"64";"Domaine public maritime";"100"
"4982";"3995";"FR7300835";"01";"Propriété privée (personne physique)";
"4983";"3995";"FR7300835";"10";"Etablissement public";
"4984";"3996";"FR7300840";"01";"Propriété privée (personne physique)";
"5032";"4015";"FR7300839";"31";"Domaine privé communal";
"5105";"4051";"FR7300838";"01";"Propriété privée (personne physique)";
"5196";"4084";"FR4301282";"01";"Propriété privée (personne physique)";
"5197";"4084";"FR4301282";"05";"Propriété d'une association, groupement ou société";
"5289";"4117";"FR1100805";"01";"Propriété privée (personne physique)";"30"
"5290";"4117";"FR1100805";"62";"Domaine public de l'état";"70"
"5340";"4142";"FR2310045";"01";"Propriété privée (personne physique)";
"5341";"4142";"FR2310045";"64";"Domaine public maritime";
"5440";"4173";"FR4312023";"01";"Propriété privée (personne physique)";"95"
"5441";"4173";"FR4312023";"30";"Domaine communal";"5"
"5442";"4173";"FR4312023";"60";"Domaine de l'état";"0"
"5443";"4174";"FR4312024";"01";"Propriété privée (personne physique)";"81"
"5444";"4174";"FR4312024";"30";"Domaine communal";"19"
"5445";"4174";"FR4312024";"60";"Domaine de l'état";"0"
"5458";"4179";"FR5200633";"01";"Propriété privée (personne physique)";"100"
"5478";"4190";"FR5200651";"01";"Propriété privée (personne physique)";
"5488";"4193";"FR5202001";"01";"Propriété privée (personne physique)";"50"
"5489";"4193";"FR5202001";"05";"Propriété d'une association, groupement ou société";"50"
"5511";"4204";"FR8201648";"10";"Etablissement public";
"5526";"4211";"FR8201697";"01";"Propriété privée (personne physique)";"99"
"5527";"4211";"FR8201697";"30";"Domaine communal";"1"
"5532";"4213";"FR8301014";"01";"Propriété privée (personne physique)";"100"
"5614";"4256";"FR2200349";"60";"Domaine de l'état";"0"
"5615";"4256";"FR2200349";"61";"Domaine privé de l'état";"100"
"5623";"4259";"FR2200369";"01";"Propriété privée (personne physique)";
"5624";"4259";"FR2200369";"30";"Domaine communal";
"5625";"4260";"FR2200371";"01";"Propriété privée (personne physique)";"16"
"5626";"4260";"FR2200371";"30";"Domaine communal";
"5627";"4260";"FR2200371";"90";"Autre";"83"
"5628";"4260";"FR2200371";"00";"Indéterminé";"1"
"5631";"4262";"FR2200376";"01";"Propriété privée (personne physique)";"63"
"5632";"4262";"FR2200376";"05";"Propriété d'une association, groupement ou société";"37"
"5636";"4264";"FR2200395";"01";"Propriété privée (personne physique)";"80"
"5637";"4264";"FR2200395";"22";"Domaine public d'une collectivité territoriale";"20"
"5840";"4342";"FR7200800";"31";"Domaine privé communal";"100"
"5860";"4349";"FR8201690";"01";"Propriété privée (personne physique)";"32"
"5861";"4349";"FR8201690";"61";"Domaine privé de l'état";"68"
"5865";"4351";"FR8201760";"01";"Propriété privée (personne physique)";
"5866";"4351";"FR8201760";"05";"Propriété d'une association, groupement ou société";
"5867";"4351";"FR8201760";"30";"Domaine communal";
"5868";"4351";"FR8201760";"61";"Domaine privé de l'état";
"5878";"4356";"FR8301025";"61";"Domaine privé de l'état";"97"
"5879";"4356";"FR8301025";"22";"Domaine public d'une collectivité territoriale";"2"
"5880";"4356";"FR8301025";"01";"Propriété privée (personne physique)";"1"
"5884";"4359";"FR8301036";"01";"Propriété privée (personne physique)";"82"
"5885";"4359";"FR8301036";"20";"Collectivité territoriale";"13"
"5887";"4361";"FR8301048";"01";"Propriété privée (personne physique)";"23"
"5888";"4361";"FR8301048";"62";"Domaine public de l'état";"77"
"5889";"4362";"FR8301056";"00";"Indéterminé";"43"
"5890";"4362";"FR8301056";"01";"Propriété privée (personne physique)";"44"
"5891";"4362";"FR8301056";"30";"Domaine communal";"13"
"5896";"4365";"FR8301069";"90";"Autre";"42"
"5897";"4365";"FR8301069";"01";"Propriété privée (personne physique)";"28"
"5898";"4365";"FR8301069";"30";"Domaine communal";"16"
"5899";"4365";"FR8301069";"05";"Propriété d'une association, groupement ou société";"14"
"5907";"4373";"FR8301087";"01";"Propriété privée (personne physique)";"100"
"5910";"4375";"FR8302007";"01";"Propriété privée (personne physique)";"94"
"5911";"4375";"FR8302007";"30";"Domaine communal";"6"
"5912";"4376";"FR8302008";"01";"Propriété privée (personne physique)";"83"
"5913";"4376";"FR8302008";"52";"Domaine public régional";"17"
"5920";"4381";"FR9101405";"63";"Domaine public fluvial";
"5953";"4392";"FR9301996";"70";"Eaux territoriales";"100"
"5955";"4394";"FR9301998";"70";"Eaux territoriales";"100"
"5956";"4395";"FR9301999";"70";"Eaux territoriales";"100"
"5965";"4400";"FR2100251";"01";"Propriété privée (personne physique)";
"5966";"4400";"FR2100251";"05";"Propriété d'une association, groupement ou société";
"5968";"4402";"FR2100261";"01";"Propriété privée (personne physique)";
"5969";"4402";"FR2100261";"05";"Propriété d'une association, groupement ou société";
"6001";"4424";"FR2200350";"01";"Propriété privée (personne physique)";"95"
"6002";"4424";"FR2200350";"30";"Domaine communal";"5"
"6011";"4427";"FR2200373";"01";"Propriété privée (personne physique)";"84"
"6012";"4427";"FR2200373";"30";"Domaine communal";"16"
"6013";"4428";"FR2200379";"01";"Propriété privée (personne physique)";"77"
"6014";"4428";"FR2200379";"30";"Domaine communal";"4"
"6015";"4428";"FR2200379";"10";"Etablissement public";"13"
"6016";"4428";"FR2200379";"51";"Domaine privé régional";"6"
"6025";"4432";"FR2200391";"01";"Propriété privée (personne physique)";"61"
"6026";"4432";"FR2200391";"05";"Propriété d'une association, groupement ou société";
"6027";"4432";"FR2200391";"30";"Domaine communal";"39"
"6054";"4446";"FR2502020";"60";"Domaine de l'état";
"6055";"4446";"FR2502020";"64";"Domaine public maritime";
"6056";"4446";"FR2502020";"70";"Eaux territoriales";
"6101";"4465";"FR2601008";"01";"Propriété privée (personne physique)";
"6132";"4478";"FR4301281";"01";"Propriété privée (personne physique)";"100"
"6133";"4478";"FR4301281";"30";"Domaine communal";"0"
"6134";"4478";"FR4301281";"60";"Domaine de l'état";"0"
"6144";"4482";"FR4301290";"01";"Propriété privée (personne physique)";
"6145";"4482";"FR4301290";"05";"Propriété d'une association, groupement ou société";
"6146";"4482";"FR4301290";"20";"Collectivité territoriale";
"6147";"4482";"FR4301290";"60";"Domaine de l'état";
"6172";"4490";"FR4301310";"01";"Propriété privée (personne physique)";"100"
"6173";"4490";"FR4301310";"30";"Domaine communal";"0"
"6174";"4490";"FR4301310";"60";"Domaine de l'état";"0"
"6178";"4492";"FR4301315";"01";"Propriété privée (personne physique)";"78"
"6179";"4492";"FR4301315";"30";"Domaine communal";"22"
"6180";"4492";"FR4301315";"60";"Domaine de l'état";"0"
"6187";"4495";"FR4301319";"01";"Propriété privée (personne physique)";"13"
"6188";"4495";"FR4301319";"30";"Domaine communal";"87"
"6189";"4495";"FR4301319";"60";"Domaine de l'état";"0"
"6190";"4496";"FR4301320";"01";"Propriété privée (personne physique)";"53"
"6191";"4496";"FR4301320";"30";"Domaine communal";"47"
"6192";"4496";"FR4301320";"60";"Domaine de l'état";"0"
"6202";"4500";"FR4301330";"01";"Propriété privée (personne physique)";"70"
"6203";"4500";"FR4301330";"30";"Domaine communal";"22"
"6204";"4500";"FR4301330";"60";"Domaine de l'état";"8"
"6205";"4501";"FR4301331";"01";"Propriété privée (personne physique)";
"6206";"4501";"FR4301331";"30";"Domaine communal";"13"
"6207";"4501";"FR4301331";"50";"Domaine régional";
"6208";"4501";"FR4301331";"60";"Domaine de l'état";"0"
"6222";"4506";"FR4301344";"01";"Propriété privée (personne physique)";
"6223";"4506";"FR4301344";"05";"Propriété d'une association, groupement ou société";
"6224";"4506";"FR4301344";"30";"Domaine communal";
"6225";"4506";"FR4301344";"60";"Domaine de l'état";
"6232";"4509";"FR4301350";"01";"Propriété privée (personne physique)";
"6233";"4509";"FR4301350";"05";"Propriété d'une association, groupement ou société";
"6234";"4509";"FR4301350";"20";"Collectivité territoriale";
"6235";"4509";"FR4301350";"60";"Domaine de l'état";
"6268";"4519";"FR5400405";"01";"Propriété privée (personne physique)";
"6269";"4519";"FR5400405";"05";"Propriété d'une association, groupement ou société";
"6272";"4521";"FR5400407";"01";"Propriété privée (personne physique)";
"6273";"4521";"FR5400407";"30";"Domaine communal";
"6279";"4524";"FR5400411";"01";"Propriété privée (personne physique)";
"6280";"4527";"FR5400420";"01";"Propriété privée (personne physique)";
"6298";"4536";"FR5400459";"01";"Propriété privée (personne physique)";"100"
"6302";"4540";"FR5402011";"01";"Propriété privée (personne physique)";
"6388";"4581";"FR8201729";"01";"Propriété privée (personne physique)";
"6389";"4581";"FR8201729";"05";"Propriété d'une association, groupement ou société";
"6390";"4581";"FR8201729";"40";"Domaine départemental";
