"PK_OWNERSHIP";"FPK_NATURA";"SITECODE";"TYPE";"LB_STPRO";"COVER"
"15124";"8358";"FR9301542";"01";"Propriété privée (personne physique)";"60"
"15125";"8358";"FR9301542";"60";"Domaine de l'état";"26"
"15126";"8358";"FR9301542";"30";"Domaine communal";"14"
"15127";"8359";"FR9301545";"60";"Domaine de l'état";"17"
"15128";"8359";"FR9301545";"30";"Domaine communal";"55"
"15129";"8359";"FR9301545";"01";"Propriété privée (personne physique)";"28"
"15130";"8360";"FR9301549";"60";"Domaine de l'état";"11"
"15131";"8360";"FR9301549";"30";"Domaine communal";"81"
"15132";"8360";"FR9301549";"01";"Propriété privée (personne physique)";"8"
"15133";"8361";"FR9301554";"60";"Domaine de l'état";"11"
"15134";"8361";"FR9301554";"01";"Propriété privée (personne physique)";"8"
"15135";"8361";"FR9301554";"30";"Domaine communal";"81"
"15136";"8363";"FR9301559";"30";"Domaine communal";"70"
"15137";"8364";"FR9301567";"01";"Propriété privée (personne physique)";"72"
"15138";"8364";"FR9301567";"30";"Domaine communal";"27"
"15139";"8364";"FR9301567";"60";"Domaine de l'état";"1"
"15140";"8365";"FR9301568";"01";"Propriété privée (personne physique)";"20"
"15141";"8365";"FR9301568";"30";"Domaine communal";"50"
"15142";"8365";"FR9301568";"60";"Domaine de l'état";"30"
"15143";"8366";"FR9301569";"01";"Propriété privée (personne physique)";"95"
"15144";"8366";"FR9301569";"05";"Propriété d'une association, groupement ou société";
"15145";"8366";"FR9301569";"30";"Domaine communal";
"15146";"8366";"FR9301569";"60";"Domaine de l'état";
"15147";"8366";"FR9301569";"62";"Domaine public de l'état";"5"
"15148";"8367";"FR9301570";"60";"Domaine de l'état";"10"
"15149";"8367";"FR9301570";"30";"Domaine communal";"10"
"15150";"8369";"FR9301572";"01";"Propriété privée (personne physique)";"100"
"15151";"8370";"FR9301573";"70";"Eaux territoriales";"98"
"15152";"8371";"FR9301574";"00";"Indéterminé";"100"
"15153";"8372";"FR9301576";"00";"Indéterminé";"100"
"15154";"8373";"FR9301577";"00";"Indéterminé";"100"
"15155";"8374";"FR9301578";"01";"Propriété privée (personne physique)";"95"
"15156";"8374";"FR9301578";"61";"Domaine privé de l'état";
"15157";"8375";"FR9301580";"01";"Propriété privée (personne physique)";"1"
"15158";"8375";"FR9301580";"62";"Domaine public de l'état";"65"
"15159";"8375";"FR9301580";"30";"Domaine communal";"34"
"15160";"8376";"FR9301582";"01";"Propriété privée (personne physique)";"69"
"15161";"8376";"FR9301582";"60";"Domaine de l'état";"1"
"15162";"8376";"FR9301582";"30";"Domaine communal";"30"
"15163";"8377";"FR9301583";"30";"Domaine communal";"10"
"15164";"8377";"FR9301583";"01";"Propriété privée (personne physique)";"90"
"15165";"8378";"FR9301585";"01";"Propriété privée (personne physique)";"33"
"15166";"8378";"FR9301585";"60";"Domaine de l'état";"50"
"15167";"8378";"FR9301585";"30";"Domaine communal";"17"
"15168";"8379";"FR9301587";"01";"Propriété privée (personne physique)";"100"
"15169";"8380";"FR9301589";"01";"Propriété privée (personne physique)";
"15170";"8380";"FR9301589";"20";"Collectivité territoriale";
"15171";"8380";"FR9301589";"61";"Domaine privé de l'état";
"15172";"8380";"FR9301589";"63";"Domaine public fluvial";
"15173";"8381";"FR9301590";"01";"Propriété privée (personne physique)";
"15174";"8381";"FR9301590";"30";"Domaine communal";
"15175";"8381";"FR9301590";"63";"Domaine public fluvial";
"15176";"8382";"FR9301592";"01";"Propriété privée (personne physique)";
"15177";"8382";"FR9301592";"05";"Propriété d'une association, groupement ou société";
"15178";"8382";"FR9301592";"20";"Collectivité territoriale";
"15179";"8382";"FR9301592";"50";"Domaine régional";
"15180";"8382";"FR9301592";"61";"Domaine privé de l'état";
"15181";"8382";"FR9301592";"62";"Domaine public de l'état";
"15182";"8383";"FR9301594";"01";"Propriété privée (personne physique)";"50"
"15183";"8383";"FR9301594";"30";"Domaine communal";"50"
"15184";"8384";"FR9301595";"60";"Domaine de l'état";"65"
"15185";"8384";"FR9301595";"05";"Propriété d'une association, groupement ou société";"18"
"15186";"8384";"FR9301595";"01";"Propriété privée (personne physique)";"17"
"15187";"8385";"FR9301596";"00";"Indéterminé";"100"
"15188";"8386";"FR9301597";"01";"Propriété privée (personne physique)";"57"
"15189";"8386";"FR9301597";"05";"Propriété d'une association, groupement ou société";
"15190";"8386";"FR9301597";"50";"Domaine régional";
"15191";"8386";"FR9301597";"61";"Domaine privé de l'état";"3"
"15192";"8386";"FR9301597";"62";"Domaine public de l'état";
"15193";"8386";"FR9301597";"30";"Domaine communal";"12"
"15194";"8386";"FR9301597";"10";"Etablissement public";"28"
"15195";"8387";"FR9301601";"01";"Propriété privée (personne physique)";"50"
"15196";"8387";"FR9301601";"05";"Propriété d'une association, groupement ou société";
"15197";"8387";"FR9301601";"20";"Collectivité territoriale";
"15198";"8387";"FR9301601";"50";"Domaine régional";
"15199";"8387";"FR9301601";"61";"Domaine privé de l'état";
"15200";"8387";"FR9301601";"62";"Domaine public de l'état";
"15201";"8387";"FR9301601";"10";"Etablissement public";"50"
"15202";"8388";"FR9301602";"01";"Propriété privée (personne physique)";
"15203";"8388";"FR9301602";"60";"Domaine de l'état";
"15204";"8388";"FR9301602";"70";"Eaux territoriales";"79"
"15205";"8389";"FR9301603";"01";"Propriété privée (personne physique)";"44"
"15206";"8389";"FR9301603";"30";"Domaine communal";"56"
"15207";"8390";"FR9301605";"01";"Propriété privée (personne physique)";"70"
"15208";"8390";"FR9301605";"60";"Domaine de l'état";"30"
"15209";"8391";"FR9301606";"20";"Collectivité territoriale";"15"
"15210";"8391";"FR9301606";"60";"Domaine de l'état";"25"
"15211";"8391";"FR9301606";"30";"Domaine communal";"25"
"15212";"8391";"FR9301606";"00";"Indéterminé";"35"
"15213";"8392";"FR9301608";"01";"Propriété privée (personne physique)";
"15214";"8392";"FR9301608";"05";"Propriété d'une association, groupement ou société";
"15215";"8392";"FR9301608";"20";"Collectivité territoriale";
"15216";"8392";"FR9301608";"50";"Domaine régional";
"15217";"8393";"FR9301609";"01";"Propriété privée (personne physique)";"46"
"15218";"8393";"FR9301609";"30";"Domaine communal";"6"
"15219";"8393";"FR9301609";"64";"Domaine public maritime";"30"
"15220";"8393";"FR9301609";"10";"Etablissement public";"18"
"15221";"8394";"FR9301610";"01";"Propriété privée (personne physique)";
"15222";"8394";"FR9301610";"05";"Propriété d'une association, groupement ou société";
"15223";"8394";"FR9301610";"20";"Collectivité territoriale";
"15224";"8394";"FR9301610";"50";"Domaine régional";
"15225";"8394";"FR9301610";"62";"Domaine public de l'état";
"15226";"8395";"FR9301613";"01";"Propriété privée (personne physique)";
"15227";"8395";"FR9301613";"05";"Propriété d'une association, groupement ou société";
"15228";"8395";"FR9301613";"20";"Collectivité territoriale";
"15229";"8395";"FR9301613";"50";"Domaine régional";
"15230";"8395";"FR9301613";"61";"Domaine privé de l'état";
"15231";"8395";"FR9301613";"62";"Domaine public de l'état";
"15232";"8396";"FR9301615";"01";"Propriété privée (personne physique)";
"15233";"8396";"FR9301615";"05";"Propriété d'une association, groupement ou société";
"15234";"8398";"FR9301618";"01";"Propriété privée (personne physique)";"79"
"15235";"8398";"FR9301618";"30";"Domaine communal";"21"
"15236";"8399";"FR9301620";"01";"Propriété privée (personne physique)";
"15237";"8399";"FR9301620";"05";"Propriété d'une association, groupement ou société";
"15238";"8400";"FR9301621";"01";"Propriété privée (personne physique)";"85"
"15239";"8400";"FR9301621";"30";"Domaine communal";"5"
"15240";"8401";"FR9301622";"01";"Propriété privée (personne physique)";
"15241";"8401";"FR9301622";"05";"Propriété d'une association, groupement ou société";
"15242";"8401";"FR9301622";"20";"Collectivité territoriale";
"15243";"8401";"FR9301622";"50";"Domaine régional";
"15244";"8401";"FR9301622";"62";"Domaine public de l'état";
"15245";"8402";"FR9301624";"01";"Propriété privée (personne physique)";
"15246";"8402";"FR9301624";"05";"Propriété d'une association, groupement ou société";
"15247";"8402";"FR9301624";"20";"Collectivité territoriale";
"15248";"8402";"FR9301624";"50";"Domaine régional";
"15249";"8402";"FR9301624";"61";"Domaine privé de l'état";
"15250";"8402";"FR9301624";"62";"Domaine public de l'état";
"15251";"8402";"FR9301624";"70";"Eaux territoriales";
"15252";"8403";"FR9301625";"01";"Propriété privée (personne physique)";"47"
"15253";"8403";"FR9301625";"60";"Domaine de l'état";"35"
"15254";"8403";"FR9301625";"30";"Domaine communal";"18"
"15255";"8404";"FR9301626";"01";"Propriété privée (personne physique)";
"15256";"8404";"FR9301626";"20";"Collectivité territoriale";
"15257";"8404";"FR9301626";"30";"Domaine communal";
"15258";"8404";"FR9301626";"60";"Domaine de l'état";
"15259";"8405";"FR9301627";"01";"Propriété privée (personne physique)";
"15260";"8405";"FR9301627";"05";"Propriété d'une association, groupement ou société";
"15261";"8405";"FR9301627";"20";"Collectivité territoriale";
"15262";"8405";"FR9301627";"50";"Domaine régional";
"15263";"8405";"FR9301627";"62";"Domaine public de l'état";
"15264";"8406";"FR9301628";"01";"Propriété privée (personne physique)";"7"
"15265";"8406";"FR9301628";"64";"Domaine public maritime";"49"
"15266";"8406";"FR9301628";"60";"Domaine de l'état";"42"
"15267";"8406";"FR9301628";"30";"Domaine communal";"2"
"15268";"8407";"FR9302002";"01";"Propriété privée (personne physique)";"12"
"15269";"8407";"FR9302002";"30";"Domaine communal";"68"
"15270";"8407";"FR9302002";"60";"Domaine de l'état";"20"
"15271";"8408";"FR9302003";"00";"Indéterminé";"46"
"15272";"8408";"FR9302003";"30";"Domaine communal";"54"
"15273";"8409";"FR9302007";"31";"Domaine privé communal";"3"
"15274";"8409";"FR9302007";"62";"Domaine public de l'état";"6"
"15275";"8409";"FR9302007";"01";"Propriété privée (personne physique)";"91"
"15276";"8411";"FR9400598";"20";"Collectivité territoriale";"11"
"15277";"8412";"FR1100798";"01";"Propriété privée (personne physique)";"85"
"15278";"8412";"FR1100798";"62";"Domaine public de l'état";"15"
"15279";"8413";"FR1100800";"01";"Propriété privée (personne physique)";"100"
"15280";"8414";"FR1100802";"01";"Propriété privée (personne physique)";"87,26"
"15281";"8414";"FR1100802";"32";"Domaine public communal";"3,54"
"15282";"8414";"FR1100802";"40";"Domaine départemental";"2,44"
"15283";"8414";"FR1100802";"60";"Domaine de l'état";"0,46"
"15284";"8414";"FR1100802";"05";"Propriété d'une association, groupement ou société";"6,3"
"15285";"8415";"FR1100812";"01";"Propriété privée (personne physique)";"100"
"15286";"8416";"FR1100819";"62";"Domaine public de l'état";"100"
"15287";"8417";"FR2100250";"01";"Propriété privée (personne physique)";
"15288";"8417";"FR2100250";"05";"Propriété d'une association, groupement ou société";
"15289";"8417";"FR2100250";"20";"Collectivité territoriale";
"15290";"8417";"FR2100250";"50";"Domaine régional";
"15291";"8418";"FR2100259";"61";"Domaine privé de l'état";
"15292";"8419";"FR2100271";"01";"Propriété privée (personne physique)";
"15293";"8419";"FR2100271";"05";"Propriété d'une association, groupement ou société";
"15294";"8420";"FR2100297";"01";"Propriété privée (personne physique)";
"15295";"8422";"FR2100308";"10";"Etablissement public";
"15296";"8423";"FR2200346";"01";"Propriété privée (personne physique)";"29"
"15297";"8423";"FR2200346";"05";"Propriété d'une association, groupement ou société";
"15298";"8423";"FR2200346";"20";"Collectivité territoriale";"4"
"15299";"8423";"FR2200346";"50";"Domaine régional";
"15300";"8423";"FR2200346";"61";"Domaine privé de l'état";
"15301";"8423";"FR2200346";"62";"Domaine public de l'état";
"15302";"8423";"FR2200346";"64";"Domaine public maritime";"67"
"15303";"8424";"FR2200357";"01";"Propriété privée (personne physique)";"44"
"15304";"8424";"FR2200357";"32";"Domaine public communal";"55"
"15305";"8424";"FR2200357";"60";"Domaine de l'état";"1"
"15306";"8425";"FR2200378";"01";"Propriété privée (personne physique)";"57"
"15307";"8425";"FR2200378";"32";"Domaine public communal";"25"
"15308";"8425";"FR2200378";"22";"Domaine public d'une collectivité territoriale";"18"
"15309";"8426";"FR2200380";"01";"Propriété privée (personne physique)";"6"
"15310";"8426";"FR2200380";"20";"Collectivité territoriale";"2"
"15311";"8426";"FR2200380";"61";"Domaine privé de l'état";"70"
"15312";"8426";"FR2200380";"90";"Autre";"22"
"15313";"8427";"FR2200390";"01";"Propriété privée (personne physique)";"65"
"15314";"8427";"FR2200390";"30";"Domaine communal";"35"
"15315";"8428";"FR2200566";"01";"Propriété privée (personne physique)";"94"
"15316";"8428";"FR2200566";"30";"Domaine communal";"5"
"15317";"8428";"FR2200566";"62";"Domaine public de l'état";"1"
"15318";"8429";"FR2300149";"01";"Propriété privée (personne physique)";
"15319";"8430";"FR2302008";"10";"Etablissement public";"66,8"
"15320";"8430";"FR2302008";"32";"Domaine public communal";"4,2"
"15321";"8430";"FR2302008";"01";"Propriété privée (personne physique)";"29"
"15322";"8433";"FR2612002";"01";"Propriété privée (personne physique)";
"15323";"8433";"FR2612002";"10";"Etablissement public";
"15324";"8433";"FR2612002";"20";"Collectivité territoriale";
"15325";"8433";"FR2612002";"63";"Domaine public fluvial";"10"
"15326";"8434";"FR2612010";"01";"Propriété privée (personne physique)";
"15327";"8434";"FR2612010";"05";"Propriété d'une association, groupement ou société";
"15328";"8434";"FR2612010";"20";"Collectivité territoriale";
"15329";"8434";"FR2612010";"30";"Domaine communal";
"15330";"8434";"FR2612010";"50";"Domaine régional";
"15331";"8434";"FR2612010";"63";"Domaine public fluvial";"10"
"15332";"8435";"FR3100487";"01";"Propriété privée (personne physique)";
"15333";"8435";"FR3100487";"05";"Propriété d'une association, groupement ou société";
"15334";"8435";"FR3100487";"30";"Domaine communal";
"15335";"8436";"FR3100495";"05";"Propriété d'une association, groupement ou société";
"15336";"8436";"FR3100495";"40";"Domaine départemental";
"15337";"8436";"FR3100495";"60";"Domaine de l'état";
"15338";"8437";"FR4100167";"01";"Propriété privée (personne physique)";"34"
"15339";"8437";"FR4100167";"05";"Propriété d'une association, groupement ou société";"1"
"15340";"8437";"FR4100167";"30";"Domaine communal";"63"
"15341";"8438";"FR4100170";"01";"Propriété privée (personne physique)";"47"
"15342";"8438";"FR4100170";"05";"Propriété d'une association, groupement ou société";"25"
"15343";"8438";"FR4100170";"30";"Domaine communal";"28"
"15344";"8439";"FR4100179";"01";"Propriété privée (personne physique)";"4"
"15345";"8439";"FR4100179";"30";"Domaine communal";"96"
"15346";"8440";"FR4100189";"61";"Domaine privé de l'état";
"15347";"8441";"FR4100232";"01";"Propriété privée (personne physique)";
"15348";"8441";"FR4100232";"05";"Propriété d'une association, groupement ou société";
"15349";"8441";"FR4100232";"20";"Collectivité territoriale";
"15350";"8441";"FR4100232";"50";"Domaine régional";
"15351";"8442";"FR4100234";"01";"Propriété privée (personne physique)";
"15352";"8442";"FR4100234";"05";"Propriété d'une association, groupement ou société";
"15353";"8442";"FR4100234";"20";"Collectivité territoriale";
"15354";"8442";"FR4100234";"50";"Domaine régional";
"15355";"8443";"FR4100240";"01";"Propriété privée (personne physique)";
"15356";"8443";"FR4100240";"20";"Collectivité territoriale";
"15357";"8444";"FR4100241";"01";"Propriété privée (personne physique)";
"15358";"8445";"FR4100243";"01";"Propriété privée (personne physique)";
"15359";"8445";"FR4100243";"05";"Propriété d'une association, groupement ou société";
"15360";"8447";"FR4112000";"05";"Propriété d'une association, groupement ou société";
"15361";"8447";"FR4112000";"30";"Domaine communal";
"15362";"8447";"FR4112000";"60";"Domaine de l'état";
"15363";"8450";"FR4201813";"01";"Propriété privée (personne physique)";
"15364";"8450";"FR4201813";"05";"Propriété d'une association, groupement ou société";
"15365";"8450";"FR4201813";"10";"Etablissement public";
"15366";"8450";"FR4201813";"30";"Domaine communal";
"15367";"8450";"FR4201813";"61";"Domaine privé de l'état";"55"
"15368";"8451";"FR4301291";"01";"Propriété privée (personne physique)";"65"
"15369";"8451";"FR4301291";"30";"Domaine communal";"30"
"15370";"8451";"FR4301291";"60";"Domaine de l'état";"5"
"15371";"8452";"FR4301298";"01";"Propriété privée (personne physique)";
"15372";"8452";"FR4301298";"05";"Propriété d'une association, groupement ou société";
"15373";"8452";"FR4301298";"20";"Collectivité territoriale";
"15374";"8452";"FR4301298";"30";"Domaine communal";
"15375";"8452";"FR4301298";"61";"Domaine privé de l'état";
"15376";"8453";"FR4301308";"01";"Propriété privée (personne physique)";"66"
"15377";"8453";"FR4301308";"30";"Domaine communal";"34"
"15378";"8453";"FR4301308";"60";"Domaine de l'état";"0"
"15379";"8454";"FR4310112";"01";"Propriété privée (personne physique)";"90,8"
"15380";"8454";"FR4310112";"30";"Domaine communal";"9,2"
"15381";"8455";"FR4312005";"01";"Propriété privée (personne physique)";"5"
"15382";"8455";"FR4312005";"30";"Domaine communal";"35"
"15383";"8455";"FR4312005";"61";"Domaine privé de l'état";"60"
"15384";"8456";"FR4312009";"01";"Propriété privée (personne physique)";"65"
"15385";"8456";"FR4312009";"30";"Domaine communal";"30"
"15386";"8456";"FR4312009";"60";"Domaine de l'état";"5"
"15387";"8457";"FR4312017";"01";"Propriété privée (personne physique)";
"15388";"8457";"FR4312017";"05";"Propriété d'une association, groupement ou société";
"15389";"8457";"FR4312017";"20";"Collectivité territoriale";
"15390";"8457";"FR4312017";"30";"Domaine communal";
"15391";"8457";"FR4312017";"61";"Domaine privé de l'état";
"15392";"8458";"FR4312032";"30";"Domaine communal";"66"
"15393";"8458";"FR4312032";"01";"Propriété privée (personne physique)";"34"
"15394";"8459";"FR5200624";"01";"Propriété privée (personne physique)";"79,6"
"15395";"8459";"FR5200624";"30";"Domaine communal";"0,9"
"15396";"8459";"FR5200624";"40";"Domaine départemental";"0,4"
"15397";"8459";"FR5200624";"63";"Domaine public fluvial";"19,1"
"15398";"8460";"FR5200627";"01";"Propriété privée (personne physique)";
"15399";"8460";"FR5200627";"05";"Propriété d'une association, groupement ou société";
"15400";"8460";"FR5200627";"20";"Collectivité territoriale";
"15401";"8460";"FR5200627";"50";"Domaine régional";
"15402";"8460";"FR5200627";"62";"Domaine public de l'état";
"15403";"8461";"FR5200646";"01";"Propriété privée (personne physique)";"99"
"15404";"8462";"FR5200647";"01";"Propriété privée (personne physique)";"62"
"15405";"8462";"FR5200647";"05";"Propriété d'une association, groupement ou société";"21"
"15406";"8462";"FR5200647";"60";"Domaine de l'état";"17"
"15407";"8463";"FR5200650";"60";"Domaine de l'état";"100"
"15408";"8464";"FR5200652";"01";"Propriété privée (personne physique)";"100"
"15409";"8465";"FR5200654";"01";"Propriété privée (personne physique)";"56"
"15410";"8465";"FR5200654";"30";"Domaine communal";"26"
"15411";"8465";"FR5200654";"40";"Domaine départemental";"18"
"15412";"8466";"FR5200655";"01";"Propriété privée (personne physique)";
"15413";"8467";"FR5200658";"01";"Propriété privée (personne physique)";
"15414";"8467";"FR5200658";"05";"Propriété d'une association, groupement ou société";
"15415";"8467";"FR5200658";"60";"Domaine de l'état";
"15416";"8468";"FR5200659";"01";"Propriété privée (personne physique)";
"15417";"8468";"FR5200659";"05";"Propriété d'une association, groupement ou société";
"15418";"8468";"FR5200659";"20";"Collectivité territoriale";
"15419";"8468";"FR5200659";"50";"Domaine régional";
"15420";"8468";"FR5200659";"61";"Domaine privé de l'état";
"15421";"8468";"FR5200659";"62";"Domaine public de l'état";
"15422";"8469";"FR5212003";"01";"Propriété privée (personne physique)";
"15423";"8469";"FR5212003";"05";"Propriété d'une association, groupement ou société";
"15424";"8469";"FR5212003";"20";"Collectivité territoriale";
"15425";"8469";"FR5212003";"50";"Domaine régional";
"15426";"8469";"FR5212003";"63";"Domaine public fluvial";
"15427";"8470";"FR5300003";"01";"Propriété privée (personne physique)";
"15428";"8470";"FR5300003";"05";"Propriété d'une association, groupement ou société";
"15429";"8470";"FR5300003";"20";"Collectivité territoriale";
"15430";"8470";"FR5300003";"50";"Domaine régional";
"15431";"8471";"FR5300004";"01";"Propriété privée (personne physique)";
"15432";"8471";"FR5300004";"05";"Propriété d'une association, groupement ou société";
"15433";"8472";"FR5300005";"01";"Propriété privée (personne physique)";
"15434";"8472";"FR5300005";"05";"Propriété d'une association, groupement ou société";
"15435";"8472";"FR5300005";"20";"Collectivité territoriale";
"15436";"8472";"FR5300005";"50";"Domaine régional";
"15437";"8473";"FR5300006";"01";"Propriété privée (personne physique)";
"15438";"8473";"FR5300006";"05";"Propriété d'une association, groupement ou société";
"15439";"8474";"FR5300007";"01";"Propriété privée (personne physique)";
"15440";"8474";"FR5300007";"05";"Propriété d'une association, groupement ou société";
"15441";"8474";"FR5300007";"20";"Collectivité territoriale";
"15442";"8475";"FR5300008";"01";"Propriété privée (personne physique)";
"15443";"8475";"FR5300008";"05";"Propriété d'une association, groupement ou société";
"15444";"8475";"FR5300008";"40";"Domaine départemental";
"15445";"8475";"FR5300008";"61";"Domaine privé de l'état";
"15446";"8475";"FR5300008";"64";"Domaine public maritime";
"15447";"8476";"FR5300009";"01";"Propriété privée (personne physique)";
"15448";"8476";"FR5300009";"05";"Propriété d'une association, groupement ou société";
"15449";"8476";"FR5300009";"20";"Collectivité territoriale";
"15450";"8476";"FR5300009";"50";"Domaine régional";
"15451";"8476";"FR5300009";"61";"Domaine privé de l'état";
"15452";"8476";"FR5300009";"62";"Domaine public de l'état";
"15453";"8477";"FR5300010";"01";"Propriété privée (personne physique)";
"15454";"8477";"FR5300010";"05";"Propriété d'une association, groupement ou société";
"15455";"8477";"FR5300010";"20";"Collectivité territoriale";
"15456";"8477";"FR5300010";"50";"Domaine régional";
"15457";"8477";"FR5300010";"61";"Domaine privé de l'état";
"15458";"8477";"FR5300010";"62";"Domaine public de l'état";
"15459";"8478";"FR5300011";"01";"Propriété privée (personne physique)";
"15460";"8478";"FR5300011";"05";"Propriété d'une association, groupement ou société";
"15461";"8478";"FR5300011";"20";"Collectivité territoriale";
"15462";"8478";"FR5300011";"50";"Domaine régional";
"15463";"8478";"FR5300011";"62";"Domaine public de l'état";
"15464";"8479";"FR5300012";"01";"Propriété privée (personne physique)";
"15465";"8479";"FR5300012";"05";"Propriété d'une association, groupement ou société";
"15466";"8479";"FR5300012";"20";"Collectivité territoriale";
"15467";"8479";"FR5300012";"50";"Domaine régional";
"15468";"8479";"FR5300012";"62";"Domaine public de l'état";
"15469";"8480";"FR5300013";"01";"Propriété privée (personne physique)";
"15470";"8480";"FR5300013";"05";"Propriété d'une association, groupement ou société";
"15471";"8480";"FR5300013";"30";"Domaine communal";
"15472";"8480";"FR5300013";"40";"Domaine départemental";
"15473";"8481";"FR5300014";"01";"Propriété privée (personne physique)";
"15474";"8481";"FR5300014";"05";"Propriété d'une association, groupement ou société";
"15475";"8481";"FR5300014";"30";"Domaine communal";
"15476";"8482";"FR5300015";"01";"Propriété privée (personne physique)";
"15477";"8482";"FR5300015";"05";"Propriété d'une association, groupement ou société";
"15478";"8482";"FR5300015";"20";"Collectivité territoriale";
"15479";"8482";"FR5300015";"50";"Domaine régional";
"15480";"8482";"FR5300015";"62";"Domaine public de l'état";
"15481";"8483";"FR5300016";"01";"Propriété privée (personne physique)";
"15482";"8483";"FR5300016";"05";"Propriété d'une association, groupement ou société";
"15483";"8483";"FR5300016";"20";"Collectivité territoriale";
"15484";"8483";"FR5300016";"50";"Domaine régional";
"15485";"8483";"FR5300016";"61";"Domaine privé de l'état";
"15486";"8483";"FR5300016";"62";"Domaine public de l'état";
"15487";"8484";"FR5300017";"01";"Propriété privée (personne physique)";
"15488";"8484";"FR5300017";"05";"Propriété d'une association, groupement ou société";
"15489";"8484";"FR5300017";"20";"Collectivité territoriale";
"15490";"8484";"FR5300017";"50";"Domaine régional";
"15491";"8484";"FR5300017";"61";"Domaine privé de l'état";
"15492";"8484";"FR5300017";"62";"Domaine public de l'état";
"15493";"8485";"FR5300018";"01";"Propriété privée (personne physique)";
"15494";"8485";"FR5300018";"05";"Propriété d'une association, groupement ou société";
"15495";"8485";"FR5300018";"20";"Collectivité territoriale";
"15496";"8485";"FR5300018";"50";"Domaine régional";
"15497";"8485";"FR5300018";"61";"Domaine privé de l'état";
"15498";"8485";"FR5300018";"62";"Domaine public de l'état";
"15499";"8486";"FR5300019";"01";"Propriété privée (personne physique)";
"15500";"8486";"FR5300019";"05";"Propriété d'une association, groupement ou société";
"15501";"8486";"FR5300019";"20";"Collectivité territoriale";
"15502";"8486";"FR5300019";"50";"Domaine régional";
"15503";"8486";"FR5300019";"61";"Domaine privé de l'état";
"15504";"8486";"FR5300019";"62";"Domaine public de l'état";
"15505";"8487";"FR5300020";"01";"Propriété privée (personne physique)";
"15506";"8487";"FR5300020";"05";"Propriété d'une association, groupement ou société";
"15507";"8487";"FR5300020";"20";"Collectivité territoriale";
"15508";"8487";"FR5300020";"50";"Domaine régional";
"15509";"8487";"FR5300020";"61";"Domaine privé de l'état";
"15510";"8487";"FR5300020";"62";"Domaine public de l'état";
"15511";"8488";"FR5300021";"01";"Propriété privée (personne physique)";
"15512";"8488";"FR5300021";"05";"Propriété d'une association, groupement ou société";
"15513";"8488";"FR5300021";"20";"Collectivité territoriale";
"15514";"8488";"FR5300021";"50";"Domaine régional";
"15515";"8488";"FR5300021";"62";"Domaine public de l'état";
"15516";"8489";"FR5300024";"01";"Propriété privée (personne physique)";
"15517";"8489";"FR5300024";"05";"Propriété d'une association, groupement ou société";
"15518";"8489";"FR5300024";"20";"Collectivité territoriale";
"15519";"8489";"FR5300024";"50";"Domaine régional";
"15520";"8490";"FR5300025";"01";"Propriété privée (personne physique)";
"15521";"8490";"FR5300025";"05";"Propriété d'une association, groupement ou société";
"15522";"8491";"FR5300026";"01";"Propriété privée (personne physique)";
"15523";"8491";"FR5300026";"05";"Propriété d'une association, groupement ou société";
"15524";"8491";"FR5300026";"20";"Collectivité territoriale";
"15525";"8491";"FR5300026";"50";"Domaine régional";
"15526";"8491";"FR5300026";"61";"Domaine privé de l'état";
"15527";"8491";"FR5300026";"62";"Domaine public de l'état";
"15528";"8492";"FR5300027";"01";"Propriété privée (personne physique)";
"15529";"8492";"FR5300027";"05";"Propriété d'une association, groupement ou société";
"15530";"8492";"FR5300027";"20";"Collectivité territoriale";
"15531";"8492";"FR5300027";"50";"Domaine régional";
"15532";"8492";"FR5300027";"61";"Domaine privé de l'état";
"15533";"8492";"FR5300027";"62";"Domaine public de l'état";
"15534";"8493";"FR5300028";"01";"Propriété privée (personne physique)";
"15535";"8493";"FR5300028";"05";"Propriété d'une association, groupement ou société";
"15536";"8493";"FR5300028";"20";"Collectivité territoriale";
"15537";"8493";"FR5300028";"50";"Domaine régional";
"15538";"8494";"FR5300029";"01";"Propriété privée (personne physique)";
"15539";"8494";"FR5300029";"05";"Propriété d'une association, groupement ou société";
"15540";"8494";"FR5300029";"20";"Collectivité territoriale";
"15541";"8494";"FR5300029";"50";"Domaine régional";
"15542";"8494";"FR5300029";"61";"Domaine privé de l'état";
"15543";"8494";"FR5300029";"62";"Domaine public de l'état";
"15544";"8495";"FR5300031";"01";"Propriété privée (personne physique)";
"15545";"8495";"FR5300031";"05";"Propriété d'une association, groupement ou société";
"15546";"8495";"FR5300031";"20";"Collectivité territoriale";
"15547";"8495";"FR5300031";"50";"Domaine régional";
"15548";"8495";"FR5300031";"62";"Domaine public de l'état";
"15549";"8496";"FR5300034";"01";"Propriété privée (personne physique)";
"15550";"8496";"FR5300034";"05";"Propriété d'une association, groupement ou société";
"15551";"8496";"FR5300034";"20";"Collectivité territoriale";
"15552";"8496";"FR5300034";"50";"Domaine régional";
"15553";"8496";"FR5300034";"62";"Domaine public de l'état";
"15554";"8497";"FR5300035";"01";"Propriété privée (personne physique)";
"15555";"8497";"FR5300035";"05";"Propriété d'une association, groupement ou société";
"15556";"8497";"FR5300035";"20";"Collectivité territoriale";
"15557";"8497";"FR5300035";"50";"Domaine régional";
"15558";"8498";"FR5300036";"01";"Propriété privée (personne physique)";
